ntips	nhidden	rep	mean_time	median_time	method
512	0	12	161.6230701	145.4110715	hisse
1024	0	12	73.3069586	68.031341	tensorphylo
1024	0	12	357.170967	348.9847635	hisse
32	1	12	2.3276479	2.306783	tensorphylo
32	1	12	32.5563452	31.0711735	hisse
64	1	12	6.0332771	5.998259	tensorphylo
64	1	12	59.6011916	60.070904	hisse
128	1	12	14.1921131	14.0538365	tensorphylo
128	1	12	96.5362712	97.1769085	hisse
256	1	12	24.3251319	23.7599715	tensorphylo
256	1	12	164.8335956	166.049631	hisse
512	1	12	47.4167255	45.6116595	tensorphylo
512	1	12	288.4246844	279.8614695	hisse
1024	1	12	98.7898075	92.5758475	tensorphylo
1024	1	12	575.7422868	568.190464	hisse
32	2	12	3.771139	3.7341775	tensorphylo
32	2	12	31.7496784	30.3935665	hisse
64	2	12	10.4619536	10.4293955	tensorphylo
64	2	12	58.8317405	58.4009945	hisse
128	2	12	15.4282139	15.243554	tensorphylo
128	2	12	82.2770411	81.10333	hisse
256	2	12	30.8867473	30.5783535	tensorphylo
256	2	12	146.2521168	150.097269	hisse
512	2	12	61.6609947	60.700336	tensorphylo
512	2	12	298.4666504	288.482519	hisse
1024	2	12	121.7092749	116.042259	tensorphylo
1024	2	12	550.8362423	543.531096	hisse
32	3	12	4.3360329	4.280318	tensorphylo
32	3	12	28.2583152	27.457372	hisse
64	3	12	9.8387536	9.812161	tensorphylo
64	3	12	53.3091307	51.910715	hisse
128	3	12	17.396259	17.337629	tensorphylo
128	3	12	87.8435783	87.928559	hisse
256	3	12	38.0233754	37.6346995	tensorphylo
256	3	12	156.7594041	152.140996	hisse
512	3	12	76.3227013	74.2937425	tensorphylo
512	3	12	291.5822666	283.3282655	hisse
1024	3	12	153.572757	147.4149055	tensorphylo
1024	3	12	556.3656253	562.7688085	hisse
32	4	12	5.1513015	5.1645855	tensorphylo
32	4	12	34.2152011	34.4099675	hisse
64	4	12	13.7646676	13.743938	tensorphylo
64	4	12	54.2153537	53.257237	hisse
128	4	12	24.9733624	24.927508	tensorphylo
128	4	12	89.8143294	89.7312265	hisse
256	4	12	45.6132257	45.05244	tensorphylo
256	4	12	166.7455117	158.525475	hisse
512	4	12	86.4509846	85.3419305	tensorphylo
512	4	12	286.5709063	277.0441545	hisse
1024	4	12	189.0146125	182.512935	tensorphylo
1024	4	12	596.4360897	593.2674785	hisse
32	5	12	8.2117998	8.09914	tensorphylo
32	5	12	38.2903346	37.460798	hisse
64	5	12	13.8316493	13.7229665	tensorphylo
64	5	12	58.1140888	57.5637335	hisse
128	5	12	22.8986517	22.703463	tensorphylo
128	5	12	97.3491659	97.6497615	hisse
256	5	12	50.0700323	50.1135825	tensorphylo
256	5	12	147.6774613	143.701064	hisse
512	5	12	97.5283769	96.6453435	tensorphylo
512	5	12	268.7318063	274.2848135	hisse
1024	5	12	218.6013031	213.3818555	tensorphylo
1024	5	12	589.9823125	592.7163975	hisse
32	6	12	7.8070601	7.752403	tensorphylo
32	6	12	36.2265955	35.9805955	hisse
64	6	12	13.1697822	13.1842675	tensorphylo
64	6	12	44.9825227	44.631944	hisse
128	6	12	27.9373426	27.7066315	tensorphylo
128	6	12	77.1266662	77.66753	hisse
256	6	12	55.0941682	55.0040215	tensorphylo
256	6	12	143.4357489	135.924225	hisse
512	6	12	119.1549749	118.0809225	tensorphylo
512	6	12	289.1824136	281.3082775	hisse
1024	6	12	231.2937633	226.19044	tensorphylo
1024	6	12	522.5188092	522.4585925	hisse
32	7	12	8.6925043	8.663956	tensorphylo
32	7	12	37.1868811	36.7300345	hisse
64	7	12	18.0303732	18.003387	tensorphylo
64	7	12	58.0352376	58.386132	hisse
128	7	12	34.475547	34.453776	tensorphylo
128	7	12	90.228413	91.089987	hisse
256	7	12	63.7665046	63.877549	tensorphylo
256	7	12	146.0886375	146.82592	hisse
512	7	12	128.3984331	127.680437	tensorphylo
512	7	12	293.6007745	280.7311615	hisse
1024	7	12	268.4682542	263.6385075	tensorphylo
1024	7	12	540.0367193	526.0544155	hisse
32	8	12	12.3728652	12.3964935	tensorphylo
32	8	12	37.6135353	35.6337355	hisse
64	8	12	17.6633986	17.600931	tensorphylo
64	8	12	53.4846353	53.8030905	hisse
128	8	12	38.1742882	38.118561	tensorphylo
128	8	12	86.7450571	81.3185595	hisse
256	8	12	78.0143695	78.3243295	tensorphylo
256	8	12	154.9345884	156.8442495	hisse
512	8	12	153.5709161	152.273549	tensorphylo
512	8	12	286.4439211	287.893882	hisse
1024	8	12	322.0488623	317.4090645	tensorphylo
1024	8	12	520.2102181	487.6417	hisse
32	9	12	10.5824813	10.5042615	tensorphylo
32	9	12	30.9861559	31.3426755	hisse
64	9	12	21.6535637	21.5960735	tensorphylo
64	9	12	47.9333009	46.923967	hisse
128	9	12	37.8591376	37.668955	tensorphylo
128	9	12	89.5504329	89.544615	hisse
256	9	12	87.9241966	87.8118935	tensorphylo
256	9	12	139.0796219	138.0989675	hisse
512	9	12	175.1373548	173.423235	tensorphylo
512	9	12	293.619286	298.379222	hisse
1024	9	12	344.6790993	339.928991	tensorphylo
1024	9	12	579.934873	582.110825	hisse
32	0	13	1.9752406	1.9639615	tensorphylo
32	0	13	19.0296539	18.658403	hisse
64	0	13	5.0305155	4.988101	tensorphylo
64	0	13	38.0665894	38.1578595	hisse
128	0	13	9.7326251	8.8642205	tensorphylo
128	0	13	67.9653023	68.053809	hisse
256	0	13	16.8263262	16.45002	tensorphylo
256	0	13	113.4309731	110.1917025	hisse
512	0	13	33.4854257	32.092668	tensorphylo
512	0	13	173.7024163	166.720268	hisse
1024	0	13	70.5824553	65.0015025	tensorphylo
1024	0	13	382.0199149	390.8641315	hisse
32	1	13	3.4572594	3.410298	tensorphylo
32	1	13	38.7957006	37.335953	hisse
64	1	13	5.8537258	5.71868	tensorphylo
64	1	13	43.71379	43.2162755	hisse
128	1	13	11.5851896	11.5203235	tensorphylo
128	1	13	101.2936242	100.43319	hisse
256	1	13	24.4277836	24.0844045	tensorphylo
256	1	13	172.1878927	167.609517	hisse
512	1	13	48.9573538	47.0766715	tensorphylo
512	1	13	312.2974551	296.0246535	hisse
1024	1	13	99.4213756	94.225175	tensorphylo
1024	1	13	571.0662081	565.2028555	hisse
32	2	13	3.5857657	3.52272	tensorphylo
32	2	13	33.5195254	32.1867015	hisse
64	2	13	8.4378123	8.4709485	tensorphylo
64	2	13	54.7189608	55.1334995	hisse
128	2	13	15.5596107	15.5884665	tensorphylo
128	2	13	81.8170744	82.120868	hisse
256	2	13	30.9049226	30.6903655	tensorphylo
256	2	13	175.2387232	173.0710655	hisse
512	2	13	61.492538	59.6870415	tensorphylo
512	2	13	285.9192236	279.7765995	hisse
1024	2	13	120.7946469	115.081629	tensorphylo
1024	2	13	560.4986959	550.026562	hisse
32	3	13	5.5932159	5.544102	tensorphylo
32	3	13	36.9596714	36.2526305	hisse
64	3	13	9.8525583	9.9280885	tensorphylo
64	3	13	58.1264626	49.603932	hisse
128	3	13	15.5461135	15.6948205	tensorphylo
128	3	13	84.6496701	83.0796735	hisse
256	3	13	36.5042188	36.218252	tensorphylo
256	3	13	169.3816108	168.751162	hisse
512	3	13	72.7093467	71.071655	tensorphylo
512	3	13	279.9100094	275.667108	hisse
1024	3	13	144.3789662	138.3845325	tensorphylo
1024	3	13	586.0365873	595.000528	hisse
32	4	13	5.6940185	5.7140675	tensorphylo
32	4	13	34.132172	32.9678335	hisse
64	4	13	12.2345599	12.1655405	tensorphylo
64	4	13	55.1974062	56.783729	hisse
128	4	13	20.3452373	19.93502	tensorphylo
128	4	13	85.7412418	76.538431	hisse
256	4	13	43.8891429	43.547371	tensorphylo
256	4	13	156.2274783	158.4785505	hisse
512	4	13	84.7263688	83.0157545	tensorphylo
512	4	13	291.745996	293.32015	hisse
1024	4	13	183.1315676	176.4071125	tensorphylo
1024	4	13	573.3032296	583.0444155	hisse
32	5	13	7.0286956	7.0028205	tensorphylo
32	5	13	34.4066998	33.5467945	hisse
64	5	13	13.4265488	13.44062	tensorphylo
64	5	13	53.651657	52.431128	hisse
128	5	13	25.9531927	25.814584	tensorphylo
128	5	13	93.4630752	94.8576205	hisse
256	5	13	52.533751	51.791815	tensorphylo
256	5	13	159.5043418	162.4649395	hisse
512	5	13	105.4191344	104.4665035	tensorphylo
512	5	13	303.1796414	298.8848545	hisse
1024	5	13	209.2945327	205.6237535	tensorphylo
1024	5	13	568.9579799	578.5456085	hisse
32	6	13	6.5430834	6.4704355	tensorphylo
32	6	13	29.156535	28.0083915	hisse
64	6	13	15.3702768	15.3908055	tensorphylo
64	6	13	62.9836506	63.3387475	hisse
128	6	13	27.2946143	27.462579	tensorphylo
128	6	13	89.8679697	89.8939145	hisse
256	6	13	63.6518932	63.4451835	tensorphylo
256	6	13	163.3734626	162.6504645	hisse
512	6	13	121.8948204	120.4975035	tensorphylo
512	6	13	280.2365211	296.680469	hisse
1024	6	13	234.8151508	229.2745215	tensorphylo
1024	6	13	530.7484235	522.1505185	hisse
32	7	13	9.6045288	9.6458035	tensorphylo
32	7	13	32.0123326	32.092422	hisse
64	7	13	16.2307766	16.153795	tensorphylo
64	7	13	52.3680085	50.6389565	hisse
128	7	13	31.3204863	31.5070445	tensorphylo
128	7	13	80.8299502	80.274515	hisse
256	7	13	65.1712958	64.654335	tensorphylo
256	7	13	150.4503815	145.370297	hisse
512	7	13	130.7306771	129.4133635	tensorphylo
512	7	13	282.9199465	278.4288065	hisse
1024	7	13	270.9173072	266.4129365	tensorphylo
1024	7	13	524.8612458	508.167284	hisse
32	8	13	9.7490661	9.7012765	tensorphylo
32	8	13	40.93399	40.729236	hisse
64	8	13	18.2273372	18.1848325	tensorphylo
64	8	13	47.7873409	47.411949	hisse
128	8	13	38.5355884	38.498959	tensorphylo
128	8	13	89.5857421	90.9843915	hisse
256	8	13	80.1287764	79.8480535	tensorphylo
256	8	13	163.6738163	151.3271665	hisse
512	8	13	154.5793562	154.1954855	tensorphylo
512	8	13	287.2091902	279.5820545	hisse
1024	8	13	297.0566358	292.4843855	tensorphylo
1024	8	13	537.188355	505.2023895	hisse
32	9	13	11.0631858	11.0562445	tensorphylo
32	9	13	33.5408372	32.61386	hisse
64	9	13	22.5736529	22.7048365	tensorphylo
64	9	13	47.4820467	46.755498	hisse
128	9	13	42.5905622	41.898966	tensorphylo
128	9	13	81.5028504	81.8946915	hisse
256	9	13	83.4581568	83.581042	tensorphylo
256	9	13	141.9444928	142.748306	hisse
512	9	13	166.1525287	164.848618	tensorphylo
512	9	13	294.3010463	288.4772915	hisse
1024	9	13	336.6900033	329.9544085	tensorphylo
1024	9	13	552.6060975	563.202773	hisse
32	0	14	1.8408303	1.817161	tensorphylo
32	0	14	20.2279937	19.733505	hisse
64	0	14	4.7644747	4.6459765	tensorphylo
64	0	14	35.3046408	34.9017625	hisse
128	0	14	9.5847832	9.472599	tensorphylo
128	0	14	67.9065821	67.93167	hisse
256	0	14	17.1598161	16.6419615	tensorphylo
256	0	14	96.8119716	97.002638	hisse
512	0	14	33.9251917	32.334732	tensorphylo
512	0	14	204.4973564	201.8079655	hisse
1024	0	14	70.3521255	65.150435	tensorphylo
1024	0	14	362.8318083	392.51924	hisse
32	1	14	3.1914564	3.13937	tensorphylo
32	1	14	35.5048643	35.4478825	hisse
64	1	14	5.9853153	5.8328445	tensorphylo
64	1	14	49.2641199	49.572895	hisse
128	1	14	13.7108223	13.6392445	tensorphylo
128	1	14	95.2955169	98.0721435	hisse
256	1	14	24.1217227	23.533262	tensorphylo
256	1	14	158.4555987	146.0236115	hisse
512	1	14	49.2638862	48.0449275	tensorphylo
512	1	14	281.2109558	267.006104	hisse
1024	1	14	101.4938682	94.45252	tensorphylo
1024	1	14	522.6315223	516.5036295	hisse
32	2	14	4.4190128	4.4048145	tensorphylo
32	2	14	32.9581534	31.7887965	hisse
64	2	14	7.730386	7.671838	tensorphylo
64	2	14	58.0521255	58.8169395	hisse
128	2	14	15.6312213	15.5761255	tensorphylo
128	2	14	92.6158553	89.7133915	hisse
256	2	14	32.8452968	32.6411455	tensorphylo
256	2	14	161.910681	160.835169	hisse
512	2	14	67.3289577	66.3181765	tensorphylo
512	2	14	301.4170596	307.26302	hisse
1024	2	14	128.3141002	122.285042	tensorphylo
1024	2	14	568.3201839	566.9246505	hisse
32	3	14	4.501144	4.416643	tensorphylo
32	3	14	30.4509952	29.3231795	hisse
64	3	14	9.8487781	9.7423995	tensorphylo
64	3	14	56.3124053	57.878224	hisse
128	3	14	16.4129683	16.079462	tensorphylo
128	3	14	99.9840678	100.4577285	hisse
256	3	14	37.5854175	37.228082	tensorphylo
256	3	14	171.5558326	173.546276	hisse
512	3	14	73.9096545	72.4329985	tensorphylo
512	3	14	299.2144822	305.9327135	hisse
1024	3	14	153.8372603	148.434801	tensorphylo
1024	3	14	534.6921848	533.0540995	hisse
32	4	14	5.4676206	5.4221885	tensorphylo
32	4	14	35.0670294	35.0973735	hisse
64	4	14	13.2246689	13.099787	tensorphylo
64	4	14	54.2324671	56.1212715	hisse
128	4	14	23.8660918	23.5475095	tensorphylo
128	4	14	82.6860571	81.8031385	hisse
256	4	14	42.0109534	41.58999	tensorphylo
256	4	14	167.9358565	172.177122	hisse
512	4	14	89.5265258	88.7742045	tensorphylo
512	4	14	303.543172	306.7220045	hisse
1024	4	14	175.3671762	169.760582	tensorphylo
1024	4	14	549.2174393	534.0898415	hisse
32	5	14	5.9527695	5.93229	tensorphylo
32	5	14	27.3571352	25.750501	hisse
64	5	14	12.304797	12.2985035	tensorphylo
64	5	14	46.3045185	45.4076435	hisse
128	5	14	27.0822958	27.1031935	tensorphylo
128	5	14	92.7970917	91.965583	hisse
256	5	14	48.3405498	47.4075825	tensorphylo
256	5	14	157.7994265	153.8809745	hisse
512	5	14	104.6940945	104.657912	tensorphylo
512	5	14	275.0006899	255.129019	hisse
1024	5	14	200.753384	195.605342	tensorphylo
1024	5	14	562.2126722	564.793737	hisse
32	6	14	7.4871043	7.4490235	tensorphylo
32	6	14	29.1616231	28.3830085	hisse
64	6	14	14.5043896	14.3963095	tensorphylo
64	6	14	49.6046823	50.1558945	hisse
128	6	14	28.0470381	28.007305	tensorphylo
128	6	14	94.1847203	94.6043635	hisse
256	6	14	59.7162786	60.039539	tensorphylo
256	6	14	153.1922155	153.28178	hisse
512	6	14	116.1545375	114.6204405	tensorphylo
512	6	14	300.0311571	287.6643435	hisse
1024	6	14	241.4484793	236.3502605	tensorphylo
1024	6	14	508.0546365	501.551688	hisse
32	7	14	9.0128086	8.961083	tensorphylo
32	7	14	39.3017349	37.654195	hisse
64	7	14	17.1228915	17.188348	tensorphylo
64	7	14	56.2330006	55.4211555	hisse
128	7	14	30.8702366	30.9428845	tensorphylo
128	7	14	81.3162758	76.3984365	hisse
256	7	14	63.6995926	63.8757655	tensorphylo
256	7	14	153.2430842	152.271786	hisse
512	7	14	136.648531	136.303475	tensorphylo
512	7	14	276.5432288	276.659226	hisse
1024	7	14	268.1148711	264.5398515	tensorphylo
1024	7	14	540.7813613	543.3231235	hisse
32	8	14	9.0234604	8.980394	tensorphylo
32	8	14	37.8419135	37.868748	hisse
64	8	14	21.2475981	21.201838	tensorphylo
64	8	14	55.2631046	55.6729365	hisse
128	8	14	36.9912045	37.083229	tensorphylo
128	8	14	104.9213903	96.741427	hisse
256	8	14	80.4110614	79.95738	tensorphylo
256	8	14	151.6701274	154.129701	hisse
512	8	14	159.3862126	158.40391	tensorphylo
512	8	14	272.0544709	278.0591915	hisse
1024	8	14	312.1994364	307.5509835	tensorphylo
1024	8	14	540.0245382	554.827744	hisse
32	9	14	10.9642241	10.872052	tensorphylo
32	9	14	31.6406512	30.9825725	hisse
64	9	14	19.6372493	19.681845	tensorphylo
64	9	14	49.3276453	49.7397445	hisse
128	9	14	44.2790201	44.267126	tensorphylo
128	9	14	85.0501663	84.256353	hisse
256	9	14	82.0541692	81.869825	tensorphylo
256	9	14	139.0931929	132.367147	hisse
512	9	14	169.9050578	168.958376	tensorphylo
512	9	14	315.0345659	310.0436605	hisse
1024	9	14	346.7334781	341.010366	tensorphylo
1024	9	14	555.9707502	562.091796	hisse
32	0	15	1.8594935	1.8300965	tensorphylo
32	0	15	23.4799415	22.9547725	hisse
64	0	15	4.0134654	3.9824735	tensorphylo
64	0	15	38.2392691	37.8659395	hisse
128	0	15	8.6389829	8.587737	tensorphylo
128	0	15	55.0539021	55.6447285	hisse
256	0	15	17.5712511	17.307371	tensorphylo
256	0	15	105.1429543	109.132406	hisse
512	0	15	33.7325655	32.374543	tensorphylo
512	0	15	179.1859982	166.673569	hisse
1024	0	15	75.6220687	70.139479	tensorphylo
1024	0	15	362.337418	347.4689935	hisse
32	1	15	3.025144	2.9908475	tensorphylo
32	1	15	30.480343	29.496999	hisse
64	1	15	6.7914901	6.7082355	tensorphylo
64	1	15	51.0922771	49.1128955	hisse
128	1	15	11.9244318	11.739161	tensorphylo
128	1	15	79.9454982	79.297895	hisse
256	1	15	25.0369985	24.573514	tensorphylo
256	1	15	150.2881527	140.369035	hisse
512	1	15	49.452478	48.253433	tensorphylo
512	1	15	302.6563297	291.6974315	hisse
1024	1	15	103.2715011	97.248966	tensorphylo
1024	1	15	531.3493851	528.1274985	hisse
32	2	15	3.7191428	3.694018	tensorphylo
32	2	15	31.2824875	29.753044	hisse
64	2	15	7.7603693	7.9077315	tensorphylo
64	2	15	59.160212	56.913699	hisse
128	2	15	16.0758786	15.792462	tensorphylo
128	2	15	83.5253722	81.9122395	hisse
256	2	15	30.9888291	30.1879105	tensorphylo
256	2	15	154.4993447	155.806847	hisse
512	2	15	62.6331457	61.017266	tensorphylo
512	2	15	315.1672501	321.148654	hisse
1024	2	15	138.3535775	132.826511	tensorphylo
1024	2	15	564.1956659	551.67837	hisse
32	3	15	5.0498101	5.035866	tensorphylo
32	3	15	32.1144308	31.693656	hisse
64	3	15	9.9296342	9.8547395	tensorphylo
64	3	15	49.9957772	49.954851	hisse
128	3	15	19.3653947	19.244908	tensorphylo
128	3	15	102.3781644	103.6355565	hisse
256	3	15	37.3109348	37.086058	tensorphylo
256	3	15	156.2884371	157.5262435	hisse
512	3	15	75.4913648	74.4087885	tensorphylo
512	3	15	305.4463551	321.2760205	hisse
1024	3	15	150.9909911	145.995342	tensorphylo
1024	3	15	552.827477	570.64989	hisse
32	4	15	6.1152402	6.1264045	tensorphylo
32	4	15	30.7974821	29.1044445	hisse
64	4	15	10.8927037	10.786813	tensorphylo
64	4	15	66.3545353	65.4922725	hisse
128	4	15	21.1052051	20.989622	tensorphylo
128	4	15	78.3078885	77.9294585	hisse
256	4	15	44.9167751	45.2172805	tensorphylo
256	4	15	159.4729235	167.7992445	hisse
512	4	15	89.2729285	87.60675	tensorphylo
512	4	15	284.349063	285.1702725	hisse
1024	4	15	173.0446287	168.3531135	tensorphylo
1024	4	15	551.5554602	557.323742	hisse
32	5	15	6.2209587	6.15779	tensorphylo
32	5	15	39.0838773	39.034378	hisse
64	5	15	15.2781826	15.4292635	tensorphylo
64	5	15	51.0958359	50.034596	hisse
128	5	15	22.8856711	22.738272	tensorphylo
128	5	15	94.9479599	96.542495	hisse
256	5	15	51.008674	50.143205	tensorphylo
256	5	15	143.7300592	133.1282915	hisse
512	5	15	101.934159	100.1266945	tensorphylo
512	5	15	261.4090792	252.3604325	hisse
1024	5	15	212.751009	206.8307115	tensorphylo
1024	5	15	529.2349044	506.8131565	hisse
32	6	15	8.7762427	8.746981	tensorphylo
32	6	15	34.0394095	34.239428	hisse
64	6	15	14.2888403	14.2651095	tensorphylo
64	6	15	61.6831183	61.1081425	hisse
128	6	15	25.2565371	25.2311745	tensorphylo
128	6	15	98.1319338	92.60465	hisse
256	6	15	59.0690854	58.512125	tensorphylo
256	6	15	149.2899749	141.320071	hisse
512	6	15	118.6413433	117.2761745	tensorphylo
512	6	15	279.4778858	271.8933655	hisse
1024	6	15	241.1082367	236.4500955	tensorphylo
1024	6	15	512.8340475	500.9044415	hisse
32	7	15	8.2143623	8.1751745	tensorphylo
32	7	15	27.6623843	25.991089	hisse
64	7	15	18.0898314	18.1482195	tensorphylo
64	7	15	47.0227975	46.03521	hisse
128	7	15	33.8841958	33.822786	tensorphylo
128	7	15	84.8194265	85.1281155	hisse
256	7	15	65.5199803	65.1014605	tensorphylo
256	7	15	150.8249575	151.506398	hisse
512	7	15	130.5028196	129.628388	tensorphylo
512	7	15	266.2128114	260.252461	hisse
1024	7	15	257.5982563	252.6689985	tensorphylo
1024	7	15	509.599127	514.9830215	hisse
32	8	15	7.9949795	7.9904695	tensorphylo
32	8	15	34.9943323	34.549511	hisse
64	8	15	20.4711565	20.426938	tensorphylo
64	8	15	58.6846776	59.113554	hisse
128	8	15	40.05126	40.2966245	tensorphylo
128	8	15	88.4248886	90.1940345	hisse
256	8	15	78.1401534	78.5208425	tensorphylo
256	8	15	151.4533932	150.3834695	hisse
512	8	15	149.8457422	148.33267	tensorphylo
512	8	15	303.3151423	285.9694445	hisse
1024	8	15	299.7975391	293.9730545	tensorphylo
1024	8	15	525.9056429	535.593906	hisse
32	9	15	10.4909529	10.4090595	tensorphylo
32	9	15	30.0618191	29.822703	hisse
64	9	15	21.5244916	21.6969745	tensorphylo
64	9	15	50.1091012	47.9539075	hisse
128	9	15	40.1698402	40.000092	tensorphylo
128	9	15	79.1613035	78.0883335	hisse
256	9	15	83.2175114	83.5663025	tensorphylo
256	9	15	149.8814491	149.2784375	hisse
512	9	15	165.2819347	164.35711	tensorphylo
512	9	15	290.6826323	300.1230135	hisse
1024	9	15	344.478802	337.6164065	tensorphylo
1024	9	15	556.8383963	540.783276	hisse
32	0	16	2.1459277	2.1075845	tensorphylo
32	0	16	22.5549446	22.0156675	hisse
64	0	16	3.8753938	3.823373	tensorphylo
64	0	16	33.1424156	33.3722575	hisse
128	0	16	8.6442883	8.5555315	tensorphylo
128	0	16	53.0720113	53.2407755	hisse
256	0	16	17.330208	16.888187	tensorphylo
256	0	16	109.7332364	111.721433	hisse
512	0	16	34.9447715	32.9255625	tensorphylo
512	0	16	183.2072577	171.166554	hisse
1024	0	16	73.9942375	68.2336965	tensorphylo
1024	0	16	365.6207554	372.7224515	hisse
32	1	16	3.652116	3.5765325	tensorphylo
32	1	16	32.7850637	31.7995795	hisse
64	1	16	5.9886937	5.917448	tensorphylo
64	1	16	69.2449123	69.8318765	hisse
128	1	16	13.7657254	13.6350215	tensorphylo
128	1	16	97.0737238	98.8953415	hisse
256	1	16	24.0600915	23.5143815	tensorphylo
256	1	16	166.9179372	164.0154775	hisse
512	1	16	51.5805338	50.4386715	tensorphylo
512	1	16	292.8895803	293.288785	hisse
1024	1	16	98.8822994	92.6425135	tensorphylo
1024	1	16	530.8424529	523.3985585	hisse
32	2	16	5.7843538	5.784813	tensorphylo
32	2	16	31.6880882	31.5755965	hisse
64	2	16	8.3704862	8.3099415	tensorphylo
64	2	16	55.9464557	54.798919	hisse
128	2	16	13.8528955	13.681495	tensorphylo
128	2	16	82.314675	79.538196	hisse
256	2	16	28.3851077	28.0067515	tensorphylo
256	2	16	166.07173	148.449643	hisse
512	2	16	63.4240439	62.2629485	tensorphylo
512	2	16	284.2054605	272.133236	hisse
1024	2	16	126.0843767	120.6056	tensorphylo
1024	2	16	553.5132758	568.7855995	hisse
32	3	16	4.8067662	4.7914445	tensorphylo
32	3	16	33.0950483	32.5311425	hisse
64	3	16	9.7781966	9.6885665	tensorphylo
64	3	16	55.4223363	54.1631115	hisse
128	3	16	17.0840891	16.8697985	tensorphylo
128	3	16	91.0468714	89.536087	hisse
256	3	16	35.1811857	34.890098	tensorphylo
256	3	16	155.8922582	156.53431	hisse
512	3	16	74.0551799	72.026094	tensorphylo
512	3	16	281.041511	280.509823	hisse
1024	3	16	146.3296273	139.8052645	tensorphylo
1024	3	16	537.1353953	517.569691	hisse
32	4	16	4.9302623	4.904871	tensorphylo
32	4	16	37.9063491	37.019187	hisse
64	4	16	9.971733	9.9532625	tensorphylo
64	4	16	60.3535211	60.311902	hisse
128	4	16	21.5228967	21.3127225	tensorphylo
128	4	16	82.2694684	82.3517595	hisse
256	4	16	47.0569997	46.6732725	tensorphylo
256	4	16	172.387862	172.082781	hisse
512	4	16	88.3638601	86.889619	tensorphylo
512	4	16	311.0198582	317.6674465	hisse
1024	4	16	176.4444512	171.432562	tensorphylo
1024	4	16	527.4532986	517.0128905	hisse
32	5	16	7.2085462	7.1942905	tensorphylo
32	5	16	34.6883452	33.566823	hisse
64	5	16	11.6817323	11.602918	tensorphylo
64	5	16	60.3752101	59.183418	hisse
128	5	16	25.2427898	25.1863615	tensorphylo
128	5	16	81.2636072	80.7529235	hisse
256	5	16	50.5824626	50.415363	tensorphylo
256	5	16	155.6929777	156.41951	hisse
512	5	16	101.2164704	99.9401445	tensorphylo
512	5	16	296.3650724	287.9446605	hisse
1024	5	16	205.2090631	200.5264695	tensorphylo
1024	5	16	539.1537966	540.215672	hisse
32	6	16	9.7361839	9.8047195	tensorphylo
32	6	16	34.9134024	34.1010735	hisse
64	6	16	12.850548	12.74362	tensorphylo
64	6	16	49.8420395	50.891701	hisse
128	6	16	28.0889893	27.8644815	tensorphylo
128	6	16	79.0941865	77.9641855	hisse
256	6	16	60.0033934	59.5822045	tensorphylo
256	6	16	163.5149454	169.6720015	hisse
512	6	16	121.6165534	120.5190695	tensorphylo
512	6	16	298.5329351	298.521041	hisse
1024	6	16	247.8044879	244.1923305	tensorphylo
1024	6	16	521.7365292	512.288071	hisse
32	7	16	10.1228959	10.087722	tensorphylo
32	7	16	33.3867305	31.899968	hisse
64	7	16	18.24664	18.131061	tensorphylo
64	7	16	54.3821212	54.5761045	hisse
128	7	16	32.9448571	32.731448	tensorphylo
128	7	16	83.7484819	84.1699865	hisse
256	7	16	64.8584084	64.5571855	tensorphylo
256	7	16	139.7175655	138.640885	hisse
512	7	16	128.4536355	127.3327365	tensorphylo
512	7	16	281.77824	273.578732	hisse
1024	7	16	275.4018175	270.2757925	tensorphylo
1024	7	16	535.7741543	529.5833675	hisse
32	8	16	7.9978208	8.067734	tensorphylo
32	8	16	32.0610939	32.0933855	hisse
64	8	16	18.9957305	18.940196	tensorphylo
64	8	16	53.2436004	53.744481	hisse
128	8	16	35.7871903	35.695174	tensorphylo
128	8	16	84.9270966	75.998789	hisse
256	8	16	75.1231233	75.337213	tensorphylo
256	8	16	141.4710371	140.0105105	hisse
512	8	16	151.0962094	149.6126285	tensorphylo
512	8	16	283.2176188	280.173951	hisse
1024	8	16	310.7824149	303.2955115	tensorphylo
1024	8	16	579.4708924	576.311211	hisse
32	9	16	9.3046384	9.3203045	tensorphylo
32	9	16	30.2594596	29.3123145	hisse
64	9	16	22.0353926	21.996131	tensorphylo
64	9	16	60.1492714	57.102217	hisse
128	9	16	40.8441631	40.7837045	tensorphylo
128	9	16	89.5539507	90.7388015	hisse
256	9	16	81.168315	81.2354115	tensorphylo
256	9	16	144.5567217	141.273823	hisse
512	9	16	164.341981	163.3218395	tensorphylo
512	9	16	296.1183508	294.7964575	hisse
1024	9	16	339.0977283	333.3703235	tensorphylo
1024	9	16	530.2250052	506.1132455	hisse
32	0	17	2.2574969	2.243643	tensorphylo
32	0	17	19.7436771	18.9850295	hisse
64	0	17	4.6037957	4.5597125	tensorphylo
64	0	17	33.8550981	32.012349	hisse
128	0	17	8.7690718	8.65059	tensorphylo
128	0	17	55.0517127	53.793804	hisse
256	0	17	18.2519044	17.766694	tensorphylo
256	0	17	108.9651055	100.7866715	hisse
512	0	17	33.5511405	31.822929	tensorphylo
512	0	17	166.2104248	165.01475	hisse
1024	0	17	71.5026839	64.8865795	tensorphylo
1024	0	17	349.2704802	337.723929	hisse
32	1	17	3.3497533	3.3040875	tensorphylo
