ntips	nstates	this_algo	error	rep	mean_time	median_time	algo
64	16	1	3.32580277539985	2	4.2731061	4.253381	RUNGE_KUTTA4
128	16	1	6.07572185018446	2	7.8307663	7.504189	RUNGE_KUTTA4
256	16	1	14.2027668768697	2	13.9401189	13.859927	RUNGE_KUTTA4
512	16	1	26.3046421805851	2	30.1499527	30.110441	RUNGE_KUTTA4
1024	16	1	56.0380349622205	2	62.0599534	61.5600445	RUNGE_KUTTA4
32	32	1	1.91674902782447	2	1.9942236	1.9879465	RUNGE_KUTTA4
64	32	1	3.67349268500074	2	3.7971125	3.7970305	RUNGE_KUTTA4
128	32	1	6.89866778295621	2	9.082197	9.0624965	RUNGE_KUTTA4
256	32	1	14.7263748421269	2	19.7585027	19.898366	RUNGE_KUTTA4
512	32	1	29.9780812057958	2	34.7074061	34.4958215	RUNGE_KUTTA4
1024	32	1	56.3196970920969	2	69.7527875	69.7771005	RUNGE_KUTTA4
32	2	2	2.39745275720793e-05	2	0.8368674	0.8261705	RUNGE_KUTTA54
64	2	2	3.95874377119299e-05	2	1.0996856	1.0909895	RUNGE_KUTTA54
128	2	2	5.57988161062895e-05	2	2.0650019	2.053526	RUNGE_KUTTA54
256	2	2	0.000161909558755724	2	4.0991431	4.0846865	RUNGE_KUTTA54
512	2	2	0.000260823559301571	2	8.3170345	8.2977235	RUNGE_KUTTA54
1024	2	2	0.000566214376249263	2	17.5394515	17.5016085	RUNGE_KUTTA54
32	4	2	1.86986394226096e-05	2	0.6665083	0.648743	RUNGE_KUTTA54
64	4	2	3.33993526453469e-05	2	1.1907056	1.190312	RUNGE_KUTTA54
128	4	2	5.96068762774848e-05	2	2.0099963	2.0011075	RUNGE_KUTTA54
256	4	2	0.000130020235133088	2	4.2377846	4.232881	RUNGE_KUTTA54
512	4	2	0.000280117124361823	2	8.428001	8.418858	RUNGE_KUTTA54
1024	4	2	0.000594519785181546	2	17.3418643	17.464237	RUNGE_KUTTA54
32	8	2	2.22156410316643e-05	2	0.9042345	0.880844	RUNGE_KUTTA54
64	8	2	2.30088734411993e-05	2	1.3079943	1.303882	RUNGE_KUTTA54
128	8	2	7.97554892812968e-05	2	2.6196745	2.6017985	RUNGE_KUTTA54
256	8	2	0.00014425500080506	2	5.3773222	5.4507655	RUNGE_KUTTA54
512	8	2	0.000271890432372857	2	10.73462	10.603666	RUNGE_KUTTA54
1024	8	2	0.000582416824727261	2	21.3482572	21.3282615	RUNGE_KUTTA54
32	16	2	1.27502196107798e-05	2	0.9088306	0.89995	RUNGE_KUTTA54
64	16	2	5.11485939398426e-05	2	1.7526024	1.739302	RUNGE_KUTTA54
128	16	2	7.19707049654517e-05	2	3.3487078	3.3461945	RUNGE_KUTTA54
256	16	2	0.000158976151510615	2	6.2597037	6.2535045	RUNGE_KUTTA54
512	16	2	0.000284754615790916	2	12.0090763	11.976633	RUNGE_KUTTA54
1024	16	2	0.00055266223853323	2	24.9423623	25.2251475	RUNGE_KUTTA54
32	32	2	1.84865765717745e-05	2	1.3002535	1.279979	RUNGE_KUTTA54
64	32	2	3.26343070895518e-05	2	1.909903	1.8996325	RUNGE_KUTTA54
128	32	2	7.37451524912558e-05	2	3.5529247	3.5529575	RUNGE_KUTTA54
256	32	2	0.00013485974619698	2	7.2356226	7.36032	RUNGE_KUTTA54
512	32	2	0.000298228068459139	2	13.4495334	13.430985	RUNGE_KUTTA54
1024	32	2	0.000591737328704767	2	28.5507067	28.6078935	RUNGE_KUTTA54
32	2	3	1.0427808369684e-05	2	0.9647423	0.9588055	RUNGE_KUTTA_DOPRI5
