ntips	nstates	ncores	rep	mean_time	median_time	method
128	2	4	12	10.9019369	11.3333225	tensorphylo
128	4	1	12	2.4562157	2.3692875	tensorphylo
128	4	2	12	6.4312231	6.364143	tensorphylo
128	4	3	12	7.2281975	6.9622715	tensorphylo
128	4	4	12	10.0700674	10.4350945	tensorphylo
128	8	1	12	2.5828483	2.5015125	tensorphylo
128	8	2	12	7.1006711	7.0228285	tensorphylo
128	8	3	12	6.9143466	6.784106	tensorphylo
128	8	4	12	10.6646084	10.6972895	tensorphylo
128	16	1	12	3.4543156	3.3760015	tensorphylo
128	16	2	12	6.5933617	6.52433	tensorphylo
128	16	3	12	8.5579177	8.460637	tensorphylo
128	16	4	12	7.4787936	5.7786015	tensorphylo
128	32	1	12	3.67975	3.5951055	tensorphylo
128	32	2	12	7.2798903	7.2033105	tensorphylo
128	32	3	12	7.6950973	7.0017955	tensorphylo
128	32	4	12	6.5831322	6.2795395	tensorphylo
256	2	1	12	4.2294944	3.9940355	tensorphylo
256	2	2	12	12.7410288	12.566951	tensorphylo
256	2	3	12	16.0702944	13.572517	tensorphylo
256	2	4	12	13.3201415	11.4796925	tensorphylo
256	4	1	12	4.8195828	4.575928	tensorphylo
256	4	2	12	13.083879	12.8763575	tensorphylo
256	4	3	12	13.1504425	12.8055505	tensorphylo
256	4	4	12	12.8017621	12.2569705	tensorphylo
256	8	1	12	4.9983551	4.7711085	tensorphylo
256	8	2	12	12.7528122	12.4866935	tensorphylo
256	8	3	12	14.2071683	13.897196	tensorphylo
256	8	4	12	22.826545	24.9336785	tensorphylo
256	16	1	12	6.5410908	6.30088	tensorphylo
256	16	2	12	13.5608525	13.352634	tensorphylo
256	16	3	12	13.7635073	13.5054	tensorphylo
256	16	4	12	13.3418305	11.9072815	tensorphylo
256	32	1	12	7.1366281	6.893084	tensorphylo
256	32	2	12	17.2613198	17.2076385	tensorphylo
256	32	3	12	14.7390736	14.304859	tensorphylo
256	32	4	12	22.4723214	23.350074	tensorphylo
512	2	1	12	9.3683032	8.5414275	tensorphylo
512	2	2	12	36.8092506	31.9021205	tensorphylo
512	2	3	12	26.2400492	25.440746	tensorphylo
512	2	4	12	23.7389221	10.1818375	tensorphylo
512	4	1	12	9.6280341	8.8417525	tensorphylo
512	4	2	12	8.704259	7.768967	tensorphylo
512	4	3	12	9.3382666	8.488066	tensorphylo
512	4	4	12	9.4769163	8.7151445	tensorphylo
512	8	1	12	10.9223426	10.0851185	tensorphylo
512	8	2	12	9.3466429	8.393807	tensorphylo
512	8	3	12	9.06715	8.130095	tensorphylo
512	8	4	12	10.587553	9.5130455	tensorphylo
512	16	1	12	12.0351646	11.110508	tensorphylo
512	16	2	12	30.7663426	29.2283875	tensorphylo
512	16	3	12	28.8149066	28.0566895	tensorphylo
512	16	4	12	34.093345	25.594537	tensorphylo
512	32	1	12	15.3360582	14.33483	tensorphylo
512	32	2	12	31.3657175	30.6138185	tensorphylo
512	32	3	12	29.092493	27.528999	tensorphylo
512	32	4	12	29.9821561	25.022628	tensorphylo
1024	2	1	12	20.0020427	16.693724	tensorphylo
1024	2	2	12	17.8704199	14.7143055	tensorphylo
1024	2	3	12	19.6928945	16.6730805	tensorphylo
1024	2	4	12	20.7704073	17.594084	tensorphylo
1024	4	1	12	20.8629197	17.500604	tensorphylo
1024	4	2	12	18.2073046	15.2796135	tensorphylo
1024	4	3	12	20.2672635	17.1877535	tensorphylo
1024	4	4	12	20.9704914	17.631763	tensorphylo
1024	8	1	12	21.7861905	18.629949	tensorphylo
1024	8	2	12	19.5266969	16.543459	tensorphylo
1024	8	3	12	58.8975742	55.880007	tensorphylo
1024	8	4	12	48.7498036	46.9286205	tensorphylo
1024	16	1	12	26.9244212	23.7327065	tensorphylo
1024	16	2	12	21.8531394	18.7379635	tensorphylo
1024	16	3	12	57.9481987	54.962181	tensorphylo
1024	16	4	12	54.4219199	49.8179315	tensorphylo
1024	32	1	12	30.8702325	27.41301	tensorphylo
1024	32	2	12	24.8409119	21.636479	tensorphylo
1024	32	3	12	22.8056268	19.598164	tensorphylo
1024	32	4	12	91.1591253	68.7689925	tensorphylo
32	2	1	13	0.5812652	0.5554475	tensorphylo
32	2	2	13	1.7537504	1.72856	tensorphylo
32	2	3	13	1.6154205	1.5308375	tensorphylo
32	2	4	13	2.9093395	2.8972035	tensorphylo
32	4	1	13	0.6516499	0.63058	tensorphylo
32	4	2	13	1.6498769	1.6348135	tensorphylo
32	4	3	13	1.6197624	1.597729	tensorphylo
32	4	4	13	2.513136	2.4622755	tensorphylo
32	8	1	13	0.7937518	0.7727475	tensorphylo
32	8	2	13	1.6690895	1.639057	tensorphylo
32	8	3	13	1.6155476	1.499821	tensorphylo
32	8	4	13	2.6174154	2.5955665	tensorphylo
32	16	1	13	0.8559447	0.83435	tensorphylo
32	16	2	13	1.8486982	1.748814	tensorphylo
32	16	3	13	1.7571329	1.6548625	tensorphylo
32	16	4	13	1.8375667	1.813225	tensorphylo
32	32	1	13	0.9029061	0.8793065	tensorphylo
32	32	2	13	1.8004494	1.7709335	tensorphylo
32	32	3	13	1.8186165	1.71667	tensorphylo
32	32	4	13	1.3661938	1.2831975	tensorphylo
64	2	1	13	1.3251979	1.2901265	tensorphylo
64	2	2	13	4.0309806	3.993892	tensorphylo
64	2	3	13	3.626614	3.532068	tensorphylo
64	2	4	13	3.4955616	3.2273355	tensorphylo
64	4	1	13	1.1013625	1.0641755	tensorphylo
64	4	2	13	3.5274719	3.493077	tensorphylo
64	4	3	13	3.8558368	3.7169165	tensorphylo
64	4	4	13	3.8178052	2.9536195	tensorphylo
64	8	1	13	1.3951972	1.3584735	tensorphylo
64	8	2	13	3.3492695	3.310791	tensorphylo
64	8	3	13	3.8118192	3.744899	tensorphylo
64	8	4	13	3.0618062	2.8157775	tensorphylo
64	16	1	13	1.5678851	1.528439	tensorphylo
64	16	2	13	4.1125296	4.0789875	tensorphylo
64	16	3	13	3.5597963	3.461999	tensorphylo
64	16	4	13	3.1082305	3.067128	tensorphylo
64	32	1	13	2.1353825	2.1133245	tensorphylo
64	32	2	13	3.5563523	3.505336	tensorphylo
64	32	3	13	3.5338228	3.434242	tensorphylo
64	32	4	13	6.7754468	6.724861	tensorphylo
128	2	1	13	2.2045085	2.1209915	tensorphylo
128	2	2	13	6.4285048	6.355123	tensorphylo
128	2	3	13	7.1289734	6.993042	tensorphylo
128	2	4	13	8.3849961	9.060549	tensorphylo
128	4	1	13	2.077716	2.001907	tensorphylo
128	4	2	13	6.6085645	6.5292705	tensorphylo
128	4	3	13	6.8165165	6.6680965	tensorphylo
128	4	4	13	6.6075969	6.3305435	tensorphylo
128	8	1	13	2.6883331	2.604115	tensorphylo
128	8	2	13	6.1066097	6.0276355	tensorphylo
128	8	3	13	6.8792793	6.748723	tensorphylo
128	8	4	13	10.6855348	10.557049	tensorphylo
128	16	1	13	2.8843418	2.8085615	tensorphylo
128	16	2	13	6.7634051	6.6823645	tensorphylo
128	16	3	13	6.8815466	6.747452	tensorphylo
128	16	4	13	7.6541916	6.489029	tensorphylo
128	32	1	13	3.5925471	3.5178205	tensorphylo
128	32	2	13	8.3295723	8.2709095	tensorphylo
128	32	3	13	7.0663746	6.985088	tensorphylo
128	32	4	13	13.2556649	11.9226565	tensorphylo
256	2	1	13	4.1948576	3.9535685	tensorphylo
256	2	2	13	4.5162935	4.2607405	tensorphylo
256	2	3	13	4.9089546	4.640872	tensorphylo
256	2	4	13	4.7797636	4.430747	tensorphylo
256	4	1	13	5.1246269	4.8667	tensorphylo
256	4	2	13	4.3739456	3.98848	tensorphylo
256	4	3	13	4.9763217	4.600036	tensorphylo
256	4	4	13	5.0931184	4.7319945	tensorphylo
256	8	1	13	5.0421431	4.8080905	tensorphylo
256	8	2	13	14.1204656	13.908635	tensorphylo
256	8	3	13	14.2783853	13.9969695	tensorphylo
256	8	4	13	20.0524399	21.749803	tensorphylo
256	16	1	13	6.0861425	5.845329	tensorphylo
256	16	2	13	14.1487146	13.917245	tensorphylo
256	16	3	13	13.6461735	13.441235	tensorphylo
256	16	4	13	17.2976581	16.906514	tensorphylo
256	32	1	13	6.99419	6.7528435	tensorphylo
256	32	2	13	16.1686944	15.9159335	tensorphylo
256	32	3	13	14.2066804	13.9355925	tensorphylo
256	32	4	13	14.268697	13.235046	tensorphylo
512	2	1	13	8.9604229	8.1378645	tensorphylo
512	2	2	13	36.9066748	31.9561995	tensorphylo
512	2	3	13	28.0397811	27.0581345	tensorphylo
512	2	4	13	31.1858464	27.43228	tensorphylo
512	4	1	13	9.7293902	8.854401	tensorphylo
512	4	2	13	8.5181805	7.6029375	tensorphylo
512	4	3	13	9.3355073	8.4278985	tensorphylo
512	4	4	13	10.1014611	9.1821345	tensorphylo
512	8	1	13	10.9660117	10.0894645	tensorphylo
512	8	2	13	9.7403085	8.78384	tensorphylo
512	8	3	13	9.4753583	8.5508575	tensorphylo
512	8	4	13	9.8367692	8.914261	tensorphylo
512	16	1	13	12.6171801	11.6128195	tensorphylo
512	16	2	13	9.9147512	8.991956	tensorphylo
512	16	3	13	9.5277481	8.7543405	tensorphylo
512	16	4	13	9.9368502	9.040951	tensorphylo
512	32	1	13	14.6991724	13.642586	tensorphylo
512	32	2	13	30.5255947	29.309424	tensorphylo
512	32	3	13	29.8920996	29.127466	tensorphylo
512	32	4	13	52.5352024	64.672539	tensorphylo
1024	2	1	13	18.9140011	15.674915	tensorphylo
1024	2	2	13	18.0282248	15.010059	tensorphylo
1024	2	3	13	20.3659464	17.3160015	tensorphylo
1024	2	4	13	21.0833439	17.88707	tensorphylo
1024	4	1	13	20.4454618	17.2624145	tensorphylo
1024	4	2	13	85.8779932	97.6829305	tensorphylo
1024	4	3	13	55.3703852	52.013666	tensorphylo
1024	4	4	13	53.7060927	47.4444005	tensorphylo
1024	8	1	13	22.3976112	19.2784665	tensorphylo
1024	8	2	13	18.7997382	15.6712045	tensorphylo
1024	8	3	13	42.2713321	51.9330805	tensorphylo
1024	8	4	13	50.0621316	47.131591	tensorphylo
1024	16	1	13	25.6233969	22.318596	tensorphylo
1024	16	2	13	22.1759816	19.088001	tensorphylo
1024	16	3	13	21.3987692	18.412854	tensorphylo
1024	16	4	13	22.8099728	19.929526	tensorphylo
1024	32	1	13	29.5716723	26.4363695	tensorphylo
1024	32	2	13	45.4886021	55.4180395	tensorphylo
1024	32	3	13	64.3866706	56.699966	tensorphylo
1024	32	4	13	50.6777302	20.3934	tensorphylo
32	2	1	14	0.6591488	0.6266235	tensorphylo
32	2	2	14	0.5762755	0.479044	tensorphylo
32	2	3	14	0.8287986	0.619223	tensorphylo
32	2	4	14	0.5740615	0.533697	tensorphylo
32	4	1	14	0.555919	0.5279365	tensorphylo
32	4	2	14	0.5822902	0.516559	tensorphylo
32	4	3	14	0.7148022	0.556575	tensorphylo
32	4	4	14	0.8065233	0.6741425	tensorphylo
32	8	1	14	0.7233466	0.696508	tensorphylo
32	8	2	14	0.8371749	0.700034	tensorphylo
32	8	3	14	0.8460719	0.6809075	tensorphylo
32	8	4	14	0.8486057	0.8275645	tensorphylo
32	16	1	14	0.7213048	0.695278	tensorphylo
32	16	2	14	1.942334	1.913306	tensorphylo
32	16	3	14	1.6351661	1.6119765	tensorphylo
32	16	4	14	1.7707285	1.5388735	tensorphylo
32	32	1	14	1.0252009	1.0014455	tensorphylo
32	32	2	14	1.8380423	1.8069315	tensorphylo
32	32	3	14	2.4226818	2.3266065	tensorphylo
32	32	4	14	2.284479	2.237903	tensorphylo
64	2	1	14	1.0798006	1.042097	tensorphylo
64	2	2	14	3.3223981	3.2847765	tensorphylo
64	2	3	14	3.6488729	3.536127	tensorphylo
64	2	4	14	3.5481154	3.275244	tensorphylo
64	4	1	14	1.0344382	0.9994365	tensorphylo
64	4	2	14	2.9576047	2.9081095	tensorphylo
64	4	3	14	3.2891348	3.187053	tensorphylo
64	4	4	14	6.4452697	6.1475195	tensorphylo
64	8	1	14	1.3482645	1.3135375	tensorphylo
64	8	2	14	3.4864555	3.4571405	tensorphylo
64	8	3	14	3.3526397	3.1984305	tensorphylo
64	8	4	14	4.7975576	5.5475255	tensorphylo
64	16	1	14	1.4831668	1.4488375	tensorphylo
64	16	2	14	3.2036744	3.1696895	tensorphylo
64	16	3	14	3.8005606	3.5660365	tensorphylo
64	16	4	14	4.6302653	5.0910315	tensorphylo
64	32	1	14	2.0955018	2.0569905	tensorphylo
64	32	2	14	3.8446684	3.802463	tensorphylo
64	32	3	14	3.9284478	3.840675	tensorphylo
64	32	4	14	3.4815601	3.2239325	tensorphylo
128	2	1	14	2.2909406	2.2077885	tensorphylo
128	2	2	14	7.4482609	7.381148	tensorphylo
128	2	3	14	7.2883732	7.1810885	tensorphylo
128	2	4	14	6.4508621	6.3915925	tensorphylo
128	4	1	14	2.2150127	2.1369815	tensorphylo
128	4	2	14	6.5107344	6.431711	tensorphylo
128	4	3	14	7.1295638	6.938266	tensorphylo
128	4	4	14	8.8245735	8.5029695	tensorphylo
128	8	1	14	2.4445225	2.36652	tensorphylo
128	8	2	14	6.869222	6.791076	tensorphylo
128	8	3	14	7.2206248	7.1049925	tensorphylo
128	8	4	14	7.1681653	6.4686315	tensorphylo
128	16	1	14	3.1524449	3.070818	tensorphylo
128	16	2	14	6.5707174	6.4824895	tensorphylo
128	16	3	14	7.36196	6.9685035	tensorphylo
128	16	4	14	6.484232	6.421379	tensorphylo
128	32	1	14	3.1600586	3.0877715	tensorphylo
128	32	2	14	7.4167934	7.329652	tensorphylo
128	32	3	14	6.8369345	6.758686	tensorphylo
128	32	4	14	6.6520655	6.1348505	tensorphylo
256	2	1	14	3.9815182	3.7491425	tensorphylo
256	2	2	14	15.6018612	15.4317645	tensorphylo
256	2	3	14	16.2647246	19.494024	tensorphylo
256	2	4	14	5.1542986	4.8302715	tensorphylo
256	4	1	14	5.0812612	4.824306	tensorphylo
256	4	2	14	4.1543824	3.756871	tensorphylo
256	4	3	14	14.6120597	14.3337435	tensorphylo
256	4	4	14	14.6903	11.42424	tensorphylo
256	8	1	14	4.8410422	4.6130125	tensorphylo
256	8	2	14	14.0138328	13.7166525	tensorphylo
256	8	3	14	13.6441522	13.0771345	tensorphylo
256	8	4	14	20.3215926	21.7057075	tensorphylo
256	16	1	14	6.0174798	5.785059	tensorphylo
256	16	2	14	13.4772289	13.2738525	tensorphylo
256	16	3	14	13.6420653	13.4215755	tensorphylo
256	16	4	14	12.0518475	11.8295865	tensorphylo
256	32	1	14	7.4070026	7.1645245	tensorphylo
256	32	2	14	15.7491537	15.519361	tensorphylo
256	32	3	14	13.6784856	13.3431835	tensorphylo
256	32	4	14	15.1436698	5.67481	tensorphylo
512	2	1	14	9.1316389	8.4142045	tensorphylo
512	2	2	14	8.559365	7.725794	tensorphylo
512	2	3	14	9.5971447	8.6725455	tensorphylo
512	2	4	14	10.0964345	9.179531	tensorphylo
512	4	1	14	9.9123691	9.1034965	tensorphylo
512	4	2	14	8.0950605	7.3539445	tensorphylo
512	4	3	14	9.8545181	8.934761	tensorphylo
512	4	4	14	10.0342129	9.1112455	tensorphylo
512	8	1	14	10.8572551	9.9945085	tensorphylo
512	8	2	14	29.2652752	28.2599675	tensorphylo
512	8	3	14	27.5889123	26.8615805	tensorphylo
512	8	4	14	27.599437	24.296067	tensorphylo
512	16	1	14	11.9886132	11.208867	tensorphylo
512	16	2	14	27.1268587	25.519876	tensorphylo
512	16	3	14	27.0219356	26.078829	tensorphylo
512	16	4	14	29.852592	25.2021875	tensorphylo
512	32	1	14	14.8485805	13.92278	tensorphylo
512	32	2	14	11.9109223	10.933347	tensorphylo
512	32	3	14	10.7145669	9.7458435	tensorphylo
512	32	4	14	49.2585316	10.4715845	tensorphylo
1024	2	1	14	18.621462	15.3802685	tensorphylo
1024	2	2	14	18.5588222	15.478894	tensorphylo
1024	2	3	14	20.2689978	17.1290825	tensorphylo
1024	2	4	14	24.1778886	18.3703985	tensorphylo
1024	4	1	14	20.4621201	17.0996445	tensorphylo
1024	4	2	14	18.083952	15.1805575	tensorphylo
1024	4	3	14	19.590251	16.31964	tensorphylo
1024	4	4	14	20.8132318	17.612493	tensorphylo
1024	8	1	14	23.0244028	19.8332375	tensorphylo
1024	8	2	14	19.9703702	16.741489	tensorphylo
1024	8	3	14	57.4428696	54.495191	tensorphylo
1024	8	4	14	55.2682583	47.0725715	tensorphylo
1024	16	1	14	26.3357145	23.083697	tensorphylo
1024	16	2	14	22.2120124	18.761969	tensorphylo
1024	16	3	14	20.8367002	17.760995	tensorphylo
1024	16	4	14	24.2980637	21.20725	tensorphylo
1024	32	1	14	31.2367602	27.7262295	tensorphylo
1024	32	2	14	24.8239789	21.6926285	tensorphylo
1024	32	3	14	22.6234351	19.5697715	tensorphylo
1024	32	4	14	54.3752373	51.357215	tensorphylo
32	2	1	15	0.6055208	0.574	tensorphylo
32	2	2	15	2.0613734	2.0363265	tensorphylo
32	2	3	15	1.6495817	1.4673695	tensorphylo
32	2	4	15	2.2685013	1.824869	tensorphylo
32	4	1	15	0.595074	0.5707815	tensorphylo
32	4	2	15	1.594408	1.5815135	tensorphylo
32	4	3	15	2.1179739	1.99588	tensorphylo
32	4	4	15	3.4805433	3.8303225	tensorphylo
32	8	1	15	0.785478	0.7590125	tensorphylo
32	8	2	15	0.8684005	0.5334715	tensorphylo
32	8	3	15	0.8601103	0.5570465	tensorphylo
32	8	4	15	0.7862898	0.6583985	tensorphylo
32	16	1	15	0.7623786	0.7413415	tensorphylo
32	16	2	15	1.8174111	1.788133	tensorphylo
32	16	3	15	2.0038996	1.8942615	tensorphylo
32	16	4	15	2.4820621	2.421952	tensorphylo
32	32	1	15	0.8647187	0.841566	tensorphylo
32	32	2	15	2.361026	2.3390295	tensorphylo
32	32	3	15	1.9580493	1.775915	tensorphylo
32	32	4	15	1.8521586	1.8350165	tensorphylo
64	2	1	15	1.1451874	1.1096035	tensorphylo
64	2	2	15	4.0250151	3.987209	tensorphylo
64	2	3	15	3.6756418	3.57438	tensorphylo
64	2	4	15	5.2660933	5.721427	tensorphylo
64	4	1	15	1.0807272	1.0483905	tensorphylo
64	4	2	15	3.3403069	3.3109755	tensorphylo
64	4	3	15	3.3734021	3.281968	tensorphylo
64	4	4	15	4.9344279	5.160506	tensorphylo
64	8	1	15	1.2608197	1.226269	tensorphylo
64	8	2	15	4.0056426	3.956541	tensorphylo
64	8	3	15	3.9096985	3.6333175	tensorphylo
64	8	4	15	3.378441	3.232071	tensorphylo
64	16	1	15	1.5369055	1.500067	tensorphylo
64	16	2	15	3.915746	3.8691495	tensorphylo
64	16	3	15	3.3276953	3.2245475	tensorphylo
64	16	4	15	4.0586474	3.1904355	tensorphylo
64	32	1	15	1.8507605	1.814947	tensorphylo
64	32	2	15	3.6452116	3.6000255	tensorphylo
64	32	3	15	3.7230337	3.6222065	tensorphylo
64	32	4	15	6.6519425	6.4976595	tensorphylo
128	2	1	15	2.2303098	2.1545705	tensorphylo
128	2	2	15	6.818587	6.732938	tensorphylo
128	2	3	15	8.3628807	8.251455	tensorphylo
128	2	4	15	6.1526691	6.0740065	tensorphylo
128	4	1	15	2.7074719	2.620515	tensorphylo
128	4	2	15	6.9880687	6.912723	tensorphylo
128	4	3	15	7.6419736	7.524033	tensorphylo
128	4	4	15	10.5524037	11.163193	tensorphylo
128	8	1	15	2.655939	2.5776495	tensorphylo
128	8	2	15	7.0465839	6.963276	tensorphylo
128	8	3	15	6.8894268	6.7450535	tensorphylo
128	8	4	15	10.9430271	11.324241	tensorphylo
128	16	1	15	3.2872529	3.211448	tensorphylo
128	16	2	15	6.723959	6.6475145	tensorphylo
128	16	3	15	6.7956188	6.658113	tensorphylo
128	16	4	15	8.164248	6.5070895	tensorphylo
128	32	1	15	3.7336937	3.6399595	tensorphylo
128	32	2	15	7.7132767	7.6171235	tensorphylo
128	32	3	15	7.1362509	7.1075755	tensorphylo
128	32	4	15	5.9435158	5.8729425	tensorphylo
256	2	1	15	4.2283874	4.002174	tensorphylo
256	2	2	15	12.9422937	12.747597	tensorphylo
256	2	3	15	14.2564093	13.94615	tensorphylo
256	2	4	15	19.2328048	21.451528	tensorphylo
256	4	1	15	4.6178054	4.3980495	tensorphylo
256	4	2	15	13.1326895	12.9428595	tensorphylo
256	4	3	15	17.7194497	18.893825	tensorphylo
256	4	4	15	31.380457	31.204034	tensorphylo
256	8	1	15	4.9666826	4.7522485	tensorphylo
256	8	2	15	4.9358834	4.539028	tensorphylo
256	8	3	15	4.700691	4.3317525	tensorphylo
256	8	4	15	5.0021558	4.520906	tensorphylo
256	16	1	15	7.2983157	7.043595	tensorphylo
256	16	2	15	5.1997676	4.8136255	tensorphylo
256	16	3	15	6.0846993	4.424761	tensorphylo
256	16	4	15	16.3116901	12.210989	tensorphylo
256	32	1	15	7.3338217	7.091442	tensorphylo
256	32	2	15	14.6325392	14.4250095	tensorphylo
256	32	3	15	14.4758126	14.260169	tensorphylo
256	32	4	15	14.6501856	12.973671	tensorphylo
512	2	1	15	8.8643312	8.0529125	tensorphylo
512	2	2	15	32.1296336	29.5172735	tensorphylo
512	2	3	15	27.6149063	26.727777	tensorphylo
512	2	4	15	30.010278	24.9943175	tensorphylo
512	4	1	15	9.0158795	8.1878435	tensorphylo
512	4	2	15	23.1811499	22.1082865	tensorphylo
512	4	3	15	27.9481953	27.204238	tensorphylo
512	4	4	15	26.8485015	22.726833	tensorphylo
512	8	1	15	10.7466248	9.9564195	tensorphylo
512	8	2	15	35.8803874	31.1668265	tensorphylo
512	8	3	15	28.8133691	28.049494	tensorphylo
512	8	4	15	26.484401	23.9459475	tensorphylo
512	16	1	15	12.7418037	11.9432795	tensorphylo
512	16	2	15	29.7001909	29.08417	tensorphylo
512	16	3	15	28.9826294	27.8308	tensorphylo
512	16	4	15	25.1397281	24.396066	tensorphylo
512	32	1	15	14.4106472	13.607613	tensorphylo
512	32	2	15	11.9429597	11.0031085	tensorphylo
512	32	3	15	10.7992278	9.834916	tensorphylo
512	32	4	15	29.7977258	10.0315725	tensorphylo
1024	2	1	15	19.2429072	16.1634095	tensorphylo
1024	2	2	15	18.2837286	15.191853	tensorphylo
1024	2	3	15	20.6269893	17.449313	tensorphylo
1024	2	4	15	21.0523848	17.8660985	tensorphylo
1024	4	1	15	20.1642756	16.822177	tensorphylo
1024	4	2	15	17.8830561	14.7950345	tensorphylo
1024	4	3	15	20.0380571	16.917953	tensorphylo
1024	4	4	15	21.0742542	17.657757	tensorphylo
1024	8	1	15	22.1601064	18.9926965	tensorphylo
1024	8	2	15	19.1293495	15.9707095	tensorphylo
1024	8	3	15	19.3390768	16.324314	tensorphylo
1024	8	4	15	22.0417968	18.4009435	tensorphylo
1024	16	1	15	25.4928529	22.3946715	tensorphylo
1024	16	2	15	74.304136	65.9837395	tensorphylo
1024	16	3	15	57.3578233	54.280105	tensorphylo
1024	16	4	15	52.8312716	48.21682	tensorphylo
1024	32	1	15	31.7494078	28.282989	tensorphylo
1024	32	2	15	25.6115807	22.520849	tensorphylo
1024	32	3	15	23.860155	20.865474	tensorphylo
1024	32	4	15	23.1160829	19.7762885	tensorphylo
32	2	1	16	0.4925125	0.46207	tensorphylo
32	2	2	16	0.5835858	0.5578255	tensorphylo
32	2	3	16	6.5881506	3.214072	tensorphylo
32	2	4	16	1.9228836	1.955659	tensorphylo
32	4	1	16	0.575681	0.551327	tensorphylo
32	4	2	16	1.5332729	1.50593	tensorphylo
32	4	3	16	1.8175751	1.789445	tensorphylo
32	4	4	16	4.1406351	3.897747	tensorphylo
32	8	1	16	0.8730294	0.8469575	tensorphylo
32	8	2	16	0.6889435	0.6286735	tensorphylo
32	8	3	16	5.0402202	4.7956265	tensorphylo
32	8	4	16	0.7332891	0.5867715	tensorphylo
32	16	1	16	0.7229858	0.696098	tensorphylo
32	16	2	16	1.0605388	0.5871815	tensorphylo
32	16	3	16	0.853907	0.6960365	tensorphylo
32	16	4	16	0.8012466	0.6658605	tensorphylo
32	32	1	16	1.1627723	1.134511	tensorphylo
32	32	2	16	0.6248482	0.597657	tensorphylo
32	32	3	16	0.8504261	0.6005475	tensorphylo
32	32	4	16	1.1068688	0.788266	tensorphylo
64	2	1	16	1.3025577	1.258249	tensorphylo
64	2	2	16	1.2146578	1.0156315	tensorphylo
64	2	3	16	1.1515342	1.0608135	tensorphylo
64	2	4	16	1.6933123	1.271697	tensorphylo
64	4	1	16	1.1574669	1.114216	tensorphylo
64	4	2	16	1.1681843	0.9719255	tensorphylo
64	4	3	16	1.4871561	1.304743	tensorphylo
64	4	4	16	1.3568991	1.281865	tensorphylo
64	8	1	16	1.3063871	1.2767605	tensorphylo
64	8	2	16	3.496521	3.4604205	tensorphylo
64	8	3	16	3.3963539	3.376637	tensorphylo
64	8	4	16	3.4320403	2.9482485	tensorphylo
64	16	1	16	1.6422591	1.611997	tensorphylo
64	16	2	16	3.4080102	3.378646	tensorphylo
64	16	3	16	3.0679767	3.039986	tensorphylo
64	16	4	16	3.5784882	3.0293055	tensorphylo
64	32	1	16	1.8381038	1.799285	tensorphylo
64	32	2	16	3.9096903	3.882495	tensorphylo
64	32	3	16	3.4542992	3.353759	tensorphylo
64	32	4	16	4.3782957	3.256548	tensorphylo
128	2	1	16	2.1631846	2.084194	tensorphylo
128	2	2	16	7.0190401	6.944006	tensorphylo
128	2	3	16	7.3170035	7.017724	tensorphylo
128	2	4	16	12.4284571	12.23481	tensorphylo
128	4	1	16	2.1192695	2.041923	tensorphylo
128	4	2	16	5.8678585	5.8036935	tensorphylo
128	4	3	16	7.2403827	7.091032	tensorphylo
128	4	4	16	6.652537	5.377847	tensorphylo
128	8	1	16	2.5565468	2.4826935	tensorphylo
128	8	2	16	6.5081842	6.4445235	tensorphylo
128	8	3	16	7.4156454	7.369258	tensorphylo
128	8	4	16	8.2315577	6.4881885	tensorphylo
128	16	1	16	3.2917834	3.205708	tensorphylo
128	16	2	16	6.9542888	6.8793695	tensorphylo
128	16	3	16	5.8895598	5.679197	tensorphylo
128	16	4	16	6.8250527	6.839743	tensorphylo
128	32	1	16	3.9579145	3.875402	tensorphylo
128	32	2	16	7.6665982	7.566099	tensorphylo
128	32	3	16	7.8334969	7.70226	tensorphylo
128	32	4	16	6.9856087	5.6072625	tensorphylo
256	2	1	16	4.4209111	4.1875965	tensorphylo
256	2	2	16	13.5240509	13.2355175	tensorphylo
256	2	3	16	14.0215039	13.7526915	tensorphylo
256	2	4	16	12.48655	11.5714095	tensorphylo
256	4	1	16	4.5408976	4.310576	tensorphylo
256	4	2	16	12.624433	12.4127295	tensorphylo
256	4	3	16	13.4375983	13.1773385	tensorphylo
256	4	4	16	13.90146	11.459213	tensorphylo
256	8	1	16	5.0787438	4.8431455	tensorphylo
256	8	2	16	11.9275273	13.435208	tensorphylo
256	8	3	16	6.3569147	6.5219725	tensorphylo
256	8	4	16	4.8426863	4.600405	tensorphylo
256	16	1	16	6.811535	6.550406	tensorphylo
256	16	2	16	4.9758912	4.7906245	tensorphylo
256	16	3	16	4.9195039	4.68999	tensorphylo
256	16	4	16	6.2408888	5.1771725	tensorphylo
256	32	1	16	7.4830781	7.2457045	tensorphylo
256	32	2	16	14.8143865	14.566767	tensorphylo
256	32	3	16	14.1387803	13.932702	tensorphylo
256	32	4	16	12.47794	12.2745595	tensorphylo
512	2	1	16	8.8937241	8.091104	tensorphylo
512	2	2	16	34.9063627	31.4161475	tensorphylo
512	2	3	16	28.5267545	27.673934	tensorphylo
512	2	4	16	28.0634094	23.477953	tensorphylo
512	4	1	16	9.1321514	8.3276535	tensorphylo
512	4	2	16	31.4420964	29.38429	tensorphylo
512	4	3	16	17.2576872	8.927627	tensorphylo
512	4	4	16	10.6685977	9.552549	tensorphylo
512	8	1	16	10.2177412	9.4160395	tensorphylo
