ntips	nstates	this_algo	error	rep	mean_time	median_time	algo
256	8	1	235.224390134474	13	1.1551873	1.1478155	SEQUENTIAL_OPTIMIZED
512	8	1	588.984239681153	13	2.376114	2.323798	SEQUENTIAL_OPTIMIZED
1024	8	1	1220.62395904602	13	5.302489	5.245376	SEQUENTIAL_OPTIMIZED
32	16	1	8.56705268092104	13	0.3406813	0.333617	SEQUENTIAL_OPTIMIZED
64	16	1	29.2654198800774	13	0.6623427	0.6574145	SEQUENTIAL_OPTIMIZED
128	16	1	99.7622884937391	13	0.9908306	0.985968	SEQUENTIAL_OPTIMIZED
256	16	1	246.106107888504	13	1.4765535	1.449801	SEQUENTIAL_OPTIMIZED
512	16	1	573.40693854845	13	3.028588	3.030474	SEQUENTIAL_OPTIMIZED
1024	16	1	1210.06928722457	13	7.1743809	7.2166355	SEQUENTIAL_OPTIMIZED
32	32	1	8.62623591565784	13	0.8609344	0.856162	SEQUENTIAL_OPTIMIZED
64	32	1	27.9236780551125	13	1.0783369	1.0793865	SEQUENTIAL_OPTIMIZED
128	32	1	94.6066012824905	13	1.3968987	1.391704	SEQUENTIAL_OPTIMIZED
256	32	1	261.887628914362	13	2.6263247	2.621171	SEQUENTIAL_OPTIMIZED
512	32	1	584.549805677622	13	4.4318253	4.3851345	SEQUENTIAL_OPTIMIZED
1024	32	1	1250.56852208102	13	11.0012758	11.0111035	SEQUENTIAL_OPTIMIZED
32	2	2	1.34244939893335e-05	13	0.5864763	0.5812775	SEQUENTIAL_BRANCHWISE
64	2	2	2.80587923811026e-05	13	1.1500664	1.1304725	SEQUENTIAL_BRANCHWISE
128	2	2	8.1205519421701e-05	13	2.4129771	2.421542	SEQUENTIAL_BRANCHWISE
256	2	2	0.000155939941805627	13	4.1823731	4.1519675	SEQUENTIAL_BRANCHWISE
512	2	2	0.0002732645133392	13	8.9167374	8.9344125	SEQUENTIAL_BRANCHWISE
1024	2	2	0.000565253810009381	13	17.3127338	17.3740985	SEQUENTIAL_BRANCHWISE
32	4	2	1.90424016111024e-05	13	0.720575	0.7099765	SEQUENTIAL_BRANCHWISE
64	4	2	3.65099043051487e-05	13	1.2565639	1.270385	SEQUENTIAL_BRANCHWISE
128	4	2	7.831258318447e-05	13	2.0784335	2.074641	SEQUENTIAL_BRANCHWISE
256	4	2	0.00012956971784206	13	4.13731	4.0783315	SEQUENTIAL_BRANCHWISE
512	4	2	0.000269217309664782	13	9.0214678	9.044395	SEQUENTIAL_BRANCHWISE
1024	4	2	0.000555704562430037	13	17.4516992	17.1791845	SEQUENTIAL_BRANCHWISE
32	8	2	1.65844658397418e-05	13	0.6993657	0.6955035	SEQUENTIAL_BRANCHWISE
64	8	2	2.75259660611482e-05	13	1.3776533	1.379322	SEQUENTIAL_BRANCHWISE
128	8	2	7.70659877957769e-05	13	2.662663	2.6449305	SEQUENTIAL_BRANCHWISE
256	8	2	0.000135535240588069	13	5.4679076	5.4166535	SEQUENTIAL_BRANCHWISE
512	8	2	0.000293641493271934	13	10.5800336	10.6284915	SEQUENTIAL_BRANCHWISE
1024	8	2	0.000570359617995564	13	20.5004797	20.505166	SEQUENTIAL_BRANCHWISE
32	16	2	1.70344411927204e-05	13	0.8557643	0.8464245	SEQUENTIAL_BRANCHWISE
64	16	2	3.00052999335776e-05	13	1.5730019	1.5530185	SEQUENTIAL_BRANCHWISE
128	16	2	6.29163936025634e-05	13	3.1316702	3.1143395	SEQUENTIAL_BRANCHWISE
256	16	2	0.000168853948252945	13	5.7807335	5.726183	SEQUENTIAL_BRANCHWISE
512	16	2	0.000263465626744619	13	11.8133915	11.779792	SEQUENTIAL_BRANCHWISE
1024	16	2	0.000564242238397128	13	24.3179077	24.525708	SEQUENTIAL_BRANCHWISE
32	32	2	2.38337363001051e-05	13	1.3367886	1.3406385	SEQUENTIAL_BRANCHWISE
64	32	2	4.10697228403478e-05	13	1.959185	1.9486685	SEQUENTIAL_BRANCHWISE
128	32	2	8.05467686291195e-05	13	3.9775043	3.9603335	SEQUENTIAL_BRANCHWISE
256	32	2	0.000150002612144817	13	7.0449521	7.036379	SEQUENTIAL_BRANCHWISE
512	32	2	0.000262416020973433	13	13.5026735	13.536396	SEQUENTIAL_BRANCHWISE
1024	32	2	0.000511474806671686	13	25.8248381	25.8851655	SEQUENTIAL_BRANCHWISE
32	2	0	10.1466940526505	14	0.118203	0.1103925	AUTO_TUNING
64	2	0	0.260105686302055	14	0.9894489	0.9739345	AUTO_TUNING
128	2	0	1.96648382215309	14	1.5443798	1.5235805	AUTO_TUNING
256	2	0	3.40241155522801	14	2.9050181	2.895994	AUTO_TUNING
512	2	0	3.12581487798468	14	6.7774558	6.7494405	AUTO_TUNING
1024	2	0	9.25842258228477	14	13.7859589	13.8433425	AUTO_TUNING
32	4	0	8.26625132193229	14	0.1024303	0.094915	AUTO_TUNING
64	4	0	0.267492459989043	14	0.8429108	0.845707	AUTO_TUNING
128	4	0	0.162641822994999	14	1.6380074	1.622944	AUTO_TUNING
256	4	0	2.81516683616462	14	3.0969678	3.0805555	AUTO_TUNING
512	4	0	5.00510963771615	14	6.1331203	6.0862245	AUTO_TUNING
1024	4	0	10.3520079430768	14	11.8014769	11.7465615	AUTO_TUNING
32	8	0	8.58246799565018	14	0.1279651	0.1195765	AUTO_TUNING
64	8	0	1.35236131474359	14	1.1362494	1.134757	AUTO_TUNING
128	8	0	0.353680308895207	14	1.80482	1.8036515	AUTO_TUNING
256	8	0	3.09869645721426	14	3.4084325	3.4019545	AUTO_TUNING
512	8	0	4.68800354222719	14	7.4706797	7.4785845	AUTO_TUNING
1024	8	0	8.90435609924725	14	14.1962377	14.3142685	AUTO_TUNING
32	16	0	10.4108223968842	14	0.1553531	0.1478255	AUTO_TUNING
64	16	0	0.303674339302901	14	1.2886095	1.2793025	AUTO_TUNING
128	16	0	0.0966139013999623	14	2.3979957	2.383166	AUTO_TUNING
256	16	0	2.53923528673971	14	3.9431135	3.908776	AUTO_TUNING
512	16	0	5.63933081058667	14	7.7475486	7.660645	AUTO_TUNING
1024	16	0	8.48366313481006	14	17.5091033	17.552838	AUTO_TUNING
32	32	0	9.9333368712969	14	0.2420681	0.2335155	AUTO_TUNING
64	32	0	0.886103711678686	14	1.3840657	1.3772925	AUTO_TUNING
128	32	0	1.58363709093268	14	2.7314938	2.7258645	AUTO_TUNING
256	32	0	2.35507977619835	14	4.5205124	4.502538	AUTO_TUNING
512	32	0	3.86041660516241	14	9.925813	9.9644145	AUTO_TUNING
1024	32	0	10.1597382201658	14	21.4197407	21.502573	AUTO_TUNING
32	2	1	9.05211031407372	14	0.2816782	0.275725	SEQUENTIAL_OPTIMIZED
64	2	1	32.0273179315721	14	0.3806481	0.3744735	SEQUENTIAL_OPTIMIZED
128	2	1	95.6052989262365	14	0.6598294	0.654114	SEQUENTIAL_OPTIMIZED
256	2	1	257.022645933301	14	0.9713105	0.9671285	SEQUENTIAL_OPTIMIZED
512	2	1	554.746080603777	14	1.5817062	1.5703205	SEQUENTIAL_OPTIMIZED
1024	2	1	1287.96834664298	14	3.6867897	3.676634	SEQUENTIAL_OPTIMIZED
32	4	1	10.0366400200916	14	0.319062	0.3133425	SEQUENTIAL_OPTIMIZED
64	4	1	36.16398203763	14	0.4002338	0.39401	SEQUENTIAL_OPTIMIZED
128	4	1	87.1977754553189	14	0.6566519	0.647021	SEQUENTIAL_OPTIMIZED
256	4	1	256.138254416285	14	0.7934566	0.784617	SEQUENTIAL_OPTIMIZED
512	4	1	562.171147201794	14	1.881285	1.8626095	SEQUENTIAL_OPTIMIZED
1024	4	1	1181.55946202393	14	4.5257399	4.5779165	SEQUENTIAL_OPTIMIZED
32	8	1	10.0421641405872	14	0.3067169	0.2975575	SEQUENTIAL_OPTIMIZED
64	8	1	34.5019629207055	14	0.4320416	0.4287165	SEQUENTIAL_OPTIMIZED
128	8	1	105.909790419811	14	0.7671018	0.7557735	SEQUENTIAL_OPTIMIZED
256	8	1	260.844110123058	14	1.314952	1.32102	SEQUENTIAL_OPTIMIZED
512	8	1	548.754226266629	14	2.4049944	2.3796195	SEQUENTIAL_OPTIMIZED
1024	8	1	1230.17182480571	14	5.2935756	5.2778685	SEQUENTIAL_OPTIMIZED
32	16	1	10.3190611470456	14	0.3399187	0.332182	SEQUENTIAL_OPTIMIZED
64	16	1	33.6998777029839	14	0.5367843	0.5276495	SEQUENTIAL_OPTIMIZED
128	16	1	113.804110704957	14	0.9206304	0.9077605	SEQUENTIAL_OPTIMIZED
256	16	1	248.222059842487	14	1.6085776	1.5997585	SEQUENTIAL_OPTIMIZED
512	16	1	592.884052877196	14	2.9346816	2.9227465	SEQUENTIAL_OPTIMIZED
1024	16	1	1174.36721967447	14	7.0514711	7.017273	SEQUENTIAL_OPTIMIZED
32	32	1	9.09112419384427	14	0.8674821	0.8597085	SEQUENTIAL_OPTIMIZED
64	32	1	38.5066811731987	14	0.968666	0.964156	SEQUENTIAL_OPTIMIZED
128	32	1	91.8848291421177	14	1.2744481	1.2815985	SEQUENTIAL_OPTIMIZED
256	32	1	251.968642782823	14	2.2893211	2.2765455	SEQUENTIAL_OPTIMIZED
512	32	1	545.884353318174	14	5.0870053	5.1126385	SEQUENTIAL_OPTIMIZED
1024	32	1	1201.04100299627	14	11.7062544	11.659498	SEQUENTIAL_OPTIMIZED
32	2	2	1.71587195723077e-05	14	0.6465782	0.634967	SEQUENTIAL_BRANCHWISE
64	2	2	4.25836462483176e-05	14	1.3589204	1.3505195	SEQUENTIAL_BRANCHWISE
128	2	2	6.23196463607201e-05	14	2.0627674	2.0579335	SEQUENTIAL_BRANCHWISE
256	2	2	0.000141556213065996	14	4.4207307	4.4258065	SEQUENTIAL_BRANCHWISE
512	2	2	0.00026363000188212	14	8.5782783	8.6266255	SEQUENTIAL_BRANCHWISE
1024	2	2	0.000620505448978292	14	18.2861845	18.332494	SEQUENTIAL_BRANCHWISE
32	4	2	2.38818546023367e-05	14	0.6739867	0.666004	SEQUENTIAL_BRANCHWISE
64	4	2	4.76296271187948e-05	14	1.4891528	1.486086	SEQUENTIAL_BRANCHWISE
128	4	2	7.85511505796421e-05	14	2.1635618	2.157297	SEQUENTIAL_BRANCHWISE
256	4	2	0.000148969648819275	14	3.9026506	3.89213	SEQUENTIAL_BRANCHWISE
512	4	2	0.000298892001751483	14	9.1211388	8.9718865	SEQUENTIAL_BRANCHWISE
1024	4	2	0.000603704712830222	14	17.233612	17.152227	SEQUENTIAL_BRANCHWISE
32	8	2	1.61046142181931e-05	14	0.757844	0.7468765	SEQUENTIAL_BRANCHWISE
64	8	2	5.07459483287676e-05	14	1.4153323	1.4152995	SEQUENTIAL_BRANCHWISE
128	8	2	6.70753886140574e-05	14	2.9640048	2.9511185	SEQUENTIAL_BRANCHWISE
256	8	2	0.000152490819175455	14	5.6786927	5.675466	SEQUENTIAL_BRANCHWISE
512	8	2	0.000294162899649564	14	10.2465642	10.314288	SEQUENTIAL_BRANCHWISE
1024	8	2	0.000542516483164945	14	20.441862	20.359165	SEQUENTIAL_BRANCHWISE
32	16	2	2.82141950478376e-05	14	0.9166001	0.903763	SEQUENTIAL_BRANCHWISE
64	16	2	3.46128337014306e-05	14	1.6406847	1.6305495	SEQUENTIAL_BRANCHWISE
128	16	2	8.06637178811798e-05	14	3.1711983	3.16766	SEQUENTIAL_BRANCHWISE
256	16	2	0.000127160359625123	14	5.5227615	5.560256	SEQUENTIAL_BRANCHWISE
512	16	2	0.000289182380470265	14	12.3780886	12.3193315	SEQUENTIAL_BRANCHWISE
1024	16	2	0.000562858386274456	14	24.8018717	24.866049	SEQUENTIAL_BRANCHWISE
32	32	2	1.33752706332757e-05	14	1.1130844	1.10044	SEQUENTIAL_BRANCHWISE
64	32	2	3.22797607026359e-05	14	2.0928327	2.0787615	SEQUENTIAL_BRANCHWISE
128	32	2	8.2977670189166e-05	14	3.9995336	3.9213835	SEQUENTIAL_BRANCHWISE
256	32	2	0.00014708419132603	14	7.2430805	7.253023	SEQUENTIAL_BRANCHWISE
512	32	2	0.000302203789033229	14	13.9623901	14.014702	SEQUENTIAL_BRANCHWISE
1024	32	2	0.000522292020150417	14	26.7323239	26.6407545	SEQUENTIAL_BRANCHWISE
32	2	0	10.2053179450984	15	0.0875268	0.0791505	AUTO_TUNING
64	2	0	0.54424292784924	15	0.784412	0.7773395	AUTO_TUNING
128	2	0	0.999242881051714	15	1.7037632	1.694858	AUTO_TUNING
256	2	0	2.56354471113224	15	3.0687885	3.053926	AUTO_TUNING
512	2	0	5.58701959240886	15	6.5555105	6.5109025	AUTO_TUNING
1024	2	0	9.75996029183761	15	13.3934249	13.306878	AUTO_TUNING
32	4	0	9.12987060612303	15	0.1018522	0.095776	AUTO_TUNING
64	4	0	0.998511963508733	15	0.748086	0.7367085	AUTO_TUNING
128	4	0	1.06584171442688	15	1.5705009	1.5610545	AUTO_TUNING
256	4	0	1.88954843930651	15	2.840603	2.7808865	AUTO_TUNING
512	4	0	6.02588027697254	15	5.8482154	5.840491	AUTO_TUNING
1024	4	0	11.203752073618	15	12.061216	12.059207	AUTO_TUNING
32	8	0	11.061687828242	15	0.1101916	0.1032995	AUTO_TUNING
64	8	0	0.545012408609438	15	1.0212977	1.017415	AUTO_TUNING
128	8	0	1.21038729004573	15	1.9222276	1.9145975	AUTO_TUNING
256	8	0	1.07521548081178	15	3.7467973	3.7606225	AUTO_TUNING
512	8	0	7.16155199898276	15	7.3826691	7.3308205	AUTO_TUNING
1024	8	0	12.5383777289767	15	14.3190163	14.389032	AUTO_TUNING
32	16	0	9.36608502862911	15	0.1382028	0.130872	AUTO_TUNING
64	16	0	1.41861073727223	15	1.0408219	1.027214	AUTO_TUNING
128	16	0	0.908891732432551	15	2.2625276	2.211335	AUTO_TUNING
256	16	0	3.18871617435167	15	4.2556893	4.24842	AUTO_TUNING
512	16	0	4.4943580426326	15	7.8556246	7.7912505	AUTO_TUNING
1024	16	0	8.47095368189525	15	17.1299722	17.116516	AUTO_TUNING
32	32	0	7.42786168603077	15	0.253749	0.244114	AUTO_TUNING
64	32	0	0.40818098124663	15	1.8140655	1.8079975	AUTO_TUNING
128	32	0	0.555179599940601	15	2.8691882	2.8329155	AUTO_TUNING
256	32	0	1.1404650158251	15	5.1954667	5.2641745	AUTO_TUNING
512	32	0	5.07443077394339	15	10.2364782	10.2396475	AUTO_TUNING
1024	32	0	8.19129223830578	15	20.654488	20.6841515	AUTO_TUNING
32	2	1	10.3438336921318	15	0.3443508	0.3372455	SEQUENTIAL_OPTIMIZED
64	2	1	36.778325369814	15	0.4011235	0.388229	SEQUENTIAL_OPTIMIZED
128	2	1	108.228162995647	15	0.5821426	0.5752915	SEQUENTIAL_OPTIMIZED
256	2	1	254.022015511043	15	0.7664048	0.761329	SEQUENTIAL_OPTIMIZED
512	2	1	575.176083833019	15	1.643075	1.6161995	SEQUENTIAL_OPTIMIZED
1024	2	1	1257.11953793671	15	3.5172752	3.524606	SEQUENTIAL_OPTIMIZED
32	4	1	9.98396510833874	15	0.3534241	0.3498325	SEQUENTIAL_OPTIMIZED
64	4	1	28.9482823713229	15	0.4157933	0.406187	SEQUENTIAL_OPTIMIZED
128	4	1	89.2888523009405	15	0.5719254	0.56211	SEQUENTIAL_OPTIMIZED
256	4	1	243.820420954415	15	1.0773857	1.0406005	SEQUENTIAL_OPTIMIZED
512	4	1	567.555726855196	15	1.8460824	1.8333765	SEQUENTIAL_OPTIMIZED
1024	4	1	1220.54775070903	15	4.538618	4.5189585	SEQUENTIAL_OPTIMIZED
32	8	1	8.62862431822907	15	0.3724604	0.3656175	SEQUENTIAL_OPTIMIZED
64	8	1	31.5820023560857	15	0.629104	0.624512	SEQUENTIAL_OPTIMIZED
128	8	1	108.074058440778	15	0.6142005	0.59983	SEQUENTIAL_OPTIMIZED
256	8	1	230.256771394675	15	1.0794849	1.0688495	SEQUENTIAL_OPTIMIZED
512	8	1	560.937115634408	15	2.141758	2.101988	SEQUENTIAL_OPTIMIZED
1024	8	1	1284.93243862646	15	5.3613896	5.3075525	SEQUENTIAL_OPTIMIZED
32	16	1	11.7598268598866	15	0.4174374	0.4072325	SEQUENTIAL_OPTIMIZED
64	16	1	33.2997451058886	15	0.5283588	0.517051	SEQUENTIAL_OPTIMIZED
128	16	1	102.903908784113	15	1.0135159	1.003393	SEQUENTIAL_OPTIMIZED
256	16	1	235.874482113208	15	1.6079544	1.5993075	SEQUENTIAL_OPTIMIZED
512	16	1	573.912040180773	15	2.8513655	2.841013	SEQUENTIAL_OPTIMIZED
1024	16	1	1234.80212993694	15	6.9591842	6.785459	SEQUENTIAL_OPTIMIZED
32	32	1	8.89628034689401	15	0.7832476	0.777811	SEQUENTIAL_OPTIMIZED
64	32	1	33.944241592822	15	1.4417773	1.4316175	SEQUENTIAL_OPTIMIZED
128	32	1	99.6803504405933	15	1.4508875	1.427989	SEQUENTIAL_OPTIMIZED
256	32	1	260.794955032598	15	2.3976513	2.380009	SEQUENTIAL_OPTIMIZED
512	32	1	546.66997461262	15	4.7350203	4.721724	SEQUENTIAL_OPTIMIZED
1024	32	1	1194.23389536625	15	12.1940314	11.8659535	SEQUENTIAL_OPTIMIZED
32	2	2	3.47077410367547e-05	15	0.7977042	0.7906235	SEQUENTIAL_BRANCHWISE
64	2	2	4.25643827242084e-05	15	1.212493	1.1746295	SEQUENTIAL_BRANCHWISE
128	2	2	6.44596292431743e-05	15	2.029541	2.0172205	SEQUENTIAL_BRANCHWISE
256	2	2	0.000130113618467931	15	4.0525835	3.990653	SEQUENTIAL_BRANCHWISE
512	2	2	0.000269276670678664	15	8.5847973	8.4656595	SEQUENTIAL_BRANCHWISE
1024	2	2	0.00061953711156093	15	18.9035338	19.031749	SEQUENTIAL_BRANCHWISE
32	4	2	1.36011095293043e-05	15	0.7515751	0.745462	SEQUENTIAL_BRANCHWISE
64	4	2	2.7267286299093e-05	15	1.0721746	1.0644625	SEQUENTIAL_BRANCHWISE
128	4	2	6.7152542982285e-05	15	2.0290695	2.0467815	SEQUENTIAL_BRANCHWISE
256	4	2	0.00012665195356476	15	4.3821292	4.378964	SEQUENTIAL_BRANCHWISE
512	4	2	0.00028691827685634	15	8.8457377	8.907004	SEQUENTIAL_BRANCHWISE
1024	4	2	0.000522485815736218	15	16.8255431	16.887777	SEQUENTIAL_BRANCHWISE
32	8	2	1.91239778715158e-05	15	0.7851541	0.777196	SEQUENTIAL_BRANCHWISE
64	8	2	4.9818101089727e-05	15	1.6249038	1.614252	SEQUENTIAL_BRANCHWISE
128	8	2	7.52027167152391e-05	15	2.7481726	2.753068	SEQUENTIAL_BRANCHWISE
256	8	2	0.000159230096812735	15	5.5167427	5.4947995	SEQUENTIAL_BRANCHWISE
512	8	2	0.000301412167118542	15	10.6703607	10.6510825	SEQUENTIAL_BRANCHWISE
1024	8	2	0.00053944153592056	15	21.2671633	21.2132155	SEQUENTIAL_BRANCHWISE
32	16	2	1.88846810686982e-05	15	0.8854401	0.875842	SEQUENTIAL_BRANCHWISE
64	16	2	3.4125693375131e-05	15	1.7086217	1.6946735	SEQUENTIAL_BRANCHWISE
128	16	2	6.1170624320539e-05	15	3.0533725	3.026456	SEQUENTIAL_BRANCHWISE
256	16	2	0.000135698594419864	15	5.2855232	5.271042	SEQUENTIAL_BRANCHWISE
512	16	2	0.00025951333896046	15	12.3588227	11.6253655	SEQUENTIAL_BRANCHWISE
1024	16	2	0.00060543657582457	15	25.6007362	25.742875	SEQUENTIAL_BRANCHWISE
32	32	2	1.84241894984893e-05	15	1.0523839	1.05698	SEQUENTIAL_BRANCHWISE
64	32	2	4.47519670530028e-05	15	1.8484276	1.860129	SEQUENTIAL_BRANCHWISE
128	32	2	8.42457737064706e-05	15	3.6415667	3.649902	SEQUENTIAL_BRANCHWISE
256	32	2	0.000144785802604019	15	7.3073603	7.2577175	SEQUENTIAL_BRANCHWISE
512	32	2	0.00030376086601791	15	14.9270299	14.8945415	SEQUENTIAL_BRANCHWISE
1024	32	2	0.000529242476204672	15	27.7597388	27.8043755	SEQUENTIAL_BRANCHWISE
32	2	0	9.83663472321747	16	0.1377272	0.091348	AUTO_TUNING
64	2	0	0.503733271512743	16	0.7769705	0.7728705	AUTO_TUNING
128	2	0	0.737505973465517	16	1.9572662	1.9453475	AUTO_TUNING
256	2	0	1.03820903094095	16	3.6336332	3.6279055	AUTO_TUNING
512	2	0	4.41897108573141	16	6.2973212	6.314451	AUTO_TUNING
1024	2	0	6.98646200781127	16	12.7326033	12.6826325	AUTO_TUNING
32	4	0	8.85340250288526	16	0.1057103	0.0991585	AUTO_TUNING
64	4	0	1.09899159582216	16	0.7699841	0.7662285	AUTO_TUNING
128	4	0	0.792961220521846	16	1.912322	1.910354	AUTO_TUNING
256	4	0	0.922340985708729	16	3.0687926	3.0631305	AUTO_TUNING
512	4	0	2.93859575842509	16	6.4197472	6.3613755	AUTO_TUNING
1024	4	0	10.3709007284219	16	12.3058876	12.4916135	AUTO_TUNING
32	8	0	7.87576122037445	16	0.1233239	0.1167475	AUTO_TUNING
64	8	0	0.544738984191795	16	0.9937539	0.984492	AUTO_TUNING
128	8	0	0.923359717448733	16	1.9609603	1.9514155	AUTO_TUNING
256	8	0	2.1470013733952	16	3.7841196	3.758347	AUTO_TUNING
512	8	0	5.08771773098567	16	7.0744557	7.0769075	AUTO_TUNING
1024	8	0	6.943854014213	16	15.8997262	15.954207	AUTO_TUNING
32	16	0	9.45746669842534	16	0.1534958	0.1469235	AUTO_TUNING
64	16	0	0.575753030680914	16	1.0893905	1.059645	AUTO_TUNING
128	16	0	1.24955948764199	16	2.2467836	2.23532	AUTO_TUNING
256	16	0	3.03782988831307	16	4.0650393	4.068061	AUTO_TUNING
512	16	0	3.56463095486447	16	9.3954985	9.138941	AUTO_TUNING
1024	16	0	11.3137073604164	16	16.0200571	15.82641	AUTO_TUNING
32	32	0	7.65423578736362	16	0.2053526	0.1972305	AUTO_TUNING
64	32	0	0.0314132866262895	16	1.6350226	1.542666	AUTO_TUNING
128	32	0	1.16373901645824	16	2.4577327	2.453358	AUTO_TUNING
256	32	0	2.30548292012111	16	4.9861494	4.9883265	AUTO_TUNING
512	32	0	6.39917552137899	16	10.088993	10.082515	AUTO_TUNING
1024	32	0	9.22505371544503	16	20.1670472	20.08344	AUTO_TUNING
32	2	1	10.422142671987	16	0.2425478	0.2381895	SEQUENTIAL_OPTIMIZED
64	2	1	34.4982567505445	16	0.3247282	0.3167045	SEQUENTIAL_OPTIMIZED
128	2	1	103.867297049082	16	0.5374936	0.5197775	SEQUENTIAL_OPTIMIZED
256	2	1	247.54923151235	16	0.875555	0.864813	SEQUENTIAL_OPTIMIZED
512	2	1	609.047187303099	16	1.5738588	1.565257	SEQUENTIAL_OPTIMIZED
1024	2	1	1254.6095846493	16	3.5388289	3.490986	SEQUENTIAL_OPTIMIZED
32	4	1	11.3007817567424	16	0.3116123	0.3041175	SEQUENTIAL_OPTIMIZED
64	4	1	32.6870155221425	16	0.4448705	0.429721	SEQUENTIAL_OPTIMIZED
128	4	1	107.719484809846	16	0.5460052	0.5364645	SEQUENTIAL_OPTIMIZED
256	4	1	245.444788163565	16	1.0158037	0.99015	SEQUENTIAL_OPTIMIZED
512	4	1	592.993952512145	16	1.8630933	1.849469	SEQUENTIAL_OPTIMIZED
1024	4	1	1226.93250120555	16	4.3635849	4.3210925	SEQUENTIAL_OPTIMIZED
32	8	1	11.8087295448307	16	0.279907	0.2729165	SEQUENTIAL_OPTIMIZED
64	8	1	32.8923896300421	16	0.5344268	0.5272805	SEQUENTIAL_OPTIMIZED
128	8	1	99.4853548616714	16	0.759894	0.7526165	SEQUENTIAL_OPTIMIZED
256	8	1	245.183348273636	16	1.1045154	1.0910715	SEQUENTIAL_OPTIMIZED
512	8	1	546.650425280099	16	2.1840823	2.170458	SEQUENTIAL_OPTIMIZED
1024	8	1	1197.11741280059	16	5.5190592	5.4932415	SEQUENTIAL_OPTIMIZED
32	16	1	10.8525572203091	16	0.6000227	0.593598	SEQUENTIAL_OPTIMIZED
64	16	1	33.805789928616	16	0.5793054	0.569572	SEQUENTIAL_OPTIMIZED
128	16	1	113.685639806733	16	1.1874871	1.173256	SEQUENTIAL_OPTIMIZED
256	16	1	269.190318867513	16	1.3746234	1.347875	SEQUENTIAL_OPTIMIZED
512	16	1	563.618519874809	16	3.4359394	3.4321305	SEQUENTIAL_OPTIMIZED
1024	16	1	1274.58315754734	16	7.2866307	7.275081	SEQUENTIAL_OPTIMIZED
32	32	1	11.6563476779502	16	0.7477375	0.7411365	SEQUENTIAL_OPTIMIZED
64	32	1	37.5494330067261	16	1.4582798	1.423807	SEQUENTIAL_OPTIMIZED
128	32	1	89.6344355145491	16	1.9442159	1.926139	SEQUENTIAL_OPTIMIZED
256	32	1	259.029776926289	16	1.9889633	1.968328	SEQUENTIAL_OPTIMIZED
512	32	1	568.716448956765	16	4.6918104	4.690646	SEQUENTIAL_OPTIMIZED
1024	32	1	1235.58383374831	16	10.3758741	10.404898	SEQUENTIAL_OPTIMIZED
32	2	2	2.54596662756512e-05	16	0.6394565	0.6286735	SEQUENTIAL_BRANCHWISE
64	2	2	4.76375121678529e-05	16	1.1908901	1.1839365	SEQUENTIAL_BRANCHWISE
128	2	2	7.36083822800992e-05	16	2.386036	2.35996	SEQUENTIAL_BRANCHWISE
256	2	2	0.000155220910357912	16	4.4598365	4.43128	SEQUENTIAL_BRANCHWISE
512	2	2	0.000273711419595202	16	9.1420816	9.092078	SEQUENTIAL_BRANCHWISE
1024	2	2	0.000527042579506087	16	17.8883697	17.804865	SEQUENTIAL_BRANCHWISE
32	4	2	3.12214995048521e-05	16	0.701346	0.6943965	SEQUENTIAL_BRANCHWISE
64	4	2	3.82052554925849e-05	16	1.1429201	1.130985	SEQUENTIAL_BRANCHWISE
128	4	2	7.84566197751246e-05	16	2.2743889	2.281363	SEQUENTIAL_BRANCHWISE
256	4	2	0.00016289885434162	16	4.1356987	4.13608	SEQUENTIAL_BRANCHWISE
512	4	2	0.000284385463032777	16	8.068554	8.0839085	SEQUENTIAL_BRANCHWISE
1024	4	2	0.000543797347063446	16	16.9112946	16.764736	SEQUENTIAL_BRANCHWISE
32	8	2	2.14661096364921e-05	16	0.8481629	0.8362565	SEQUENTIAL_BRANCHWISE
64	8	2	4.30438918357368e-05	16	1.6080446	1.608102	SEQUENTIAL_BRANCHWISE
128	8	2	6.68077161947167e-05	16	2.6410068	2.6604285	SEQUENTIAL_BRANCHWISE
256	8	2	0.000135268126257415	16	4.819755	4.8018585	SEQUENTIAL_BRANCHWISE
512	8	2	0.000279862868296732	16	10.4537782	10.41154	SEQUENTIAL_BRANCHWISE
1024	8	2	0.000564764852470034	16	21.4636394	21.5661435	SEQUENTIAL_BRANCHWISE
32	16	2	1.58724802332699e-05	16	0.9133447	0.9005445	SEQUENTIAL_BRANCHWISE
64	16	2	3.87890134163626e-05	16	1.7166372	1.721139	SEQUENTIAL_BRANCHWISE
128	16	2	8.02220637865503e-05	16	2.9729387	2.970778	SEQUENTIAL_BRANCHWISE
256	16	2	0.000139299856243724	16	6.2466575	6.2558415	SEQUENTIAL_BRANCHWISE
512	16	2	0.000304041182857873	16	11.9425087	11.718661	SEQUENTIAL_BRANCHWISE
1024	16	2	0.000562940066856754	16	25.1178587	25.2587675	SEQUENTIAL_BRANCHWISE
32	32	2	1.27998964458698e-05	16	0.9589121	0.9658985	SEQUENTIAL_BRANCHWISE
64	32	2	3.64409264790311e-05	16	1.8380095	1.823967	SEQUENTIAL_BRANCHWISE
128	32	2	7.75109548953878e-05	16	3.8431842	3.839117	SEQUENTIAL_BRANCHWISE
256	32	2	0.000120025467367668	16	6.7463245	6.723713	SEQUENTIAL_BRANCHWISE
