ntips	nstates	rep	true	likelihood	error	mean_time	median_time	method
128	32	18	-153.5168092349	-153.512580132379	0.00422910252120801	690.6834334	694.17223	castor
128	32	18	-153.5168092349	-153.516814609361	5.37446121029461e-06	7.9742991	8.0018265	diversitree
128	32	18	-153.5168092349	-153.516869299291	6.00643911639054e-05	3.2218456	3.1859255	tensorphylo
256	32	18	-317.618831849089	-317.616311153202	0.00252069588697168	918.9886903	920.7986435	castor
256	32	18	-317.618831849089	-317.618842238948	1.03898585734896e-05	15.8848965	15.893404	diversitree
256	32	18	-317.618831849089	-317.618988815652	0.000156966563167771	6.6632298	6.652701	tensorphylo
512	32	18	-647.73397615092	-647.738277433095	0.00430128217419679	1142.83195	1144.846731	castor
512	32	18	-647.73397615092	-647.734001033523	2.48826023607762e-05	31.9516608	30.9409575	diversitree
512	32	18	-647.73397615092	-647.734248389821	0.000272238900606681	12.7707169	12.5784105	tensorphylo
1024	32	18	-1305.15281685354	-1305.14534616345	0.00747069009298684	942.1732555	943.3759495	castor
1024	32	18	-1305.15281685354	-1305.15285286316	3.60096146323485e-05	64.2800706	63.682389	diversitree
1024	32	18	-1305.15281685354	-1305.15337157313	0.000554719585352359	26.8861436	27.0836365	tensorphylo
32	2	19	-31.6480449546997	-31.6467280731415	0.00131688155817855	2.8355149	2.81711	castor
32	2	19	-31.6480449546997	-31.6480455056521	5.50952428568507e-07	0.5158415	0.5118645	diversitree
32	2	19	-31.6480449546997	-31.6480601611847	1.52064850347244e-05	0.5688668	0.5643855	tensorphylo
64	2	19	-74.0101840950939	-74.0056464003971	0.00453769469686449	2.948761	2.9379985	castor
64	2	19	-74.0101840950939	-74.0101851131293	1.01803536267653e-06	1.0221587	1.014258	diversitree
64	2	19	-74.0101840950939	-74.0102175711913	3.34760973856874e-05	1.1533505	1.1494555	tensorphylo
128	2	19	-175.754654297376	-175.757792519501	0.00313822212595483	4.3324741	4.339563	castor
128	2	19	-175.754654297376	-175.754656748861	2.45148584099297e-06	2.1044808	2.1113975	diversitree
128	2	19	-175.754654297376	-175.754724373176	7.00758006644264e-05	2.4480239	2.4599795	tensorphylo
256	2	19	-329.581262601421	-329.578988736074	0.00227386534646712	3.9269185	3.903241	castor
256	2	19	-329.581262601421	-329.58126720409	4.60266960544686e-06	4.0818001	4.0606195	diversitree
256	2	19	-329.581262601421	-329.581406456322	0.00014385490078439	4.3432407	4.339727	tensorphylo
512	2	19	-701.931997701136	-701.927798958333	0.00419874280385102	5.1423635	5.150584	castor
512	2	19	-701.931997701136	-701.932006792208	9.0910718881787e-06	8.4781686	8.266707	diversitree
512	2	19	-701.931997701136	-701.932303128816	0.000305427679109016	8.8324865	8.8099775	tensorphylo
1024	2	19	-1390.7058260718	-1390.68714446231	0.0186816094926598	5.2476597	5.2413785	castor
1024	2	19	-1390.7058260718	-1390.70584576597	1.96941655303817e-05	18.5359319	18.2969265	diversitree
1024	2	19	-1390.7058260718	-1390.70643710485	0.000611033052791754	17.7130045	17.676576	tensorphylo
32	4	19	-40.023906133793	-40.0215956512186	0.00231048257442268	4.1817991	4.1590195	castor
32	4	19	-40.023906133793	-40.0239070639182	9.30125167997176e-07	0.5754104	0.5680755	diversitree
32	4	19	-40.023906133793	-40.0239221609062	1.60271131619538e-05	0.6718752	0.659157	tensorphylo
64	4	19	-68.2341968379297	-68.2308535042503	0.003343333679382	4.1928281	4.149487	castor
64	4	19	-68.2341968379297	-68.2341985337656	1.69583583442545e-06	1.1431087	1.1298985	diversitree
64	4	19	-68.2341968379297	-68.2342187944013	2.19564715564502e-05	1.0678778	1.068501	tensorphylo
128	4	19	-155.660748088261	-155.653063458746	0.0076846295143298	4.6735572	4.6711095	castor
128	4	19	-155.660748088261	-155.660751366731	3.27847061498687e-06	2.4150435	2.4255805	diversitree
128	4	19	-155.660748088261	-155.660811169892	6.30816315663196e-05	2.1421352	2.1291505	tensorphylo
256	4	19	-328.241467206269	-328.248487692156	0.0070204858873808	7.8873217	7.8337265	castor
256	4	19	-328.241467206269	-328.241475759832	8.55356302054133e-06	4.868545	4.862313	diversitree
256	4	19	-328.241467206269	-328.241616263081	0.000149056811949322	4.1763953	4.1669735	tensorphylo
512	4	19	-650.018679779122	-649.994431967498	0.024247811623809	5.7922873	5.7776995	castor
512	4	19	-650.018679779122	-650.018692376339	1.25972170508248e-05	9.6380012	9.3209605	diversitree
512	4	19	-650.018679779122	-650.018945028372	0.000265249249423505	7.8968009	7.9195805	tensorphylo
1024	4	19	-1374.10532826063	-1374.09158297185	0.0137452887779546	8.8212853	8.8183415	castor
1024	4	19	-1374.10532826063	-1374.105361036	3.27753668898367e-05	20.2296952	19.792053	diversitree
1024	4	19	-1374.10532826063	-1374.10595230054	0.000624039907734186	16.4733736	16.4216275	tensorphylo
32	8	19	-49.5459074247896	-49.5442332682817	0.00167415650790304	14.9653075	14.9342705	castor
32	8	19	-49.5459074247896	-49.5459095534163	2.12862668291791e-06	0.8603317	0.845748	diversitree
32	8	19	-49.5459074247896	-49.5459276981472	2.02733575349612e-05	1.0252091	1.032749	tensorphylo
64	8	19	-75.9872470125253	-75.9898988709074	0.00265185838206605	19.4380836	19.524159	castor
64	8	19	-75.9872470125253	-75.9872499513034	2.93877815238375e-06	1.6270317	1.6249735	diversitree
64	8	19	-75.9872470125253	-75.9872764652633	2.94527379764986e-05	1.3697772	1.355829	tensorphylo
128	8	19	-171.123943573436	-171.125103271873	0.00115969843682251	19.5127323	19.449662	castor
128	8	19	-171.123943573436	-171.123949040505	5.46706885984349e-06	3.2493279	3.2410295	diversitree
128	8	19	-171.123943573436	-171.124015144444	7.15710080783083e-05	2.8461749	2.853969	tensorphylo
256	8	19	-324.724982114444	-324.720389978726	0.00459213571741657	15.8332324	15.810051	castor
256	8	19	-324.724982114444	-324.724990434499	8.32005525808199e-06	6.3607195	6.3696985	diversitree
256	8	19	-324.724982114444	-324.725142897222	0.000160782778152679	5.3730008	5.25743	tensorphylo
512	8	19	-654.813034561505	-654.81349488395	0.00046032244529215	23.9488462	23.600871	castor
512	8	19	-654.813034561505	-654.81305268224	1.81207357172752e-05	12.82972	12.447026	diversitree
512	8	19	-654.813034561505	-654.813312011097	0.00027744959231768	9.7291278	9.701912	tensorphylo
1024	8	19	-1420.0141773599	-1420.00152338905	0.0126539708460314	25.3111327	25.33267	castor
1024	8	19	-1420.0141773599	-1420.01421663318	3.92732852105837e-05	27.2944831	26.08707	diversitree
1024	8	19	-1420.0141773599	-1420.01479009059	0.000612730690590979	21.2812058	21.738651	tensorphylo
32	16	19	-42.2198861887883	-42.2167604554303	0.00312573335806121	61.0521775	61.26507	castor
32	16	19	-42.2198861887883	-42.2198872631598	1.07437141139144e-06	1.3332052	1.3317415	diversitree
32	16	19	-42.2198861887883	-42.2199084795584	2.22907700546671e-05	1.0050658	0.9991495	tensorphylo
64	16	19	-93.9463023391523	-93.9441966879583	0.0021056511940003	87.1439666	86.5682405	castor
64	16	19	-93.9463023391523	-93.946305240774	2.90162162741581e-06	2.5686377	2.5232015	diversitree
64	16	19	-93.9463023391523	-93.946362250987	5.99118346968908e-05	1.7898796	1.7900395	tensorphylo
128	16	19	-147.711302862741	-147.711582350695	0.000279487954827573	116.9543081	117.3676455	castor
128	16	19	-147.711302862741	-147.711307923358	5.0606175818757e-06	4.8667984	4.874777	diversitree
128	16	19	-147.711302862741	-147.711356038804	5.3176063573801e-05	2.8322431	2.843965	tensorphylo
256	16	19	-337.784175430624	-337.773582310638	0.0105931199860834	116.2356273	116.0929965	castor
256	16	19	-337.784175430624	-337.784185572588	1.0141964196464e-05	10.1875488	10.2039775	diversitree
256	16	19	-337.784175430624	-337.784322472269	0.000147041645050194	5.8811425	5.8378875	tensorphylo
512	16	19	-643.179007906242	-643.165346899459	0.0136610067828542	118.3202518	118.8254415	castor
512	16	19	-643.179007906242	-643.179026969683	1.90634413002044e-05	20.8197754	20.433908	diversitree
512	16	19	-643.179007906242	-643.17927378808	0.000265881838572568	11.5175724	11.6007655	tensorphylo
1024	16	19	-1268.79317613839	-1268.77091739588	0.0222587425084839	151.0803383	150.9296715	castor
1024	16	19	-1268.79317613839	-1268.79321466831	3.85299126719474e-05	42.1348595	40.766136	diversitree
1024	16	19	-1268.79317613839	-1268.7937028467	0.000526708312463597	22.7047545	22.5839685	tensorphylo
32	32	19	-43.2879832124363	-43.2837598633304	0.00422334910589228	459.1879378	460.7171435	castor
32	32	19	-43.2879832124363	-43.2879846648484	1.45241212123892e-06	2.0842268	2.081734	diversitree
32	32	19	-43.2879832124363	-43.2880108787787	2.7666342397481e-05	1.1213951	1.0484315	tensorphylo
64	32	19	-74.3087812673663	-74.3038025348384	0.00497873252797376	465.018269	467.2153565	castor
64	32	19	-74.3087812673663	-74.3087832721953	2.0048289712804e-06	3.9479392	3.9321255	diversitree
64	32	19	-74.3087812673663	-74.3088196427112	3.83753448858215e-05	1.8119417	1.842663	tensorphylo
128	32	19	-182.155131849849	-182.154540891191	0.000590958657966212	692.8021084	694.114338	castor
128	32	19	-182.155131849849	-182.155136406978	4.55712898883576e-06	7.9148409	7.9428275	diversitree
128	32	19	-182.155131849849	-182.155222815273	9.09654244196645e-05	3.8519746	3.799101	tensorphylo
256	32	19	-332.637210065217	-332.626086626525	0.0111234386922661	916.7468472	917.1844115	castor
256	32	19	-332.637210065217	-332.637220801455	1.07362382664178e-05	15.6210738	15.491891	diversitree
256	32	19	-332.637210065217	-332.637350852253	0.000140787036002621	6.7002938	6.66414	tensorphylo
512	32	19	-687.880345677894	-687.87083764751	0.00950803038438153	1151.0441639	1152.8473275	castor
512	32	19	-687.880345677894	-687.880370683373	2.50054795287724e-05	33.0862374	32.371468	diversitree
512	32	19	-687.880345677894	-687.880626867639	0.000281189745010124	13.5389216	13.4478155	tensorphylo
1024	32	19	-1399.14954868968	-1399.12158929046	0.0279593992197533	937.2183235	940.750289	castor
1024	32	19	-1399.14954868968	-1399.14958858392	3.98942345327669e-05	64.3134979	63.693951	diversitree
1024	32	19	-1399.14954868968	-1399.1501982963	0.000649606620982013	27.6940937	27.301162	tensorphylo
32	2	20	-37.4991917886448	-37.4997025389907	0.000510750345881661	3.6714065	3.661997	castor
32	2	20	-37.4991917886448	-37.4991928180659	1.02942113500148e-06	0.5501339	0.54735	diversitree
32	2	20	-37.4991917886448	-37.4992054091718	1.36205269996026e-05	0.7043677	0.6994805	tensorphylo
64	2	20	-80.2788618599843	-80.2842252322323	0.00536337224795602	4.3138314	4.294955	castor
64	2	20	-80.2788618599843	-80.2788636649205	1.80493618984201e-06	1.0036062	0.998432	diversitree
64	2	20	-80.2788618599843	-80.278891395045	2.95350606194233e-05	1.1827516	1.179693	tensorphylo
128	2	20	-153.359648272268	-153.352618227061	0.00703004520696027	3.3311024	3.29066	castor
128	2	20	-153.359648272268	-153.359650231257	1.95898891774959e-06	2.0038873	1.9914315	diversitree
128	2	20	-153.359648272268	-153.359714747447	6.64751785279805e-05	2.0971377	2.072345	tensorphylo
256	2	20	-295.696206312005	-295.689185362576	0.00702094942937492	3.7930945	3.784587	castor
256	2	20	-295.696206312005	-295.696210016987	3.70498230495286e-06	4.1081508	4.112997	diversitree
256	2	20	-295.696206312005	-295.696331984175	0.000125672169474456	3.8203841	3.7652965	tensorphylo
512	2	20	-649.705071308895	-649.6827757824	0.0222955264945313	4.1697943	4.165969	castor
512	2	20	-649.705071308895	-649.705079343404	8.03450927833183e-06	8.4307316	8.177122	diversitree
512	2	20	-649.705071308895	-649.705347854936	0.000276546040595349	8.3516754	8.338416	tensorphylo
1024	2	20	-1310.09361076551	-1310.08191562779	0.0116951377199257	5.6910583	5.6092715	castor
1024	2	20	-1310.09361076551	-1310.09362838499	1.7619478285269e-05	18.3768847	17.5972	diversitree
1024	2	20	-1310.09361076551	-1310.09414942583	0.000538660319989503	16.7102306	16.579498	tensorphylo
32	4	20	-35.3116885372348	-35.3113249248213	0.00036361241346583	4.0678437	4.054736	castor
32	4	20	-35.3116885372348	-35.3116892903994	7.53164648870097e-07	0.5631637	0.5559805	diversitree
32	4	20	-35.3116885372348	-35.3117014148228	1.28775880483545e-05	0.5911585	0.586095	tensorphylo
64	4	20	-70.8115542562031	-70.8094976191703	0.00205663703272307	4.2021269	4.1550425	castor
64	4	20	-70.8115542562031	-70.8115559360965	1.67989341548491e-06	1.1319977	1.1257985	diversitree
64	4	20	-70.8115542562031	-70.8115896557608	3.539955768872e-05	1.0370745	1.028034	tensorphylo
128	4	20	-189.453397698144	-189.46115082902	0.00775313087541463	6.7052138	6.6582565	castor
128	4	20	-189.453397698144	-189.453404421089	6.72294498826886e-06	2.4318699	2.4125425	diversitree
128	4	20	-189.453397698144	-189.453492454064	9.47559192638892e-05	2.4962563	2.484682	tensorphylo
256	4	20	-312.95015882113	-312.943685411122	0.00647341000814095	5.6645313	5.6173485	castor
256	4	20	-312.95015882113	-312.950165668103	6.84697300812331e-06	4.6144024	4.634599	diversitree
256	4	20	-312.95015882113	-312.950285531344	0.000126710214658488	3.8985342	3.8943645	tensorphylo
512	4	20	-617.099574466831	-617.082026410247	0.01754805658436	5.6949041	5.6567905	castor
512	4	20	-617.099574466831	-617.099588098452	1.36316202770104e-05	9.5803634	9.2670045	diversitree
512	4	20	-617.099574466831	-617.099859905785	0.000285438954051642	7.4636113	7.4507045	tensorphylo
1024	4	20	-1372.08797058928	-1372.08136773313	0.006602856147083	9.7164875	9.7310425	castor
1024	4	20	-1372.08797058928	-1372.08800582702	3.52377351191535e-05	21.2578563	19.680451	diversitree
1024	4	20	-1372.08797058928	-1372.08854453389	0.000573944605548604	16.6029582	16.428126	tensorphylo
32	8	20	-48.1389764739659	-48.1369899190085	0.0019865549573268	11.0135635	10.98841	castor
32	8	20	-48.1389764739659	-48.1389778092487	1.33528288870366e-06	0.819918	0.8059165	diversitree
32	8	20	-48.1389764739659	-48.1390004113613	2.39373954755706e-05	0.9156407	0.905895	tensorphylo
64	8	20	-74.2547005436094	-74.2519341389625	0.00276640464693401	10.99948	10.9554255	castor
64	8	20	-74.2547005436094	-74.2547023285596	1.78495020008995e-06	1.558041	1.541969	diversitree
64	8	20	-74.2547005436094	-74.2547284267628	2.78831533506718e-05	1.2818363	1.263784	tensorphylo
128	8	20	-172.825069553407	-172.821883798841	0.00318575456540771	14.9610394	14.832119	castor
128	8	20	-172.825069553407	-172.825073724985	4.17157824017522e-06	3.0047096	2.9917495	diversitree
128	8	20	-172.825069553407	-172.825154815337	8.52619298257196e-05	2.6869842	2.692224	tensorphylo
256	8	20	-337.279352459503	-337.272345838173	0.00700662132953767	15.5695368	15.5655885	castor
256	8	20	-337.279352459503	-337.279361238294	8.77879097060941e-06	6.3058205	6.298338	diversitree
256	8	20	-337.279352459503	-337.27951183231	0.000159372806990632	5.2188121	5.2736455	tensorphylo
512	8	20	-624.008601248141	-623.997356970143	0.0112442779978892	16.1215895	15.853388	castor
512	8	20	-624.008601248141	-624.008617092306	1.58441647499785e-05	12.7085732	12.4671365	diversitree
512	8	20	-624.008601248141	-624.008862546915	0.000261298774262286	9.4364944	9.3750805	tensorphylo
1024	8	20	-1255.17908640583	-1255.1676656021	0.0114208037307435	25.3461672	25.395236	castor
1024	8	20	-1255.17908640583	-1255.17911827795	3.18721156418178e-05	26.4826831	25.742178	diversitree
1024	8	20	-1255.17908640583	-1255.17962946496	0.000543059128176537	19.3180438	19.3681335	tensorphylo
32	16	20	-41.4621375388961	-41.4603470308149	0.00179050808129233	61.000415	60.95839	castor
32	16	20	-41.4621375388961	-41.462138552257	1.01336082281023e-06	1.3065675	1.311467	diversitree
32	16	20	-41.4621375388961	-41.4621580848138	2.05459176854106e-05	0.9448245	0.9734425	tensorphylo
64	16	20	-69.2606365830286	-69.2582802278805	0.00235635514809474	60.1969749	59.80424	castor
64	16	20	-69.2606365830286	-69.2606383109989	1.72797037123473e-06	2.4331614	2.4326735	diversitree
64	16	20	-69.2606365830286	-69.2606658706233	2.92875947849325e-05	1.5261676	1.519337	tensorphylo
128	16	20	-151.803497502651	-151.801785442414	0.0017120602369971	87.7310251	86.7858685	castor
128	16	20	-151.803497502651	-151.803501059945	3.55729338252786e-06	4.8541827	4.8030475	diversitree
128	16	20	-151.803497502651	-151.803552357558	5.48549065229054e-05	2.895215	2.8664125	tensorphylo
256	16	20	-324.330056907645	-324.332370668283	0.00231376063862854	117.9730679	118.074096	castor
256	16	20	-324.330056907645	-324.330065763331	8.85568675812465e-06	9.9394332	9.916793	diversitree
256	16	20	-324.330056907645	-324.330193068892	0.000136161246928168	5.7476219	5.7076305	tensorphylo
512	16	20	-645.42879131293	-645.425924760661	0.00286655226852872	118.1416927	118.0838745	castor
512	16	20	-645.42879131293	-645.42881173392	2.04209901539798e-05	20.7771026	20.442108	diversitree
512	16	20	-645.42879131293	-645.429052373422	0.00026106049210739	11.5278962	11.3453355	tensorphylo
1024	16	20	-1318.53551300011	-1318.51202758247	0.0234854176403587	150.2959386	150.966879	castor
1024	16	20	-1318.53551300011	-1318.53555302473	4.0024619693213e-05	41.6188745	40.421531	diversitree
1024	16	20	-1318.53551300011	-1318.53606326463	0.000550264516732568	23.3309803	23.379061	tensorphylo
32	32	20	-37.9150763717394	-37.9113783924302	0.00369797930916604	467.4832628	463.1439335	castor
32	32	20	-37.9150763717394	-37.9150776585231	1.2867837142494e-06	2.1071048	2.095838	diversitree
32	32	20	-37.9150763717394	-37.9150976837569	2.13120174805681e-05	1.0775128	1.090231	tensorphylo
64	32	20	-87.6523743891077	-87.647649362525	0.00472502658269036	463.4437788	466.3278705	castor
64	32	20	-87.6523743891077	-87.6523764152752	2.02616752176255e-06	3.9793534	3.9971105	diversitree
64	32	20	-87.6523743891077	-87.6524096149575	3.52258498281799e-05	2.1375924	2.104899	tensorphylo
128	32	20	-163.421192480607	-163.417770307362	0.00342217324470084	692.5289951	695.0934795	castor
128	32	20	-163.421192480607	-163.421196389462	3.90885554679699e-06	7.8950461	7.896313	diversitree
128	32	20	-163.421192480607	-163.4212647768	7.22961938492972e-05	3.3994658	3.359581	tensorphylo
256	32	20	-315.836347863097	-315.828692460037	0.0076554030605962	693.87949	695.8882235	castor
256	32	20	-315.836347863097	-315.836356380099	8.51700201565109e-06	15.8108095	15.67184	diversitree
256	32	20	-315.836347863097	-315.836467185794	0.000119322697116786	6.4807429	6.4175045	tensorphylo
512	32	20	-679.042505988927	-679.039655801967	0.00285018695933559	929.3946338	930.459576	castor
512	32	20	-679.042505988927	-679.042526856763	2.08678360422709e-05	32.6605467	31.698822	diversitree
512	32	20	-679.042505988927	-679.042776363195	0.0002703742684389	14.1292109	14.331632	tensorphylo
1024	32	20	-1335.68418116985	-1335.6630016617	0.0211795081518176	1162.4917288	1166.627243	castor
1024	32	20	-1335.68418116985	-1335.68421999557	3.88257162740047e-05	63.1990646	61.2663	diversitree
1024	32	20	-1335.68418116985	-1335.68475494649	0.000573776636201728	26.5318216	26.933351	tensorphylo
32	2	21	-28.6019297161079	-28.6013284244631	0.000601291644795054	2.7441874	2.729042	castor
32	2	21	-28.6019297161079	-28.6019301363705	4.20262651346093e-07	0.4999417	0.492943	diversitree
32	2	21	-28.6019297161079	-28.601944051758	1.43356501318692e-05	0.5050503	0.507211	tensorphylo
64	2	21	-84.856272382234	-84.856041695516	0.000230686718012407	3.6607506	3.6322105	castor
64	2	21	-84.856272382234	-84.8562732965485	9.14314512101555e-07	1.0264883	1.021966	diversitree
64	2	21	-84.856272382234	-84.85631342547	4.10432360524737e-05	1.2275359	1.2207955	tensorphylo
128	2	21	-157.960844628152	-157.958802796459	0.0020418316928783	3.4275344	3.422106	castor
128	2	21	-157.960844628152	-157.960846994462	2.36631021266476e-06	1.9656958	1.959144	diversitree
128	2	21	-157.960844628152	-157.960910666821	6.60386684501191e-05	2.0415007	2.0477655	tensorphylo
256	2	21	-353.728416019038	-353.728655831057	0.000239812019174224	4.0219442	3.9998575	castor
256	2	21	-353.728416019038	-353.728421225821	5.20678281645814e-06	4.0289921	3.993154	diversitree
256	2	21	-353.728416019038	-353.728578184182	0.000162165143876791	4.305205	4.294176	tensorphylo
512	2	21	-654.969990712176	-654.959723685235	0.0102670269411647	4.2194904	4.211766	castor
512	2	21	-654.969990712176	-654.969999596907	8.88473061877448e-06	8.3924376	7.999674	diversitree
512	2	21	-654.969990712176	-654.970279850844	0.000289138667881161	8.0125234	7.99295	tensorphylo
1024	2	21	-1320.91008027902	-1320.89572791951	0.0143523595015722	5.0543078	5.0411345	castor
1024	2	21	-1320.91008027902	-1320.91009716889	1.68898752690438e-05	17.8187066	17.235006	diversitree
1024	2	21	-1320.91008027902	-1320.91064913972	0.000568860709790897	16.7739159	16.7355235	tensorphylo
32	4	21	-46.3235036416317	-46.3242305528798	0.000726911248079887	5.3445181	5.3379335	castor
32	4	21	-46.3235036416317	-46.3235057577743	2.11614260337001e-06	0.6160373	0.610818	diversitree
32	4	21	-46.3235036416317	-46.3235218905427	1.82489109548101e-05	0.7664786	0.765019	tensorphylo
64	4	21	-76.5956795159583	-76.5986914691819	0.00301195322354886	5.4202	5.386211	castor
64	4	21	-76.5956795159583	-76.595681773435	2.25747668025633e-06	1.1754454	1.1714315	diversitree
64	4	21	-76.5956795159583	-76.5957071755906	2.76596322805744e-05	1.1700744	1.1656505	tensorphylo
128	4	21	-162.966698242255	-162.962279118714	0.0044191235411688	5.5546185	5.4748735	castor
128	4	21	-162.966698242255	-162.966701902387	3.66013225061579e-06	2.3091364	2.309571	diversitree
128	4	21	-162.966698242255	-162.966764238659	6.59964043165928e-05	2.0957929	2.076814	tensorphylo
256	4	21	-326.53318748109	-326.531598175185	0.00158930590475848	6.4517518	6.4343555	castor
256	4	21	-326.53318748109	-326.533195304477	7.82338730687115e-06	4.6678131	4.6411385	diversitree
256	4	21	-326.53318748109	-326.533325331958	0.000137850868327405	4.0094064	3.9966595	tensorphylo
512	4	21	-667.473004948392	-667.467341214252	0.00566373414051213	7.3942434	7.4005615	castor
512	4	21	-667.473004948392	-667.473018922905	1.39745128535651e-05	9.934382	9.695762	diversitree
512	4	21	-667.473004948392	-667.47327910554	0.000274157147714504	8.758707	8.730089	tensorphylo
1024	4	21	-1343.90933907845	-1343.87953304427	0.0298060341785913	7.5484157	7.4958865	castor
1024	4	21	-1343.90933907845	-1343.90937186467	3.27862162521342e-05	20.1722706	19.638672	diversitree
1024	4	21	-1343.90933907845	-1343.90996405119	0.000624972740979501	16.132434	16.047564	tensorphylo
32	8	21	-46.7664680406707	-46.7650447071787	0.0014233334919993	11.0092831	10.9718255	castor
32	8	21	-46.7664680406707	-46.7664693079435	1.26727277205418e-06	0.8413405	0.8440875	diversitree
32	8	21	-46.7664680406707	-46.7664912244867	2.3183815955008e-05	0.8945954	0.889126	tensorphylo
64	8	21	-79.5079116964322	-79.5047770766474	0.00313461978483076	11.0995979	11.087179	castor
64	8	21	-79.5079116964322	-79.5079138746487	2.17821644810101e-06	1.600804	1.5687215	diversitree
64	8	21	-79.5079116964322	-79.5079496938229	3.79973907058684e-05	1.4252584	1.410523	tensorphylo
128	8	21	-152.425944797977	-152.423209334349	0.00273546362763	11.6565296	11.4930995	castor
128	8	21	-152.425944797977	-152.425947937302	3.13932457629562e-06	3.1029292	3.11108	diversitree
128	8	21	-152.425944797977	-152.426010277811	6.54798340349316e-05	2.3751136	2.357664	tensorphylo
256	8	21	-312.009241598405	-312.002466272659	0.00677532574559336	15.1309188	15.080456	castor
256	8	21	-312.009241598405	-312.009248761395	7.16299064151826e-06	5.9990298	5.9922525	diversitree
256	8	21	-312.009241598405	-312.009392016628	0.000150418223654469	4.7492432	4.7556105	tensorphylo
512	8	21	-660.321952751338	-660.307990878246	0.013961873091489	16.0850298	16.086801	castor
512	8	21	-660.321952751338	-660.321969050362	1.62990243097738e-05	13.065224	12.658094	diversitree
512	8	21	-660.321952751338	-660.322253312538	0.000300561200788252	10.1567004	10.0736385	tensorphylo
1024	8	21	-1276.14125755296	-1276.14289903562	0.00164148266003394	29.2211387	29.2809905	castor
1024	8	21	-1276.14125755296	-1276.14129944627	4.1893310708474e-05	26.2728369	25.76809	diversitree
1024	8	21	-1276.14125755296	-1276.14177811895	0.000520565987471855	19.4075058	19.390909	tensorphylo
32	16	21	-37.8004727223925	-37.8003352898	0.0001374325925525	61.0273151	60.966221	castor
32	16	21	-37.8004727223925	-37.8004736226858	9.00293315453382e-07	1.2925127	1.280717	diversitree
32	16	21	-37.8004727223925	-37.8004987489636	2.60265710849694e-05	0.9010693	0.900073	tensorphylo
64	16	21	-80.3727822640676	-80.3728541180573	7.18539896951143e-05	88.6792198	88.873035	castor
64	16	21	-80.3727822640676	-80.372784662675	2.39860735007369e-06	2.4749855	2.453317	diversitree
64	16	21	-80.3727822640676	-80.3728188487522	3.65846846079876e-05	1.6332555	1.638319	tensorphylo
128	16	21	-152.964358389225	-152.962006055972	0.00235233325335571	89.1604696	89.1657545	castor
128	16	21	-152.964358389225	-152.964362524912	4.13568739077164e-06	5.0377766	5.0253905	diversitree
128	16	21	-152.964358389225	-152.964422334465	6.39452405550855e-05	2.8126451	2.856675	tensorphylo
256	16	21	-320.892883896315	-320.885460491923	0.00742340439234113	117.2192624	117.7145465	castor
256	16	21	-320.892883896315	-320.892893006544	9.11022885929924e-06	10.1244949	10.1036915	diversitree
256	16	21	-320.892883896315	-320.893018929335	0.000135033020342235	5.7143545	5.6346095	tensorphylo
512	16	21	-693.810292647819	-693.803663461995	0.00662918582440852	117.7433982	117.7106105	castor
512	16	21	-693.810292647819	-693.810312767614	2.01197951810173e-05	20.032436	19.625675	diversitree
512	16	21	-693.810292647819	-693.810592494759	0.000299846940038151	11.9187902	11.900701	tensorphylo
1024	16	21	-1337.7750854205	-1337.77839152715	0.00330610665128006	148.2065827	147.48028	castor
1024	16	21	-1337.7750854205	-1337.7751280583	4.26378026077145e-05	40.7959676	39.351513	diversitree
1024	16	21	-1337.7750854205	-1337.77565722196	0.000571801461774157	23.158522	22.8513295	tensorphylo
32	32	21	-32.1061166655727	-32.1055691406367	0.00054752493599608	461.7601794	462.2817035	castor
32	32	21	-32.1061166655727	-32.1061173005211	6.34948420952242e-07	1.8706168	1.8792965	diversitree
32	32	21	-32.1061166655727	-32.106126193894	9.52832129286207e-06	0.9007946	0.8915655	tensorphylo
64	32	21	-69.0773850190098	-69.0736736004109	0.00371141859895374	458.0577113	455.7403585	castor
64	32	21	-69.0773850190098	-69.0773867094823	1.6904724162714e-06	3.7102622	3.695002	diversitree
64	32	21	-69.0773850190098	-69.0774093193014	2.43002915141233e-05	1.7532297	1.7394455	tensorphylo
128	32	21	-179.329678935939	-179.322689968749	0.00698896718998299	688.7796148	690.358	castor
128	32	21	-179.329678935939	-179.329683889613	4.95367444841577e-06	7.9249187	7.941577	diversitree
128	32	21	-179.329678935939	-179.329745522709	6.6586770003596e-05	3.7142187	3.718618	tensorphylo
256	32	21	-324.83216186404	-324.823352967544	0.00880889649675964	920.0305864	920.8372245	castor
256	32	21	-324.83216186404	-324.832170980163	9.1161228965575e-06	15.6988877	15.6698105	diversitree
256	32	21	-324.83216186404	-324.832285808621	0.000123944580820989	6.6773174	6.7598955	tensorphylo
512	32	21	-710.906532479542	-710.888477056359	0.0180554231835686	927.3061963	929.5537015	castor
512	32	21	-710.906532479542	-710.906552648344	2.01688014840329e-05	32.6668607	31.6736685	diversitree
512	32	21	-710.906532479542	-710.906827700592	0.000295221049213978	14.0397079	13.874851	tensorphylo
1024	32	21	-1334.25540027232	-1334.22660527241	0.0287949999119519	937.0742618	939.9565085	castor
1024	32	21	-1334.25540027232	-1334.25543855778	3.82854639155994e-05	65.7050912	63.4414525	diversitree
1024	32	21	-1334.25540027232	-1334.25598346783	0.000583195511580925	26.4997514	26.2729845	tensorphylo
