ntips	nstates	rep	likelihood	mean_time	median_time	method
64	4	81	-189.830933778064	3.0393054	3.0319705	tensorphylo
64	4	81	-82.5966146654736	1.580468	1.570464	diversitree
128	4	81	-376.313678131918	6.1184997	6.1136125	tensorphylo
128	4	81	-174.0789618928	3.2947436	3.2763305	diversitree
256	4	81	-558.553162331898	9.8370849	9.887724	tensorphylo
256	4	81	-304.299886891895	6.4341628	6.438804	diversitree
512	4	81	-1270.85424066041	22.5434933	22.4571145	tensorphylo
512	4	81	-680.931690451154	14.3661376	13.177851	diversitree
1024	4	81	-2329.78660082308	41.2136879	41.1005935	tensorphylo
1024	4	81	-1279.22084112712	26.1389678	25.644721	diversitree
32	8	81	-67.638683015885	2.2390305	2.2337415	tensorphylo
32	8	81	-35.4649048134187	1.7864766	1.7630205	diversitree
64	8	81	-242.2252251698	4.6096095	4.6077645	tensorphylo
64	8	81	-78.7686080198295	3.4458655	3.436415	diversitree
128	8	81	-333.04449517896	8.5020183	8.4830435	tensorphylo
128	8	81	-166.540617555738	7.0214919	6.981357	diversitree
256	8	81	-677.328946243014	17.1160773	17.139353	tensorphylo
256	8	81	-324.99699352396	14.0233612	13.9799955	diversitree
512	8	81	-1392.12950614217	33.9124694	33.976372	tensorphylo
512	8	81	-670.097983317558	29.9371053	27.9560755	diversitree
1024	8	81	-2748.78653799892	67.273784	66.9577355	tensorphylo
1024	8	81	-1298.54947623758	58.9207023	56.2553005	diversitree
32	16	81	-83.9183063263945	4.2443692	4.224845	tensorphylo
32	16	81	-46.8198982857968	7.6667007	7.6360655	diversitree
64	16	81	-188.545238922803	8.3692357	8.364246	tensorphylo
64	16	81	-91.5102243818952	15.101899	15.0726045	diversitree
128	16	81	-387.600576602622	15.5591966	15.588446	tensorphylo
128	16	81	-167.298769177788	29.6125698	28.7795195	diversitree
256	16	81	-995.666807119484	32.2476644	32.4047395	tensorphylo
256	16	81	-355.312134862257	62.5590915	59.9117625	diversitree
512	16	81	-1421.04176310857	61.0704225	59.8520665	tensorphylo
512	16	81	-674.118548797408	119.6371308	120.583173	diversitree
1024	16	81	-3084.29697568324	124.7503679	124.4686815	tensorphylo
1024	16	81	-1386.34116914137	243.6354644	243.950287	diversitree
32	31	81	-129.109785954623	10.1387629	9.666283	tensorphylo
32	31	81	-39.6675593329432	43.2757542	41.808274	diversitree
64	31	81	-154.355455548853	17.8213921	17.7925855	tensorphylo
64	31	81	-82.6133752562124	88.0193043	88.575334	diversitree
128	31	81	-403.021951058384	34.4266996	34.585427	tensorphylo
128	31	81	-173.747802636331	173.7166884	172.4568855	diversitree
256	31	81	-742.318637650544	69.0122004	69.584544	tensorphylo
256	31	81	-314.607906089825	341.5716478	341.6157105	diversitree
512	31	81	-1465.78996135901	147.5398571	145.9094265	tensorphylo
512	31	81	-720.81629200219	699.1877477	700.3867845	diversitree
1024	31	81	-2875.70106479847	264.3484512	264.2740075	tensorphylo
1024	31	81	-1334.05501351521	1407.7981072	1400.6070885	diversitree
32	64	81	-121.452540786414	24.4160248	24.404799	tensorphylo
32	64	81	NA	NA	NA	diversitree
64	64	81	-152.90383356375	38.0463067	38.017045	tensorphylo
64	64	81	NA	NA	NA	diversitree
128	64	81	-401.676725428927	81.4883159	82.2036675	tensorphylo
128	64	81	NA	NA	NA	diversitree
256	64	81	-675.369989742	179.8383943	176.3582405	tensorphylo
256	64	81	NA	NA	NA	diversitree
512	64	81	-1868.51704620713	350.5763097	349.2155115	tensorphylo
512	64	81	NA	NA	NA	diversitree
1024	64	81	-3371.9988750637	762.6008569	762.405496	tensorphylo
1024	64	81	NA	NA	NA	diversitree
32	128	81	-123.969744005466	65.9524278	65.875807	tensorphylo
32	128	81	NA	NA	NA	diversitree
64	128	81	-212.036342323707	129.6723851	129.6848245	tensorphylo
64	128	81	NA	NA	NA	diversitree
128	128	81	-577.775444282923	267.9964877	269.1155335	tensorphylo
128	128	81	NA	NA	NA	diversitree
256	128	81	-1064.57815465414	543.4031842	542.081213	tensorphylo
256	128	81	NA	NA	NA	diversitree
512	128	81	-1528.76981798795	940.8281726	939.568546	tensorphylo
512	128	81	NA	NA	NA	diversitree
1024	128	81	-3503.39362564099	1989.1309203	1985.639307	tensorphylo
1024	128	81	NA	NA	NA	diversitree
32	2	82	-61.6503421884075	1.245621	1.2381795	tensorphylo
32	2	82	-41.8495162836998	0.581585	0.575886	diversitree
64	2	82	-116.84522912063	2.4126655	2.391858	tensorphylo
64	2	82	-85.4969538881477	1.1442116	1.140046	diversitree
128	2	82	-263.522666801826	4.2350622	4.2234715	tensorphylo
128	2	82	-165.852814042477	2.2927774	2.2911825	diversitree
256	2	82	-522.899851476452	8.6260515	8.622997	tensorphylo
256	2	82	-354.508203905138	4.6530695	4.608523	diversitree
512	2	82	-946.94224173902	15.835963	15.811076	tensorphylo
512	2	82	-652.339337353327	10.4858812	9.2606495	diversitree
1024	2	82	-2405.68972561616	35.1692301	34.6565825	tensorphylo
1024	2	82	-1375.69404518665	19.6778106	18.9566575	diversitree
32	4	82	-69.6252643874782	1.2343173	1.22836	tensorphylo
32	4	82	-33.9504587912881	0.7873599	0.767684	diversitree
64	4	82	-198.74929516345	2.7482218	2.738882	tensorphylo
64	4	82	-80.2443090410507	1.5637277	1.5566675	diversitree
128	4	82	-327.373289290037	5.3548788	5.3534725	tensorphylo
128	4	82	-161.18902078172	3.1910792	3.167332	diversitree
256	4	82	-672.973843978589	10.7545665	10.661681	tensorphylo
256	4	82	-330.541910736561	6.2690353	6.261397	diversitree
512	4	82	-1107.90308946486	21.1677465	21.1029665	tensorphylo
512	4	82	-645.259815657949	14.2260898	13.069406	diversitree
1024	4	82	-2509.64258274152	43.4564945	43.503993	tensorphylo
1024	4	82	-1332.3556252487	26.4795507	26.0760615	diversitree
32	8	82	-93.4592996965037	2.5680473	2.5763785	tensorphylo
32	8	82	-43.3189175604934	1.7514298	1.7385435	diversitree
64	8	82	-156.673096300311	4.4921076	4.485195	tensorphylo
64	8	82	-77.9134842788315	3.376268	3.3686625	diversitree
128	8	82	-315.416334698087	8.9261223	8.958541	tensorphylo
128	8	82	-165.719662134833	6.9604675	6.956429	diversitree
256	8	82	-705.629808125511	16.4108732	16.39385	tensorphylo
256	8	82	-329.718892259971	13.6577724	13.4464625	diversitree
512	8	82	-1295.92291524026	33.649561	33.693513	tensorphylo
512	8	82	-638.848586246102	29.3038972	28.071388	diversitree
1024	8	82	-2652.83225926714	68.8505825	68.9434475	tensorphylo
1024	8	82	-1372.53537321888	59.5114221	56.5351665	diversitree
32	16	82	-91.725977338653	2.6235777	2.6275055	tensorphylo
32	16	82	-24.0240045003735	6.3494978	6.3327575	diversitree
64	16	82	-170.125853011477	8.3795882	8.363139	tensorphylo
64	16	82	-90.0780248319668	14.9358654	14.856186	diversitree
128	16	82	-322.552757316555	14.756433	14.8156985	tensorphylo
128	16	82	-171.838210232444	29.7780786	28.559452	diversitree
256	16	82	-759.943161498906	27.8996841	27.8917875	tensorphylo
256	16	82	-317.822684003863	59.8636244	57.946899	diversitree
512	16	82	-1772.43291466735	62.608025	62.655175	tensorphylo
512	16	82	-713.209494681967	123.4850874	124.439469	diversitree
1024	16	82	-2335.6032559386	110.0504247	110.032315	tensorphylo
1024	16	82	-1299.2054763364	244.0422172	243.777021	diversitree
32	31	82	-157.954183619946	9.7573645	9.748529	tensorphylo
32	31	82	-40.3850499884451	42.5743344	41.171216	diversitree
64	31	82	-189.455338937739	17.8545652	18.4945465	tensorphylo
64	31	82	-86.6878021688023	89.1623843	90.4376975	diversitree
128	31	82	-394.498579159287	35.6457116	34.8379665	tensorphylo
128	31	82	-167.260493182602	181.9496647	182.065994	diversitree
256	31	82	-625.724551812999	71.1187517	71.403714	tensorphylo
256	31	82	-343.889373370693	349.9199284	350.9053265	diversitree
512	31	82	-1926.44723100864	135.9204038	133.286654	tensorphylo
512	31	82	-643.496125236196	691.6088034	692.186313	diversitree
1024	31	82	-3411.75178747778	300.9931483	296.771981	tensorphylo
1024	31	82	-1361.33080252248	1406.9534908	1405.5459895	diversitree
32	64	82	-115.608577231744	21.158952	21.1449505	tensorphylo
32	64	82	NA	NA	NA	diversitree
64	64	82	-139.762319704625	42.50142	41.228206	tensorphylo
64	64	82	NA	NA	NA	diversitree
128	64	82	-368.167480428836	83.4436715	83.3880345	tensorphylo
128	64	82	NA	NA	NA	diversitree
256	64	82	-770.579554387291	178.3287005	180.331571	tensorphylo
256	64	82	NA	NA	NA	diversitree
512	64	82	-1510.58694381272	328.9611589	332.681175	tensorphylo
512	64	82	NA	NA	NA	diversitree
1024	64	82	-3963.36440629716	725.0684155	725.716277	tensorphylo
1024	64	82	NA	NA	NA	diversitree
32	128	82	-114.144605273062	66.416269	66.3987825	tensorphylo
32	128	82	NA	NA	NA	diversitree
64	128	82	-206.169003645975	123.8073761	123.689702	tensorphylo
64	128	82	NA	NA	NA	diversitree
128	128	82	-486.817293196347	242.9531547	240.9774795	tensorphylo
128	128	82	NA	NA	NA	diversitree
256	128	82	-819.509572021107	555.2864192	554.8123895	tensorphylo
256	128	82	NA	NA	NA	diversitree
512	128	82	-1995.38615080846	973.7178109	975.2411085	tensorphylo
512	128	82	NA	NA	NA	diversitree
1024	128	82	-3758.65542986428	2171.8931107	2178.3389995	tensorphylo
1024	128	82	NA	NA	NA	diversitree
32	2	83	-56.4865491966332	1.3096999	1.3077975	tensorphylo
32	2	83	-46.3404992567345	0.583676	0.576952	diversitree
64	2	83	-175.062286009478	2.5264241	2.5197575	tensorphylo
64	2	83	-104.1124429263	1.1926162	1.1866015	diversitree
128	2	83	-280.808151078943	4.380686	4.3768115	tensorphylo
128	2	83	-164.039904493799	2.3181523	2.3156595	diversitree
256	2	83	-508.989335044303	8.7799368	8.759978	tensorphylo
256	2	83	-331.727724786025	4.7558073	4.7738555	diversitree
512	2	83	-1152.00644504385	17.2757928	17.356079	tensorphylo
512	2	83	-660.910936462003	10.6121407	9.443653	diversitree
1024	2	83	-1785.78500076814	32.1143406	31.8037	tensorphylo
1024	2	83	-1319.41985998667	19.3223324	18.6656805	diversitree
32	4	83	-74.6009036896152	1.2671624	1.259561	tensorphylo
32	4	83	-37.3471332466558	0.778918	0.769406	diversitree
64	4	83	-149.149528428848	2.6612813	2.6568615	tensorphylo
64	4	83	-75.426999557161	1.604986	1.6016855	diversitree
128	4	83	-491.668313275962	6.0048846	6.0141055	tensorphylo
128	4	83	-169.178958416418	3.1953268	3.193941	diversitree
256	4	83	-506.087753290654	11.3121665	11.3156925	tensorphylo
256	4	83	-334.497532185959	6.5590365	6.4621535	diversitree
512	4	83	-1021.74819948986	19.7372524	19.7433245	tensorphylo
512	4	83	-678.085932576919	14.2042983	12.854812	diversitree
1024	4	83	-2295.80491938144	42.4229009	42.326104	tensorphylo
1024	4	83	-1326.14494893181	26.3249397	25.4944355	diversitree
32	8	83	-58.4782781276514	1.5947483	1.5963555	tensorphylo
32	8	83	-30.8321115276485	1.7238737	1.7181255	diversitree
64	8	83	-141.214257585656	3.9386281	3.9355695	tensorphylo
64	8	83	-77.8727254070373	3.3938283	3.3759605	diversitree
128	8	83	-273.928612478286	9.0002421	9.013153	tensorphylo
128	8	83	-163.895591327456	6.9175405	6.9138505	diversitree
256	8	83	-589.07706856677	16.0986049	16.05888	tensorphylo
256	8	83	-326.688993082941	14.1104411	14.086452	diversitree
512	8	83	-1876.22615240766	34.542459	34.555456	tensorphylo
512	8	83	-660.274937950228	29.2582478	27.801403	diversitree
1024	8	83	-2631.21670258278	69.8916135	69.840958	tensorphylo
1024	8	83	-1373.1175622735	59.2826503	56.833831	diversitree
32	16	83	-101.973695943857	3.9418179	3.9390545	tensorphylo
32	16	83	-44.0576271701439	7.2029169	7.1971605	diversitree
64	16	83	-192.470084863603	8.2726356	8.2162565	tensorphylo
64	16	83	-79.5955979398467	14.606906	14.6427195	diversitree
128	16	83	-569.094806952963	17.1183118	17.0989065	tensorphylo
128	16	83	-183.207421429606	31.6428529	30.3241945	diversitree
256	16	83	-844.297011341423	32.6832648	32.7429075	tensorphylo
256	16	83	-355.492093478543	62.9776728	60.4878125	diversitree
512	16	83	-1277.4431305296	63.1929105	63.143116	tensorphylo
512	16	83	-686.703312605657	122.1813284	123.8313775	diversitree
1024	16	83	-2775.3571911777	116.8008328	116.6009045	tensorphylo
1024	16	83	-1362.09167044189	246.2835847	247.059768	diversitree
32	31	83	-82.8240021550109	7.440106	7.4582895	tensorphylo
32	31	83	-36.6544933993709	43.1463377	41.668177	diversitree
64	31	83	-182.784595820057	17.2580152	16.543295	tensorphylo
64	31	83	-86.9212308649026	86.2562879	87.082811	diversitree
128	31	83	-390.583623069893	38.0233836	37.636155	tensorphylo
128	31	83	-182.92340424534	184.6108927	184.341699	diversitree
256	31	83	-918.874700871886	69.2439365	69.0372555	tensorphylo
256	31	83	-330.536692808466	349.4104706	351.3126615	diversitree
512	31	83	-1509.73242131458	136.0951581	132.4140305	tensorphylo
512	31	83	-666.273783210133	702.1050781	703.5636695	diversitree
1024	31	83	-3147.93669392098	267.2424854	267.20725	tensorphylo
1024	31	83	-1267.0313636023	1392.928916	1389.619314	diversitree
32	64	83	-77.3087276648095	23.7787741	23.9080635	tensorphylo
32	64	83	NA	NA	NA	diversitree
64	64	83	-167.275002737015	37.0587397	36.8254825	tensorphylo
64	64	83	NA	NA	NA	diversitree
128	64	83	-400.085976663172	91.0206109	92.183703	tensorphylo
128	64	83	NA	NA	NA	diversitree
256	64	83	-676.727333400842	190.2409389	188.3636145	tensorphylo
256	64	83	NA	NA	NA	diversitree
512	64	83	-1839.93271975415	333.0003518	335.868105	tensorphylo
512	64	83	NA	NA	NA	diversitree
1024	64	83	-3261.69525930371	712.0298702	711.2642485	tensorphylo
1024	64	83	NA	NA	NA	diversitree
32	128	83	-122.786298770615	79.6705112	79.6710565	tensorphylo
32	128	83	NA	NA	NA	diversitree
64	128	83	-335.860577951881	164.682199	164.419102	tensorphylo
64	128	83	NA	NA	NA	diversitree
128	128	83	-534.161430451625	294.921651	294.512758	tensorphylo
128	128	83	NA	NA	NA	diversitree
256	128	83	-704.653969102728	495.4933394	495.5031835	tensorphylo
256	128	83	NA	NA	NA	diversitree
512	128	83	-2164.11958721698	1067.281455	1069.6244205	tensorphylo
512	128	83	NA	NA	NA	diversitree
1024	128	83	-3835.27135167982	2096.3995934	2100.92364	tensorphylo
1024	128	83	NA	NA	NA	diversitree
32	2	84	-73.059736208789	1.2474332	1.2553995	tensorphylo
32	2	84	-42.4384461113396	0.5814169	0.5729955	diversitree
64	2	84	-136.817804610151	2.2500226	2.2303795	tensorphylo
64	2	84	-84.7187096611077	1.1488323	1.136479	diversitree
128	2	84	-344.755397143069	4.25949	4.260515	tensorphylo
128	2	84	-169.381388602473	2.2681528	2.26361	diversitree
256	2	84	-667.319661852135	8.5271431	8.4971475	tensorphylo
256	2	84	-337.171414367645	4.6833931	4.676706	diversitree
512	2	84	-1260.67760561381	17.0423388	17.041773	tensorphylo
512	2	84	-665.67427966812	10.7798471	9.5522415	diversitree
1024	2	84	-2323.89000301392	35.58718	35.878075	tensorphylo
1024	2	84	-1373.697322001	19.4941511	18.715762	diversitree
32	4	84	-84.8126427850173	1.8201663	1.8380915	tensorphylo
32	4	84	-52.9580092721185	0.8718609	0.849397	diversitree
64	4	84	-132.455906079712	2.7125928	2.702515	tensorphylo
64	4	84	-79.5603784677997	1.6091024	1.611177	diversitree
128	4	84	-260.006435989384	5.3450142	5.3390815	tensorphylo
128	4	84	-175.329676148812	3.2356462	3.246708	diversitree
256	4	84	-549.644486860343	9.6393624	9.640863	tensorphylo
256	4	84	-335.316984648175	6.4883484	6.3652705	diversitree
512	4	84	-1145.2406287938	20.3470864	20.3478285	tensorphylo
512	4	84	-663.603773626863	13.2601872	12.7681995	diversitree
1024	4	84	-2528.91152593943	43.0922095	43.1947095	tensorphylo
1024	4	84	-1345.99205629008	26.2643089	26.3071375	diversitree
32	8	84	-79.9047630222458	2.1184577	2.122898	tensorphylo
32	8	84	-39.4439561823856	1.6589379	1.6346495	diversitree
64	8	84	-130.18923809688	4.598355	4.6109625	tensorphylo
64	8	84	-80.1937456389483	3.4626017	3.4639465	diversitree
128	8	84	-328.223443301329	8.9342034	8.754033	tensorphylo
128	8	84	-155.369293635618	6.9519846	6.800383	diversitree
256	8	84	-759.852724326404	17.2646695	17.288962	tensorphylo
256	8	84	-318.676158444191	14.0844512	14.068125	diversitree
512	8	84	-1555.11400122264	33.4526298	33.3620075	tensorphylo
512	8	84	-624.340306560967	28.5676274	27.9776415	diversitree
1024	8	84	-2437.82511876549	69.2291478	68.6172105	tensorphylo
1024	8	84	-1338.84463641645	58.5683196	56.040317	diversitree
32	16	84	-102.969602066419	3.8524215	3.8378665	tensorphylo
32	16	84	-37.7888072397758	7.5228358	7.5205275	diversitree
64	16	84	-149.336530679785	6.0171518	6.0198045	tensorphylo
64	16	84	-71.8895110611931	13.4888606	13.4716775	diversitree
128	16	84	-399.301379921586	14.8801751	14.860409	tensorphylo
128	16	84	-167.722992528416	30.9922075	29.5378965	diversitree
256	16	84	-858.039588613025	30.1763649	30.3866785	tensorphylo
256	16	84	-323.13210091787	60.6460192	58.3586415	diversitree
512	16	84	-1586.5022915351	58.8676401	58.7730695	tensorphylo
512	16	84	-642.487602419183	120.0433916	121.1246395	diversitree
1024	16	84	-3062.0566490724	118.9550343	118.143673	tensorphylo
1024	16	84	-1267.10874578319	240.535479	240.1802755	diversitree
32	31	84	-110.930784027057	11.4330591	11.276558	tensorphylo
32	31	84	-49.2062533174288	48.9860128	47.9412385	diversitree
64	31	84	-149.55405926934	22.4476517	22.6648	tensorphylo
64	31	84	-95.6680037348912	91.7460526	92.388785	diversitree
128	31	84	-340.753606543126	33.7440906	34.043571	tensorphylo
128	31	84	-161.152897805724	177.5292866	178.4567845	diversitree
256	31	84	-806.524615159446	71.5317324	71.1327245	tensorphylo
256	31	84	-342.753309317927	352.6417954	352.3696825	diversitree
512	31	84	-1712.95316889111	145.4912757	144.1651225	tensorphylo
512	31	84	-723.201961473356	721.3770871	720.186402	diversitree
1024	31	84	-3142.24521224074	266.4066758	266.891345	tensorphylo
1024	31	84	-1318.21647976026	1405.1738776	1399.9239465	diversitree
32	64	84	-122.678055045524	31.9378233	31.93121	tensorphylo
32	64	84	NA	NA	NA	diversitree
64	64	84	-211.784418462234	47.4751751	47.431137	tensorphylo
64	64	84	NA	NA	NA	diversitree
128	64	84	-513.042756009745	96.961146	97.713619	tensorphylo
128	64	84	NA	NA	NA	diversitree
256	64	84	-938.512802780296	191.1172196	189.925243	tensorphylo
256	64	84	NA	NA	NA	diversitree
512	64	84	-1752.70155099497	338.6914347	342.767749	tensorphylo
512	64	84	NA	NA	NA	diversitree
1024	64	84	-3501.04294034701	689.4257871	692.718903	tensorphylo
1024	64	84	NA	NA	NA	diversitree
32	128	84	-84.198657137334	58.4487308	58.3840205	tensorphylo
32	128	84	NA	NA	NA	diversitree
64	128	84	-227.229262850805	136.842748	136.7316175	tensorphylo
64	128	84	NA	NA	NA	diversitree
128	128	84	-429.724392598112	227.2910768	227.258818	tensorphylo
128	128	84	NA	NA	NA	diversitree
256	128	84	-772.962151827479	487.5829634	487.120057	tensorphylo
256	128	84	NA	NA	NA	diversitree
512	128	84	-2280.19864569647	1068.3358725	1074.066258	tensorphylo
512	128	84	NA	NA	NA	diversitree
1024	128	84	-3069.04874316471	2162.136722	2162.420975	tensorphylo
1024	128	84	NA	NA	NA	diversitree
32	2	85	-67.9138319749711	1.2489174	1.2447395	tensorphylo
32	2	85	-47.2746786965371	0.5902811	0.5823435	diversitree
64	2	85	-154.306234809366	2.4335386	2.3878195	tensorphylo
64	2	85	-89.8631088845378	1.1610749	1.1551545	diversitree
128	2	85	-212.673339365487	3.9607189	3.9490995	tensorphylo
128	2	85	-166.692432788946	2.3039376	2.303831	diversitree
256	2	85	-494.906484788985	7.9988007	8.0129785	tensorphylo
256	2	85	-333.165931961887	4.8311653	4.789661	diversitree
512	2	85	-878.968756804748	15.3481901	15.319978	tensorphylo
512	2	85	-647.910731963642	9.7173444	9.1640945	diversitree
1024	2	85	-2308.90719533036	34.9149481	35.292554	tensorphylo
1024	2	85	-1347.57006685769	19.3264201	18.9144685	diversitree
32	4	85	-85.5008234783654	1.8244549	1.8203385	tensorphylo
32	4	85	-53.3125850695771	0.8230791	0.8204305	diversitree
64	4	85	-155.07683062299	3.1574715	3.153269	tensorphylo
64	4	85	-88.233614706367	1.586126	1.579279	diversitree
128	4	85	-334.194003011979	6.5112305	6.505142	tensorphylo
128	4	85	-190.096890894077	3.272497	3.281763	diversitree
256	4	85	-686.379681009209	9.7040932	9.714581	tensorphylo
256	4	85	-305.678410679342	6.6135009	6.5922465	diversitree
512	4	85	-1253.81734075428	20.5496182	20.526896	tensorphylo
512	4	85	-672.419574077612	13.3033192	13.065798	diversitree
1024	4	85	-2221.60044908998	42.3465097	42.1799595	tensorphylo
1024	4	85	-1299.94856183424	26.2617136	25.641523	diversitree
32	8	85	-40.55129287765	1.5229696	1.5145195	tensorphylo
32	8	85	-30.7749791614503	1.6903808	1.6668755	diversitree
64	8	85	-191.126715572667	4.5231692	4.5051415	tensorphylo
64	8	85	-83.3374373945386	3.5372996	3.5427075	diversitree
128	8	85	-297.111233004612	7.709353	7.7210175	tensorphylo
128	8	85	-163.047333186178	6.9887452	6.959422	diversitree
256	8	85	-684.444917823286	16.9656032	16.9684035	tensorphylo
256	8	85	-323.136461696119	14.2037284	14.115644	diversitree
512	8	85	-1904.31674658873	38.6924544	38.656604	tensorphylo
512	8	85	-710.81307365392	29.499254	28.1755895	diversitree
1024	8	85	-2748.34203584591	71.8570551	71.5942205	tensorphylo
1024	8	85	-1370.48566410993	59.2416503	56.532686	diversitree
32	16	85	-55.1317224019625	3.2605373	3.253268	tensorphylo
32	16	85	-30.8849368736709	7.1173171	7.1355375	diversitree
64	16	85	-173.225987493642	6.6445256	6.6489905	tensorphylo
64	16	85	-68.5764632783748	14.312895	14.333764	diversitree
128	16	85	-415.187078435664	16.948457	16.9037055	tensorphylo
128	16	85	-189.315846785299	30.7770723	29.983915	diversitree
256	16	85	-658.905626542624	27.0057447	27.030275	tensorphylo
256	16	85	-321.489231623197	59.7960359	57.640055	diversitree
512	16	85	-1448.24632755171	58.229184	58.3194455	tensorphylo
512	16	85	-656.964514032875	119.4093553	120.640737	diversitree
1024	16	85	-3515.65939333563	118.9969568	118.915252	tensorphylo
1024	16	85	-1303.65734714828	243.0202184	243.107942	diversitree
32	31	85	-99.1752076124008	9.4444197	9.524874	tensorphylo
32	31	85	-39.2971893685822	43.7671884	42.594408	diversitree
64	31	85	-142.265428077748	16.4691998	16.3586925	tensorphylo
64	31	85	-80.8450721738973	84.6077927	85.399884	diversitree
128	31	85	-395.021293335628	36.9287738	36.4835425	tensorphylo
128	31	85	-164.689513969034	169.1898169	167.9580785	diversitree
256	31	85	-761.468190890163	75.4410578	74.0457335	tensorphylo
256	31	85	-352.059976940918	357.2394001	358.4581825	diversitree
512	31	85	-1557.03613106624	137.7837964	136.877844	tensorphylo
512	31	85	-694.764596324035	705.7254724	706.5027955	diversitree
1024	31	85	-3004.91173615958	266.370358	264.1351405	tensorphylo
1024	31	85	-1321.45711578302	1386.695727	1386.9228055	diversitree
32	64	85	-111.59152294521	23.8623608	23.8366825	tensorphylo
32	64	85	NA	NA	NA	diversitree
64	64	85	-234.594794796895	42.0111297	41.6752905	tensorphylo
64	64	85	NA	NA	NA	diversitree
128	64	85	-536.4950308797	96.484316	95.226149	tensorphylo
128	64	85	NA	NA	NA	diversitree
256	64	85	-1062.51646293569	189.8447149	189.19286	tensorphylo
256	64	85	NA	NA	NA	diversitree
512	64	85	-1841.9326328512	358.0144231	357.7259225	tensorphylo
512	64	85	NA	NA	NA	diversitree
1024	64	85	-2942.09112848876	623.9447773	622.131417	tensorphylo
1024	64	85	NA	NA	NA	diversitree
32	128	85	-89.1007520244415	61.9598109	61.84768	tensorphylo
32	128	85	NA	NA	NA	diversitree
64	128	85	-223.627748309737	146.7933824	146.5635815	tensorphylo
64	128	85	NA	NA	NA	diversitree
128	128	85	-433.104532849441	285.1335324	283.4595885	tensorphylo
128	128	85	NA	NA	NA	diversitree
256	128	85	-775.636003845174	560.297226	561.18955	tensorphylo
256	128	85	NA	NA	NA	diversitree
512	128	85	-1408.54104519997	895.9122421	895.4848745	tensorphylo
512	128	85	NA	NA	NA	diversitree
1024	128	85	-3499.06238552753	2027.1267478	2030.1383905	tensorphylo
1024	128	85	NA	NA	NA	diversitree
32	2	86	-84.2683179553256	1.5078693	1.480797	tensorphylo
32	2	86	-54.1958296746559	0.5850618	0.577731	diversitree
64	2	86	-140.179977370539	2.4246744	2.3997915	tensorphylo
64	2	86	-94.0393145354926	1.1812797	1.174691	diversitree
128	2	86	-243.131672446103	4.455962	4.458463	tensorphylo
128	2	86	-159.218036893663	2.2847455	2.281855	diversitree
256	2	86	-650.328220277976	8.6051046	8.5982945	tensorphylo
256	2	86	-349.701945566415	4.703848	4.6191215	diversitree
512	2	86	-898.630876775962	15.9095703	15.8848145	tensorphylo
512	2	86	-643.764412350338	9.7093699	9.276947	diversitree
1024	2	86	-1959.82294671931	33.9397139	34.118888	tensorphylo
1024	2	86	-1332.64035451667	19.3185399	18.713671	diversitree
32	4	86	-60.1410158097153	1.1742482	1.1705295	tensorphylo
32	4	86	-35.963476554806	0.7937026	0.78433	diversitree
64	4	86	-146.516598131916	2.6716502	2.6731385	tensorphylo
64	4	86	-79.2875918113294	1.5948057	1.587028	diversitree
128	4	86	-362.406706232458	5.2341133	5.2238305	tensorphylo
128	4	86	-168.96956025291	3.1613337	3.1477545	diversitree
256	4	86	-533.675849764623	11.6052099	11.627395	tensorphylo
256	4	86	-327.472319407849	6.4570367	6.400018	diversitree
512	4	86	-1297.30347978988	20.6501338	20.592783	tensorphylo
512	4	86	-635.244532337386	13.3849297	13.1567565	diversitree
1024	4	86	-2398.44399650071	44.3158258	44.445476	tensorphylo
1024	4	86	-1333.98897599636	26.6224275	26.2234155	diversitree
32	8	86	-80.1088101891018	2.2833925	2.281732	tensorphylo
32	8	86	-39.9117079741256	1.6874165	1.687191	diversitree
64	8	86	-130.695834527702	3.6089225	3.6039	tensorphylo
64	8	86	-72.1834535421243	3.3910567	3.3832175	diversitree
128	8	86	-321.705369517078	8.5659824	8.571009	tensorphylo
128	8	86	-158.195575984941	7.0706919	7.038511	diversitree
256	8	86	-692.92415680584	16.5196585	16.538088	tensorphylo
256	8	86	-324.817814555216	13.9041988	13.8225555	diversitree
512	8	86	-1246.70613789783	33.8022204	34.167063	tensorphylo
512	8	86	-649.771245004167	29.6892808	28.387785	diversitree
1024	8	86	-2917.94621467928	68.3361555	68.272954	tensorphylo
1024	8	86	-1311.70423493833	59.6972054	57.0597205	diversitree
32	16	86	-113.285392797329	4.9410658	4.888963	tensorphylo
32	16	86	-50.5701847614899	7.5347627	7.544082	diversitree
64	16	86	-197.569716410989	8.149939	8.121075	tensorphylo
64	16	86	-82.7248072015357	14.2557492	14.237045	diversitree
128	16	86	-372.106860631331	13.2845904	13.3576565	tensorphylo
128	16	86	-147.310793287052	29.5903478	28.544692	diversitree
256	16	86	-955.030263939506	30.0425573	30.083299	tensorphylo
256	16	86	-334.213383143158	61.0870357	59.3689635	diversitree
512	16	86	-1545.65955072518	60.9367666	60.696359	tensorphylo
512	16	86	-660.92582269347	123.9422046	125.2400555	diversitree
1024	16	86	-2716.61099807929	125.5560712	125.767459	tensorphylo
1024	16	86	-1401.21923291375	247.132584	246.077859	diversitree
32	31	86	-112.635242459507	11.9727544	11.397385	tensorphylo
32	31	86	-52.4445262680258	45.3903661	43.759177	diversitree
