ntips	nstates	rep	likelihood	mean_time	median_time	method
128	2	15	-127.311998431657	2.3301161	2.3336585	diversitree
256	2	15	-536.216708834614	9.3112066	9.264483	tensorphylo
256	2	15	-363.790384465614	4.8541827	4.803027	diversitree
512	2	15	-1334.30538497744	16.3316776	16.20115	tensorphylo
512	2	15	-674.479340662733	9.5655132	9.2476935	diversitree
1024	2	15	-2025.95140742072	32.6447412	32.776999	tensorphylo
1024	2	15	-1337.49334248024	20.0891185	18.5892975	diversitree
32	4	15	-88.0220807068917	1.846435	1.8447745	tensorphylo
32	4	15	-52.1246887743048	0.8058919	0.7950925	diversitree
64	4	15	-119.864121847319	2.3256348	2.302478	tensorphylo
64	4	15	-68.9777642093015	1.5850723	1.584199	diversitree
128	4	15	-358.18593325487	5.7059659	5.701624	tensorphylo
128	4	15	-161.055728592141	3.2643667	3.260402	diversitree
256	4	15	-544.934458423339	9.3299395	9.329878	tensorphylo
256	4	15	-311.036250540725	6.484929	6.4959375	diversitree
512	4	15	-1339.14415650386	21.732788	21.716511	tensorphylo
512	4	15	-714.94642103769	13.2288099	12.829597	diversitree
1024	4	15	-2848.35771049418	42.5817677	42.979234	tensorphylo
1024	4	15	-1365.48970072785	26.5169591	25.829016	diversitree
32	8	15	-113.427103282001	2.2173251	2.196575	tensorphylo
32	8	15	-34.5626802612505	1.7474077	1.7380515	diversitree
64	8	15	-282.295298380597	4.5895195	4.5998515	tensorphylo
64	8	15	-76.7246913314814	3.5107849	3.492257	diversitree
128	8	15	-447.002965140886	7.8498026	7.832763	tensorphylo
128	8	15	-145.794734016166	7.0045999	6.993985	diversitree
256	8	15	-540.740057599804	17.6259697	17.5778685	tensorphylo
256	8	15	-335.212123504248	13.8200299	13.7583905	diversitree
512	8	15	-1333.65124366015	35.3075518	35.2035225	tensorphylo
512	8	15	-670.921410691133	29.6191585	27.8474665	diversitree
1024	8	15	-2712.34761413252	65.081883	64.556632	tensorphylo
1024	8	15	-1317.35403470712	58.2890481	55.941384	diversitree
32	16	15	-102.897402478414	3.8509865	3.8475015	tensorphylo
32	16	15	-40.5602956870961	7.2727153	7.232031	diversitree
64	16	15	-142.033099772355	6.9372082	6.914035	tensorphylo
64	16	15	-80.4788039056121	14.5667383	14.5143895	diversitree
128	16	15	-476.348432201516	14.3066876	14.234872	tensorphylo
128	16	15	-148.018045593577	29.4484181	28.7348295	diversitree
256	16	15	-1007.60800352651	31.2878749	31.1393565	tensorphylo
256	16	15	-332.548241111589	62.1774635	59.5229595	diversitree
512	16	15	-1454.14799905033	64.1599898	64.0748	tensorphylo
512	16	15	-692.797986986053	123.8774041	125.2772425	diversitree
1024	16	15	-2879.2216177259	112.350332	111.833199	tensorphylo
1024	16	15	-1287.35540752113	241.5505816	242.530457	diversitree
32	31	15	-78.8252249561919	9.1820402	9.115489	tensorphylo
32	31	15	-44.9171828379868	47.161316	45.52927	diversitree
64	31	15	-170.624384767926	15.26471	15.131993	tensorphylo
64	31	15	-77.8436743772179	84.5538941	84.998822	diversitree
128	31	15	-423.778915024478	33.901752	33.068058	tensorphylo
128	31	15	-167.974623574109	171.7016122	171.8570965	diversitree
256	31	15	-760.938324656639	75.211179	74.626437	tensorphylo
256	31	15	-351.808467899043	358.1670456	359.567335	diversitree
512	31	15	-1519.53890655397	137.9313554	137.808052	tensorphylo
512	31	15	-710.798742246927	705.4878815	705.347805	diversitree
1024	31	15	-2664.82685466566	281.960403	283.0180185	tensorphylo
1024	31	15	-1314.46471237971	1402.1520669	1399.692071	diversitree
32	64	15	-158.090200776272	21.4016884	21.386297	tensorphylo
32	64	15	NA	NA	NA	diversitree
64	64	15	-267.824552359517	53.0243078	53.2943215	tensorphylo
64	64	15	NA	NA	NA	diversitree
128	64	15	-346.025189417648	93.9864197	93.304028	tensorphylo
128	64	15	NA	NA	NA	diversitree
256	64	15	-928.454981352314	179.8571395	179.2835905	tensorphylo
256	64	15	NA	NA	NA	diversitree
512	64	15	-1880.95829601792	351.6245526	351.529162	tensorphylo
512	64	15	NA	NA	NA	diversitree
1024	64	15	-3775.68786945518	678.2238614	676.9918975	tensorphylo
1024	64	15	NA	NA	NA	diversitree
32	128	15	-147.308404938803	75.4702662	75.4684745	tensorphylo
32	128	15	NA	NA	NA	diversitree
64	128	15	-175.41511722206	121.7665396	121.619858	tensorphylo
64	128	15	NA	NA	NA	diversitree
128	128	15	-571.394451953505	281.8886694	282.28459	tensorphylo
128	128	15	NA	NA	NA	diversitree
256	128	15	-706.997001357574	528.914432	530.3234585	tensorphylo
256	128	15	NA	NA	NA	diversitree
512	128	15	-1567.57492682676	952.6274396	954.082587	tensorphylo
512	128	15	NA	NA	NA	diversitree
1024	128	15	-3643.82012849069	1883.9502665	1885.0337325	tensorphylo
1024	128	15	NA	NA	NA	diversitree
32	2	16	-71.1441093735796	1.2410782	1.243243	tensorphylo
32	2	16	-45.1338509524585	0.6091411	0.5911585	diversitree
64	2	16	-118.750528340051	2.0152525	1.9853635	tensorphylo
64	2	16	-71.4887451738581	1.1318583	1.1252655	diversitree
128	2	16	-201.234355689297	4.0854081	4.0808325	tensorphylo
128	2	16	-157.326886985576	2.3032734	2.3241465	diversitree
256	2	16	-515.507916796343	7.837396	7.831246	tensorphylo
256	2	16	-321.357047812328	4.6620854	4.610655	diversitree
512	2	16	-1118.73040162272	16.9901417	16.968998	tensorphylo
512	2	16	-651.754071379501	9.6509695	9.2706125	diversitree
1024	2	16	-2076.66840466565	35.8494529	35.7851075	tensorphylo
1024	2	16	-1386.14299938473	19.6020385	18.852989	diversitree
32	4	16	-83.1812700597307	1.4920433	1.484159	tensorphylo
32	4	16	-39.4102463164863	0.7690206	0.761862	diversitree
64	4	16	-136.518638468886	2.2362753	2.239174	tensorphylo
64	4	16	-66.7837237129763	1.5485536	1.536434	diversitree
128	4	16	-283.722064203516	5.2995739	5.3050515	tensorphylo
128	4	16	-170.50183969176	3.1861059	3.1812105	diversitree
256	4	16	-718.82278514611	10.8551805	10.932404	tensorphylo
256	4	16	-335.918093598536	6.5476836	6.5619885	diversitree
512	4	16	-1136.64829414569	21.2594922	21.338983	tensorphylo
512	4	16	-701.543448037314	13.1341655	12.657561	diversitree
1024	4	16	-3085.02082666331	46.2143636	46.225655	tensorphylo
1024	4	16	-1379.02921514288	26.470379	25.7196895	diversitree
32	8	16	-125.115414317284	3.3019719	3.2860065	tensorphylo
32	8	16	-60.4733472463907	1.9811487	1.968615	diversitree
64	8	16	-161.871381668093	4.6141605	4.612705	tensorphylo
64	8	16	-80.7949307607343	3.4309825	3.427641	diversitree
128	8	16	-345.077164351913	9.2303382	9.2288335	tensorphylo
128	8	16	-176.546443299408	7.0214222	7.0020415	diversitree
256	8	16	-705.451067772977	16.9100646	16.940052	tensorphylo
256	8	16	-322.15955968839	14.1072103	13.91786	diversitree
512	8	16	-1582.58554938006	34.8712052	34.818881	tensorphylo
512	8	16	-683.755881402647	29.6116883	28.2702175	diversitree
1024	8	16	-2538.10984176384	75.1156572	75.460746	tensorphylo
1024	8	16	-1408.52601747755	59.177678	56.326087	diversitree
32	16	16	-107.453448502534	4.3340936	4.327263	tensorphylo
32	16	16	-45.1444525174926	7.1759512	7.1794485	diversitree
64	16	16	-187.305394382712	7.781349	7.771755	tensorphylo
64	16	16	-87.4042327875439	14.3107302	14.280505	diversitree
128	16	16	-422.625344547709	15.67963	15.640516	tensorphylo
128	16	16	-173.060455225875	30.1184032	29.226891	diversitree
256	16	16	-587.476611624569	24.0891974	24.158471	tensorphylo
256	16	16	-311.952393317634	60.8383379	58.431888	diversitree
512	16	16	-1290.50000723808	62.6626452	62.4630285	tensorphylo
512	16	16	-693.051959909031	122.3360255	123.6023515	diversitree
1024	16	16	-2622.1838550474	113.6118938	113.7419335	tensorphylo
1024	16	16	-1354.42842175566	242.230214	242.203646	diversitree
32	31	16	-139.456962265564	11.9862844	12.2606195	tensorphylo
32	31	16	-49.7831460683126	48.3692908	47.0990985	diversitree
64	31	16	-200.946832847763	16.2900298	15.774094	tensorphylo
64	31	16	-81.5212281957428	88.0350237	88.540853	diversitree
128	31	16	-374.594581912672	36.4288608	36.8047365	tensorphylo
128	31	16	-162.361193723689	175.6900266	176.0597605	diversitree
256	31	16	-779.231371374513	68.3662413	66.3705745	tensorphylo
256	31	16	-340.80264187545	353.1029962	354.588992	diversitree
512	31	16	-1628.90304036736	143.6328728	141.5059855	tensorphylo
512	31	16	-691.298943526806	706.7049788	706.3401485	diversitree
1024	31	16	-3060.38759735056	284.9573349	284.789977	tensorphylo
1024	31	16	-1382.5411985941	1424.3609961	1421.623012	diversitree
32	64	16	-101.973576763004	23.815137	23.7900245	tensorphylo
32	64	16	NA	NA	NA	diversitree
64	64	16	-136.984382028302	41.698845	40.97745	tensorphylo
64	64	16	NA	NA	NA	diversitree
128	64	16	-463.024573934192	99.1670362	98.106399	tensorphylo
128	64	16	NA	NA	NA	diversitree
256	64	16	-858.232063228499	173.5605071	174.1236995	tensorphylo
256	64	16	NA	NA	NA	diversitree
512	64	16	-1552.73351009016	345.4278208	344.3112555	tensorphylo
512	64	16	NA	NA	NA	diversitree
1024	64	16	-2545.41953190563	611.6991392	610.945961	tensorphylo
1024	64	16	NA	NA	NA	diversitree
32	128	16	-105.477392109061	60.7491465	60.7104835	tensorphylo
32	128	16	NA	NA	NA	diversitree
64	128	16	-259.238773267373	122.0759871	122.079632	tensorphylo
64	128	16	NA	NA	NA	diversitree
128	128	16	-311.972564399136	224.9811983	224.6833005	tensorphylo
128	128	16	NA	NA	NA	diversitree
256	128	16	-795.417030695268	562.3690134	562.4599145	tensorphylo
256	128	16	NA	NA	NA	diversitree
512	128	16	-1553.74026903815	1008.5585941	1008.294222	tensorphylo
512	128	16	NA	NA	NA	diversitree
1024	128	16	-3621.9569385954	2071.0765625	2076.5028715	tensorphylo
1024	128	16	NA	NA	NA	diversitree
32	2	17	-43.4865815228724	0.8867111	0.880352	tensorphylo
32	2	17	-29.2403325639827	0.5618435	0.556001	diversitree
64	2	17	-101.697347914102	2.1544434	2.1481745	tensorphylo
64	2	17	-75.6392844411734	1.171083	1.164605	diversitree
128	2	17	-316.760863187041	4.0653304	4.045388	tensorphylo
128	2	17	-158.745343538484	2.3303949	2.315024	diversitree
256	2	17	-540.428110566959	8.2247722	8.2064165	tensorphylo
256	2	17	-320.289272663505	4.7268531	4.66662	diversitree
512	2	17	-933.452942089064	16.1441764	16.1851395	tensorphylo
512	2	17	-660.332695351826	9.8126038	9.616263	diversitree
1024	2	17	-1914.72606798033	33.2950627	33.3356035	tensorphylo
1024	2	17	-1376.95787490455	19.2619394	18.5539145	diversitree
32	4	17	-95.9507181011093	1.6292334	1.6176345	tensorphylo
32	4	17	-41.367769360767	0.8069907	0.799664	diversitree
64	4	17	-153.194978992365	2.8385489	2.8340225	tensorphylo
64	4	17	-79.5935133165644	1.5510136	1.5442035	diversitree
128	4	17	-303.390923574692	6.0043147	5.9960655	tensorphylo
128	4	17	-182.9181630014	3.2523168	3.249209	diversitree
256	4	17	-541.767257590782	10.2985481	10.2925375	tensorphylo
256	4	17	-339.879836698606	6.4896522	6.453892	diversitree
512	4	17	-1784.84370597059	26.0236143	26.013106	tensorphylo
512	4	17	-751.486802049515	13.3359552	13.072071	diversitree
1024	4	17	-2929.95348900974	48.0504584	47.877217	tensorphylo
1024	4	17	-1402.44732661815	26.5109321	25.9929135	diversitree
32	8	17	-47.7788776588263	1.4976316	1.4857375	tensorphylo
32	8	17	-26.966270787856	1.6905407	1.677597	diversitree
64	8	17	-114.237033596654	3.3215904	3.29681	tensorphylo
64	8	17	-65.5478425331065	3.4239305	3.41161	diversitree
128	8	17	-375.921414639033	10.3517415	10.306416	tensorphylo
128	8	17	-188.772375546589	7.113746	7.0552595	diversitree
256	8	17	-789.012540512255	18.8133092	18.9172155	tensorphylo
256	8	17	-322.947075098443	14.1965534	14.0913515	diversitree
512	8	17	-1292.98155556473	34.2581076	34.152549	tensorphylo
512	8	17	-639.056613507717	29.2758368	27.597387	diversitree
1024	8	17	-2623.19099239553	70.231114	70.546404	tensorphylo
1024	8	17	-1345.36171095607	59.7181523	56.4498455	diversitree
32	16	17	-105.870049917524	2.6584072	2.651962	tensorphylo
32	16	17	-29.9482818890585	6.2566328	6.245202	diversitree
64	16	17	-197.455463913636	7.6819445	7.6821085	tensorphylo
64	16	17	-79.539866051505	14.5356562	14.4575635	diversitree
128	16	17	-458.282580135553	16.3766013	16.4392985	tensorphylo
128	16	17	-177.152128848544	30.8974852	29.925941	diversitree
256	16	17	-694.386623532774	28.282005	28.206729	tensorphylo
256	16	17	-332.981584823808	60.1961098	58.2508935	diversitree
512	16	17	-1254.86721667575	59.2722486	59.271937	tensorphylo
512	16	17	-657.849042515318	123.8492945	125.185997	diversitree
1024	16	17	-2892.17428963673	116.8621319	117.0651065	tensorphylo
1024	16	17	-1351.40908305977	245.1734072	245.4925225	diversitree
32	31	17	-95.950287756821	8.4943349	8.3893585	tensorphylo
32	31	17	-35.2161118895583	41.6137372	40.236867	diversitree
64	31	17	-260.899945485597	19.8868696	19.9857165	tensorphylo
64	31	17	-81.4113551801259	87.7205988	88.9018785	diversitree
128	31	17	-428.489138031128	36.4603406	37.5711905	tensorphylo
128	31	17	-156.770292171461	174.0126223	174.164761	diversitree
256	31	17	-749.038312837211	69.9463239	69.6285575	tensorphylo
256	31	17	-329.952527065316	345.692648	347.091855	diversitree
512	31	17	-1337.00863030082	127.927995	127.1148215	tensorphylo
512	31	17	-664.091065985626	700.3917291	700.950186	diversitree
1024	31	17	-2880.07223887516	274.0927982	274.291353	tensorphylo
1024	31	17	-1365.21936674623	1407.1741323	1407.305156	diversitree
32	64	17	-92.1384412902187	22.3631179	22.3942	tensorphylo
32	64	17	NA	NA	NA	diversitree
64	64	17	-180.793864288395	34.6105272	34.570093	tensorphylo
64	64	17	NA	NA	NA	diversitree
128	64	17	-359.53631104243	86.6452221	87.7412505	tensorphylo
128	64	17	NA	NA	NA	diversitree
256	64	17	-908.414916759661	197.8377879	196.8820205	tensorphylo
256	64	17	NA	NA	NA	diversitree
512	64	17	-1591.88331262375	352.5342811	351.3043795	tensorphylo
512	64	17	NA	NA	NA	diversitree
1024	64	17	-3959.75452422091	739.6181634	738.0611925	tensorphylo
1024	64	17	NA	NA	NA	diversitree
32	128	17	-144.92146910281	74.7803264	74.7214135	tensorphylo
32	128	17	NA	NA	NA	diversitree
64	128	17	-220.694614796369	125.8915783	125.857208	tensorphylo
64	128	17	NA	NA	NA	diversitree
128	128	17	-541.215934360921	304.4960243	304.649065	tensorphylo
128	128	17	NA	NA	NA	diversitree
256	128	17	-1007.58714893912	515.196119	518.224543	tensorphylo
256	128	17	NA	NA	NA	diversitree
512	128	17	-2466.76876171511	1033.5569993	1035.131141	tensorphylo
512	128	17	NA	NA	NA	diversitree
1024	128	17	-3761.85540800179	2105.7390654	2103.9316665	tensorphylo
1024	128	17	NA	NA	NA	diversitree
32	2	18	-53.4101742478727	1.1778603	1.1710625	tensorphylo
32	2	18	-39.8430404973334	0.5738032	0.566456	diversitree
64	2	18	-145.842263236945	2.3197841	2.3103705	tensorphylo
64	2	18	-90.1943760839753	1.1643754	1.150378	diversitree
128	2	18	-320.868905479352	4.9952842	4.9878345	tensorphylo
128	2	18	-186.468577941572	2.3688037	2.3633835	diversitree
256	2	18	-590.264650385851	7.7862403	7.751952	tensorphylo
256	2	18	-303.049358387418	4.7728141	4.7462215	diversitree
512	2	18	-1139.44822605854	17.1420303	17.104749	tensorphylo
512	2	18	-669.648797048319	9.9706137	9.4605655	diversitree
1024	2	18	-2264.63260509556	34.2556066	34.497769	tensorphylo
1024	2	18	-1302.39142541883	19.5260655	18.842903	diversitree
32	4	18	-88.6783393257601	1.5717678	1.56292	tensorphylo
32	4	18	-44.1392238435835	0.7888154	0.7764375	diversitree
64	4	18	-251.456407534069	2.4625379	2.452087	tensorphylo
64	4	18	-64.8376210309535	1.526061	1.5154215	diversitree
128	4	18	-244.840915460899	5.5151314	5.497116	tensorphylo
128	4	18	-159.914679709231	3.2088117	3.212801	diversitree
256	4	18	-650.340673201715	11.0492704	11.0496845	tensorphylo
256	4	18	-330.772880096902	6.5137561	6.477262	diversitree
512	4	18	-1148.30333614539	21.0578173	21.0520855	tensorphylo
512	4	18	-614.529497458255	13.2254233	12.9149795	diversitree
1024	4	18	-2398.62251135956	43.0485322	43.159101	tensorphylo
1024	4	18	-1372.92692844468	26.3645498	25.78654	diversitree
32	8	18	-64.989816302191	2.0397992	2.03401	tensorphylo
32	8	18	-35.0984537691724	1.761319	1.770831	diversitree
64	8	18	-200.382016132635	4.2035496	4.2146565	tensorphylo
64	8	18	-77.2132898082213	3.4374072	3.4238485	diversitree
128	8	18	-432.895224009147	10.7198682	10.743968	tensorphylo
128	8	18	-195.08648303798	7.0874199	7.0655505	diversitree
256	8	18	-804.847359226506	17.9748551	18.0189875	tensorphylo
256	8	18	-313.166046284918	13.7409122	13.7079195	diversitree
512	8	18	-1573.15152520015	35.1027158	34.7899145	tensorphylo
512	8	18	-715.718248253257	28.2581881	26.9928625	diversitree
1024	8	18	-2503.39165195955	74.4195305	74.367235	tensorphylo
1024	8	18	-1364.91467363784	59.2885051	55.793825	diversitree
32	16	18	-83.1778037347129	4.4139452	4.382408	tensorphylo
32	16	18	-42.514748859073	7.5169687	7.5159765	diversitree
64	16	18	-244.30179674004	8.3503675	8.3738195	tensorphylo
64	16	18	-85.767182203142	14.5322491	14.548235	diversitree
128	16	18	-285.505559965967	14.1414166	14.112118	tensorphylo
128	16	18	-155.977317263497	30.1358487	29.312171	diversitree
256	16	18	-991.915490798728	34.6798541	34.609125	tensorphylo
256	16	18	-364.459847141994	63.1435875	61.048754	diversitree
512	16	18	-1577.6369397194	58.3964025	58.4050125	tensorphylo
512	16	18	-655.932823665831	120.5043997	121.935886	diversitree
1024	16	18	-2784.69509738482	108.8955326	109.7847365	tensorphylo
1024	16	18	-1339.38969880222	243.8538878	243.664476	diversitree
32	31	18	-72.7219963410067	7.1509371	6.996691	tensorphylo
32	31	18	-34.7918891750165	40.6784903	39.1195555	diversitree
64	31	18	-205.494779583941	19.7663132	19.8495145	tensorphylo
64	31	18	-86.1322944333394	91.1182237	90.3846845	diversitree
128	31	18	-324.84701171851	35.0573698	34.8029525	tensorphylo
128	31	18	-165.906509516981	179.0677501	177.840165	diversitree
256	31	18	-1036.68544897267	68.4615499	67.742619	tensorphylo
256	31	18	-319.750618384532	340.1154508	338.5577255	diversitree
512	31	18	-1361.28083134108	138.2281913	139.282576	tensorphylo
512	31	18	-698.563051488708	721.3495064	720.2700215	diversitree
1024	31	18	-3134.99125159602	282.6342298	282.1087615	tensorphylo
1024	31	18	-1346.19484797849	1409.1278028	1405.284266	diversitree
32	64	18	-132.662001849264	30.9963772	30.9995055	tensorphylo
32	64	18	NA	NA	NA	diversitree
64	64	18	-131.235516984829	44.2296889	44.7339725	tensorphylo
64	64	18	NA	NA	NA	diversitree
128	64	18	-371.795669594332	90.8312729	90.3063335	tensorphylo
128	64	18	NA	NA	NA	diversitree
256	64	18	-1123.63379790062	180.1304619	180.085776	tensorphylo
256	64	18	NA	NA	NA	diversitree
512	64	18	-2025.55371438757	355.5798144	356.382947	tensorphylo
512	64	18	NA	NA	NA	diversitree
1024	64	18	-3331.41435824755	679.0466289	678.7102075	tensorphylo
1024	64	18	NA	NA	NA	diversitree
32	128	18	-110.817041110027	71.6994962	71.6569915	tensorphylo
32	128	18	NA	NA	NA	diversitree
64	128	18	-151.510243938339	100.9960216	100.825642	tensorphylo
64	128	18	NA	NA	NA	diversitree
128	128	18	-361.815872300403	291.8963512	291.840624	tensorphylo
128	128	18	NA	NA	NA	diversitree
256	128	18	-842.288837939513	565.4234765	564.549336	tensorphylo
256	128	18	NA	NA	NA	diversitree
512	128	18	-1746.90043670047	979.7999436	983.4420515	tensorphylo
512	128	18	NA	NA	NA	diversitree
1024	128	18	-2971.47772346245	1898.5625845	1892.0375985	tensorphylo
1024	128	18	NA	NA	NA	diversitree
32	2	19	-91.0976800901916	1.217003	1.2134155	tensorphylo
32	2	19	-39.9474445243628	0.5797646	0.574	diversitree
64	2	19	-117.228951330707	2.1041774	2.098093	tensorphylo
64	2	19	-75.8714922192525	1.1551832	1.1442895	diversitree
128	2	19	-224.34524434302	3.89623	3.8929295	tensorphylo
128	2	19	-174.190513917177	2.2932571	2.2913465	diversitree
256	2	19	-502.877290966884	9.0716436	9.0783635	tensorphylo
256	2	19	-373.031663253629	4.7289277	4.6677885	diversitree
512	2	19	-1132.30109277116	18.0446658	18.0364125	tensorphylo
512	2	19	-693.297074049536	9.726225	9.250912	diversitree
1024	2	19	-2302.67967722952	34.9346486	34.5624875	tensorphylo
1024	2	19	-1346.02635042534	19.3734594	18.707357	diversitree
32	4	19	-75.1454624721703	1.5613743	1.5615465	tensorphylo
32	4	19	-44.2813464690296	0.8404098	0.838409	diversitree
64	4	19	-183.273749902762	3.073155	3.068809	tensorphylo
64	4	19	-83.6932946619648	1.6276016	1.623682	diversitree
128	4	19	-407.233792318421	5.4721634	5.465792	tensorphylo
128	4	19	-154.969273975564	3.1970406	3.1885085	diversitree
256	4	19	-721.083156816073	12.7722995	12.751984	tensorphylo
256	4	19	-369.205179757088	6.5005008	6.4275085	diversitree
512	4	19	-1786.82764806506	23.6299769	23.5352505	tensorphylo
512	4	19	-679.027002336573	13.1046168	12.7246165	diversitree
1024	4	19	-2496.66795300662	42.0421585	41.8425295	tensorphylo
1024	4	19	-1324.42139916637	26.4176776	25.883136	diversitree
32	8	19	-79.9202173575055	2.2622816	2.259264	tensorphylo
32	8	19	-40.2767252002748	1.7896295	1.7686785	diversitree
64	8	19	-190.781288164073	4.0710089	4.0513945	tensorphylo
64	8	19	-74.6236360448119	3.4723105	3.430675	diversitree
128	8	19	-427.672239633616	9.2434869	9.2362545	tensorphylo
128	8	19	-176.715831865216	7.1541228	7.145316	diversitree
256	8	19	-771.275474336032	16.284626	16.2402435	tensorphylo
256	8	19	-298.619317537592	13.7100597	13.64849	diversitree
512	8	19	-1075.16606018638	32.5197937	32.1762875	tensorphylo
512	8	19	-669.562748688145	29.3356435	27.931291	diversitree
1024	8	19	-2941.82111486536	73.5649634	73.1391005	tensorphylo
1024	8	19	-1361.73850554587	59.6401621	55.863361	diversitree
32	16	19	-77.3152446623827	4.0509271	4.0425385	tensorphylo
32	16	19	-40.4811553986098	7.6009736	7.5765335	diversitree
64	16	19	-209.502145677047	9.2531629	9.248944	tensorphylo
64	16	19	-103.273690132736	15.1638254	15.130763	diversitree
128	16	19	-326.978959493558	12.960551	12.9518795	tensorphylo
128	16	19	-141.670876644676	29.9629435	29.1105535	diversitree
256	16	19	-668.81899271461	34.091459	34.0788515	tensorphylo
256	16	19	-366.883895275711	62.6803777	60.562863	diversitree
512	16	19	-1488.05852626669	61.7229375	61.6929665	tensorphylo
512	16	19	-696.498417667862	123.7855477	125.3520265	diversitree
1024	16	19	-2591.70316758958	111.607371	111.505486	tensorphylo
1024	16	19	-1323.87889581421	246.4691712	246.251658	diversitree
32	31	19	-98.4370803841147	10.8401786	10.4515765	tensorphylo
32	31	19	-46.2673899856507	46.3535586	44.872122	diversitree
64	31	19	-206.668667484897	20.7625189	20.746205	tensorphylo
64	31	19	-90.7086948891794	92.5482053	92.4930275	diversitree
128	31	19	-456.922825617129	38.8651505	39.117936	tensorphylo
128	31	19	-169.707968742752	171.3239817	171.881717	diversitree
256	31	19	-981.435986527107	74.2402949	74.4029665	tensorphylo
256	31	19	-347.876583576744	359.227978	359.8374225	diversitree
512	31	19	-1194.8275581619	132.9458333	131.7073135	tensorphylo
512	31	19	-633.870766968395	684.006157	684.6347485	diversitree
1024	31	19	-2813.25822874629	268.0786599	267.2171105	tensorphylo
1024	31	19	-1361.69617574781	1415.9284441	1415.19864	diversitree
32	64	19	-101.508959423112	23.7461012	23.8884245	tensorphylo
32	64	19	NA	NA	NA	diversitree
64	64	19	-262.002842713379	43.1926267	43.208916	tensorphylo
64	64	19	NA	NA	NA	diversitree
128	64	19	-491.830829188669	99.4044508	97.024614	tensorphylo
128	64	19	NA	NA	NA	diversitree
256	64	19	-981.123519818605	187.4402412	187.9359845	tensorphylo
256	64	19	NA	NA	NA	diversitree
512	64	19	-1547.79222015882	352.5092547	352.4312645	tensorphylo
512	64	19	NA	NA	NA	diversitree
1024	64	19	-3605.29429863231	672.8631565	673.6502745	tensorphylo
1024	64	19	NA	NA	NA	diversitree
32	128	19	-66.5064658820049	60.3104547	60.0877345	tensorphylo
32	128	19	NA	NA	NA	diversitree
64	128	19	-165.248907346229	127.4471593	128.0260875	tensorphylo
64	128	19	NA	NA	NA	diversitree
128	128	19	-410.856815275716	250.4717142	250.486425	tensorphylo
128	128	19	NA	NA	NA	diversitree
256	128	19	-879.977243990829	501.6559469	503.8308575	tensorphylo
256	128	19	NA	NA	NA	diversitree
512	128	19	-1688.55619047282	1011.5414179	1013.549028	tensorphylo
512	128	19	NA	NA	NA	diversitree
1024	128	19	-3683.94456773409	2079.1351289	2077.7138885	tensorphylo
1024	128	19	NA	NA	NA	diversitree
32	2	20	-65.6849207717304	1.3507163	1.3371945	tensorphylo
32	2	20	-49.3172973799826	0.5915275	0.5823025	diversitree
64	2	20	-146.249756144642	2.1810442	2.16685	tensorphylo
64	2	20	-85.4659059633873	1.1493079	1.144269	diversitree
128	2	20	-262.768005799038	3.9403501	3.9409815	tensorphylo
128	2	20	-146.570678098084	2.2849259	2.274229	diversitree
256	2	20	-530.423047533883	7.9417041	7.9097405	tensorphylo
256	2	20	-318.442442392617	4.5780313	4.5691425	diversitree
512	2	20	-941.827244781294	15.8185093	15.7909655	tensorphylo
512	2	20	-634.507637773648	9.7735185	9.2602805	diversitree
1024	2	20	-2209.0919187781	33.6611886	33.5744285	tensorphylo
1024	2	20	-1346.62960068148	19.5199811	18.8846615	diversitree
32	4	20	-44.7284142549258	1.0618016	1.0548275	tensorphylo
32	4	20	-32.5920620316307	0.8135917	0.8110005	diversitree
64	4	20	-178.767993102718	2.6941838	2.6904815	tensorphylo
64	4	20	-75.3588664247734	1.5635678	1.555048	diversitree
128	4	20	-246.847932053335	5.0056613	5.026518	tensorphylo
128	4	20	-186.829295985142	3.2603569	3.257163	diversitree
256	4	20	-489.304268421571	9.7443224	9.740862	tensorphylo
256	4	20	-298.437562641003	6.400715	6.3915105	diversitree
512	4	20	-1139.19472185883	21.301263	21.2620055	tensorphylo
512	4	20	-684.654657971562	13.3050166	12.914959	diversitree
1024	4	20	-2940.20568078243	45.9631689	45.6605315	tensorphylo
1024	4	20	-1347.60693579764	25.3586968	24.874946	diversitree
32	8	20	-127.270515715283	2.332285	2.3257455	tensorphylo
32	8	20	-37.3353134632793	1.7646441	1.744632	diversitree
64	8	20	-119.049021263978	3.9956222	3.966791	tensorphylo
64	8	20	-76.5592087047924	3.3890149	3.37184	diversitree
128	8	20	-337.576420223445	9.1722945	9.0703275	tensorphylo
128	8	20	-170.591695181996	6.7178459	6.695997	diversitree
256	8	20	-809.8265732247	18.0368676	17.847546	tensorphylo
256	8	20	-326.424684181496	14.3160643	14.073332	diversitree
512	8	20	-1328.07538814667	32.9901211	32.8108035	tensorphylo
512	8	20	-643.61394406992	29.1905732	27.783076	diversitree
1024	8	20	-3174.36373673134	73.5677063	73.271756	tensorphylo
1024	8	20	-1374.22638437508	60.0128644	55.864427	diversitree
32	16	20	-53.6780289943319	3.5065127	3.4893665	tensorphylo
32	16	20	-35.6040305776631	6.9090453	6.896897	diversitree
64	16	20	-151.239573057149	7.3899056	7.3881385	tensorphylo
64	16	20	-75.8707331988055	14.3867401	14.4062315	diversitree
128	16	20	-360.323611362124	12.3367442	12.3488105	tensorphylo
